district_id,Demand_Signal,Mean_Distribution_Gap,Valid_Audit_Cycles,Competitive_Intensity,Mean_Panel_Coverage_Pct_x,Coverage_Status_x,Total_Population,Estimated_Total_Retail_Universe,District_Code_x,Mean_Panel_Coverage_Pct_y,Coverage_Status_y,District_Code_y,Mean_Panel_Coverage_Pct,Coverage_Status,Market_Opportunity
DST_0014,0.19264705882352942,0.4673855569214833,24,0.6061880766769093,40.94833333333333,UNKNOWN,4229917,5278,DST_0014,40.94833333333333,UNKNOWN,DST_0014,40.94833333333333,UNKNOWN,OTHER
DST_0015,0.6465686274509804,0.4016479636668921,24,0.7267578004141114,54.203333333333326,UNKNOWN,2888445,3766,DST_0015,54.203333333333326,UNKNOWN,DST_0015,54.203333333333326,UNKNOWN,OTHER
DST_0016,0.65,0.39038459513118057,24,0.6311504939470223,50.695,UNKNOWN,3361292,3959,DST_0016,50.695,UNKNOWN,DST_0016,50.695,UNKNOWN,OTHER
DST_0017,0.4519607843137255,0.4974374392415141,23,0.6611430804268337,41.13791666666666,UNKNOWN,2634200,3471,DST_0017,41.13791666666666,UNKNOWN,DST_0017,41.13791666666666,UNKNOWN,OTHER
DST_0018,0.607843137254902,0.43721024320573826,24,0.6229764451353034,52.2175,UNKNOWN,1615069,1653,DST_0018,52.2175,UNKNOWN,DST_0018,52.2175,UNKNOWN,OTHER
DST_0019,0.2926470588235294,0.6180032746035794,24,0.6476509482252097,25.39833333333333,UNKNOWN,849651,834,DST_0019,25.39833333333333,UNKNOWN,DST_0019,25.39833333333333,UNKNOWN,OTHER
DST_0020,0.22941176470588237,0.45711099245302417,24,0.6510275264530867,34.93625,UNKNOWN,2204307,2843,DST_0020,34.93625,UNKNOWN,DST_0020,34.93625,UNKNOWN,OTHER
DST_0021,0.43529411764705883,0.4367529265099605,24,0.6812748948602967,59.010416666666664,UNKNOWN,2772348,3071,DST_0021,59.010416666666664,UNKNOWN,DST_0021,59.010416666666664,UNKNOWN,OTHER
DST_0022,0.029411764705882353,0.12209195329807561,15,0.7361714590421142,57.312083333333334,UNKNOWN,2586258,2829,DST_0022,57.312083333333334,UNKNOWN,DST_0022,57.312083333333334,UNKNOWN,OTHER
DST_0023,0.7725490196078431,0.4780439339752829,24,0.6053089833384474,45.26166666666666,UNKNOWN,2455543,2823,DST_0023,45.26166666666666,UNKNOWN,DST_0023,45.26166666666666,UNKNOWN,OTHER
DST_0024,0.4372549019607843,0.4098674345114026,24,0.6226898941722608,40.07791666666667,UNKNOWN,2050862,2444,DST_0024,40.07791666666667,UNKNOWN,DST_0024,40.07791666666667,UNKNOWN,OTHER
DST_0025,0.6769607843137255,0.4298822714651423,24,0.640744285092381,63.903333333333336,RELIABLE,1959046,2088,DST_0025,63.903333333333336,RELIABLE,DST_0025,63.903333333333336,RELIABLE,OTHER
DST_0026,0.5642156862745098,0.3893272916111205,24,0.6295540998643685,44.91166666666667,UNKNOWN,1300774,1641,DST_0026,44.91166666666667,UNKNOWN,DST_0026,44.91166666666667,UNKNOWN,OTHER
DST_0027,0.3573529411764706,0.5975647448269529,24,0.6112569116685245,15.742916666666666,UNKNOWN,1200334,1279,DST_0027,15.742916666666666,UNKNOWN,DST_0027,15.742916666666666,UNKNOWN,OTHER
DST_0028,0.27990196078431373,0.6050888719577036,24,0.6611189454640654,15.417499999999999,UNKNOWN,1322507,1372,DST_0028,15.417499999999999,UNKNOWN,DST_0028,15.417499999999999,UNKNOWN,OTHER
DST_0029,0.4352941176470589,0.6160400063404445,24,0.6468284606667458,26.614166666666666,UNKNOWN,1197160,1259,DST_0029,26.614166666666666,UNKNOWN,DST_0029,26.614166666666666,UNKNOWN,OTHER
DST_0030,0.221078431372549,0.6006291583685349,24,0.600572060563332,22.2625,UNKNOWN,1177345,1189,DST_0030,22.2625,UNKNOWN,DST_0030,22.2625,UNKNOWN,OTHER
DST_0031,0.4230392156862745,0.5984030434575954,24,0.6172732976694175,25.375,UNKNOWN,1072942,1023,DST_0031,25.375,UNKNOWN,DST_0031,25.375,UNKNOWN,OTHER
DST_0032,0.346078431372549,0.4175247664968301,22,0.5796185435509911,56.965833333333336,UNKNOWN,1648295,1710,DST_0032,56.965833333333336,UNKNOWN,DST_0032,56.965833333333336,UNKNOWN,OTHER
DST_0033,0.48921568627450984,0.45127431927738276,24,0.6645001479226817,51.11083333333334,UNKNOWN,2585049,2791,DST_0033,51.11083333333334,UNKNOWN,DST_0033,51.11083333333334,UNKNOWN,OTHER
DST_0034,0.5019607843137255,0.4610204360564834,24,0.6455743632735417,65.05791666666666,RELIABLE,1657576,1720,DST_0034,65.05791666666666,RELIABLE,DST_0034,65.05791666666666,RELIABLE,OTHER
DST_0035,0.5186274509803922,0.448928092621004,24,0.6132388640758792,46.354166666666664,UNKNOWN,1836086,2265,DST_0035,46.354166666666664,UNKNOWN,DST_0035,46.354166666666664,UNKNOWN,OTHER
DST_0036,0.4970588235294118,0.34926200651304745,24,0.5795169010100927,85.4975,RELIABLE,9621551,18500,DST_0036,85.4975,RELIABLE,DST_0036,85.4975,RELIABLE,OTHER
DST_0037,0.6318627450980392,0.4631149760766288,24,0.7598997923643137,59.397083333333335,UNKNOWN,990923,1167,DST_0037,59.397083333333335,UNKNOWN,DST_0037,59.397083333333335,UNKNOWN,OTHER
DST_0038,0.928921568627451,0.6837774362705891,24,0.8545821808697673,72.08708333333333,RELIABLE,3001127,4123,DST_0038,72.08708333333333,RELIABLE,DST_0038,72.08708333333333,RELIABLE,HIGH_OPPORTUNITY
DST_0039,0.7343137254901961,0.9306873269103043,24,0.7187050212074542,72.03666666666668,RELIABLE,4779661,5496,DST_0039,72.03666666666668,RELIABLE,DST_0039,72.03666666666668,RELIABLE,HIGH_OPPORTUNITY
DST_0040,0.9352941176470588,0.9316018119557624,24,0.6230079681545139,66.22875,RELIABLE,1847023,2951,DST_0040,66.22875,RELIABLE,DST_0040,66.22875,RELIABLE,HIGH_OPPORTUNITY
DST_0041,0.5544117647058823,0.5846307838839787,24,0.6930512040094626,15.219583333333333,UNKNOWN,2089649,3075,DST_0041,15.219583333333333,UNKNOWN,DST_0041,15.219583333333333,UNKNOWN,OTHER
DST_0042,0.471078431372549,0.4479586149684774,24,0.5685344841442246,36.59916666666667,UNKNOWN,1177361,1403,DST_0042,36.59916666666667,UNKNOWN,DST_0042,36.59916666666667,UNKNOWN,OTHER
DST_0043,0.7872549019607843,0.42448188739868625,24,0.8033906240672516,42.64875,UNKNOWN,1752759,2285,DST_0043,42.64875,UNKNOWN,DST_0043,42.64875,UNKNOWN,OTHER
DST_0044,0.45245098039215687,0.3870373655075516,24,0.651768096218107,43.73791666666667,UNKNOWN,2678980,2968,DST_0044,43.73791666666667,UNKNOWN,DST_0044,43.73791666666667,UNKNOWN,OTHER
DST_0045,0.7078431372549019,0.441337725013903,24,0.6722597752555931,38.05958333333333,UNKNOWN,2452595,3232,DST_0045,38.05958333333333,UNKNOWN,DST_0045,38.05958333333333,UNKNOWN,OTHER
DST_0046,0.4392156862745098,0.4296612818333645,24,0.66959268565544,41.54,UNKNOWN,2566326,3238,DST_0046,41.54,UNKNOWN,DST_0046,41.54,UNKNOWN,OTHER
DST_0047,0.4975490196078431,0.4906879321055497,24,0.5947023214052309,37.842083333333335,UNKNOWN,1945497,2427,DST_0047,37.842083333333335,UNKNOWN,DST_0047,37.842083333333335,UNKNOWN,OTHER
DST_0048,0.5892156862745098,0.45930424991286883,24,0.6922534951060858,43.35874999999999,UNKNOWN,1776421,1943,DST_0048,43.35874999999999,UNKNOWN,DST_0048,43.35874999999999,UNKNOWN,OTHER
DST_0049,0.7833333333333333,0.4926735194028707,23,0.5975158075569568,53.89125000000001,UNKNOWN,1805769,1874,DST_0049,53.89125000000001,UNKNOWN,DST_0049,53.89125000000001,UNKNOWN,OTHER
DST_0050,0.517156862745098,0.4534974279642478,24,0.6273561039837068,46.1,UNKNOWN,2177331,2442,DST_0050,46.1,UNKNOWN,DST_0050,46.1,UNKNOWN,OTHER
DST_0051,0.4911764705882353,0.44748896496241836,24,0.6417512031465651,46.38458333333333,UNKNOWN,1889552,2358,DST_0051,46.38458333333333,UNKNOWN,DST_0051,46.38458333333333,UNKNOWN,OTHER
DST_0052,0.7519607843137255,0.5011293259127266,23,0.7531475602624513,41.077083333333334,UNKNOWN,1700018,1955,DST_0052,41.077083333333334,UNKNOWN,DST_0052,41.077083333333334,UNKNOWN,OTHER
DST_0053,0.48529411764705876,0.4749392969580113,24,0.6068722094499432,42.342083333333335,UNKNOWN,1659456,1792,DST_0053,42.342083333333335,UNKNOWN,DST_0053,42.342083333333335,UNKNOWN,OTHER
DST_0054,0.33676470588235297,0.40627880645839415,24,0.6403428919998059,63.69166666666666,RELIABLE,1137961,1244,DST_0054,63.69166666666666,RELIABLE,DST_0054,63.69166666666666,RELIABLE,OTHER
DST_0055,0.3431372549019608,0.6107851953309479,24,0.5597709992029986,23.668333333333333,UNKNOWN,554519,560,DST_0055,23.668333333333333,UNKNOWN,DST_0055,23.668333333333333,UNKNOWN,OTHER
DST_0056,0.4764705882352942,0.40231148066702893,23,0.5859312345143693,53.67166666666666,UNKNOWN,1536401,1895,DST_0056,53.67166666666666,UNKNOWN,DST_0056,53.67166666666666,UNKNOWN,OTHER
DST_0057,0.3397058823529412,0.5885712640010478,24,0.6199150638265976,16.08375,UNKNOWN,1389920,1442,DST_0057,16.08375,UNKNOWN,DST_0057,16.08375,UNKNOWN,OTHER
DST_0058,0.41617647058823526,0.41155724847390934,24,0.6120012497975421,56.742916666666666,UNKNOWN,1928812,2218,DST_0058,56.742916666666666,UNKNOWN,DST_0058,56.742916666666666,UNKNOWN,OTHER
DST_0059,0.3514705882352941,0.44066983307843466,24,0.5959672787064284,40.001666666666665,UNKNOWN,1082636,1245,DST_0059,40.001666666666665,UNKNOWN,DST_0059,40.001666666666665,UNKNOWN,OTHER
DST_0060,0.5696078431372549,0.48962839760512883,24,0.5552794857261978,46.98833333333334,UNKNOWN,1437169,1733,DST_0060,46.98833333333334,UNKNOWN,DST_0060,46.98833333333334,UNKNOWN,OTHER
DST_0061,0.018137254901960782,0.10404332635818256,14,0.5542326570176259,64.84041666666667,RELIABLE,1174271,1251,DST_0061,64.84041666666667,RELIABLE,DST_0061,64.84041666666667,RELIABLE,OTHER
DST_0062,0.008823529411764706,0.13372019801418808,14,0.5963238352170124,56.14208333333334,UNKNOWN,1020791,1059,DST_0062,56.14208333333334,UNKNOWN,DST_0062,56.14208333333334,UNKNOWN,OTHER
DST_0063,0.4857843137254902,0.5149305009157671,23,0.5890280309862163,51.35833333333333,UNKNOWN,1064570,1388,DST_0063,51.35833333333333,UNKNOWN,DST_0063,51.35833333333333,UNKNOWN,OTHER
DST_0064,0.5563725490196079,0.4783891857359383,24,0.5856474746067957,55.35125,UNKNOWN,1597668,1747,DST_0064,55.35125,UNKNOWN,DST_0064,55.35125,UNKNOWN,OTHER
DST_0065,0.5122549019607843,0.34597328951376216,24,0.586499864807168,86.90750000000001,RELIABLE,7088403,15594,DST_0065,86.90750000000001,RELIABLE,DST_0065,86.90750000000001,RELIABLE,OTHER
DST_0066,0.8941176470588235,0.671181879611095,23,0.8735373782683076,75.52333333333333,RELIABLE,3458045,6445,DST_0066,75.52333333333333,RELIABLE,DST_0066,75.52333333333333,RELIABLE,HIGH_OPPORTUNITY
DST_0067,0.6980392156862745,0.4682479599860447,24,0.6866299320465663,41.96375,UNKNOWN,3038252,5025,DST_0067,41.96375,UNKNOWN,DST_0067,41.96375,UNKNOWN,OTHER
DST_0068,0.8999999999999999,0.9239549030731222,24,0.6342810319594602,55.51,UNKNOWN,2722290,4045,DST_0068,55.51,UNKNOWN,DST_0068,55.51,UNKNOWN,HIGH_OPPORTUNITY
DST_0069,0.8887254901960784,0.9222669176529403,24,0.6466938951472484,62.02708333333334,RELIABLE,3482056,5271,DST_0069,62.02708333333334,RELIABLE,DST_0069,62.02708333333334,RELIABLE,HIGH_OPPORTUNITY
DST_0070,0.6568627450980392,0.43146961119006616,24,0.5163642200416623,43.29791666666667,UNKNOWN,1665253,2474,DST_0070,43.29791666666667,UNKNOWN,DST_0070,43.29791666666667,UNKNOWN,OTHER
DST_0071,0.5171568627450981,0.5513870051081082,24,0.5985844948158866,11.182916666666666,UNKNOWN,2479052,4100,DST_0071,11.182916666666666,UNKNOWN,DST_0071,11.182916666666666,UNKNOWN,OTHER
DST_0072,0.6490196078431373,0.44938132938543923,24,0.59838270762002,63.94916666666666,RELIABLE,2251744,3409,DST_0072,63.94916666666666,RELIABLE,DST_0072,63.94916666666666,RELIABLE,OTHER
DST_0073,0.6367647058823529,0.47859881217764255,24,0.6352567693263305,61.17916666666667,RELIABLE,1614242,2263,DST_0073,61.17916666666667,RELIABLE,DST_0073,61.17916666666667,RELIABLE,OTHER
DST_0074,0.6147058823529412,0.4585320813657596,24,0.6062599128621726,43.94166666666666,UNKNOWN,2405890,3103,DST_0074,43.94166666666666,UNKNOWN,DST_0074,43.94166666666666,UNKNOWN,OTHER
DST_0075,0.6122549019607844,0.42680215482579603,24,0.6069816299368438,55.00583333333333,UNKNOWN,2159775,2846,DST_0075,55.00583333333333,UNKNOWN,DST_0075,55.00583333333333,UNKNOWN,OTHER
DST_0076,0.5161764705882353,0.5726467521672332,24,0.5667439391682734,12.455833333333333,UNKNOWN,1166401,1961,DST_0076,12.455833333333333,UNKNOWN,DST_0076,12.455833333333333,UNKNOWN,OTHER
DST_0077,0.5588235294117647,0.5823028248800382,24,0.6670815135118504,16.336666666666666,UNKNOWN,2556244,4478,DST_0077,16.336666666666666,UNKNOWN,DST_0077,16.336666666666666,UNKNOWN,OTHER
DST_0078,0.5720588235294117,0.46282486967396236,24,0.5044935426290106,48.05083333333334,UNKNOWN,2605914,3325,DST_0078,48.05083333333334,UNKNOWN,DST_0078,48.05083333333334,UNKNOWN,OTHER
DST_0079,0.0696078431372549,0.133177523298431,18,0.7947427224376757,45.56125,UNKNOWN,1506843,1564,DST_0079,45.56125,UNKNOWN,DST_0079,45.56125,UNKNOWN,OTHER
DST_0080,0.3700980392156863,0.44888283603532264,23,0.5616749728912703,42.330416666666665,UNKNOWN,1064493,1462,DST_0080,42.330416666666665,UNKNOWN,DST_0080,42.330416666666665,UNKNOWN,OTHER
DST_0081,0.7058823529411764,0.4631549695569712,24,0.6345518663960088,50.907916666666665,UNKNOWN,1879809,2109,DST_0081,50.907916666666665,UNKNOWN,DST_0081,50.907916666666665,UNKNOWN,OTHER
DST_0082,0.538235294117647,0.4178030167275726,24,0.637717777024161,43.49625,UNKNOWN,1616450,1813,DST_0082,43.49625,UNKNOWN,DST_0082,43.49625,UNKNOWN,OTHER
DST_0083,0.43039215686274507,0.4626064349560885,23,0.6559074728420039,52.369166666666665,UNKNOWN,1726601,2348,DST_0083,52.369166666666665,UNKNOWN,DST_0083,52.369166666666665,UNKNOWN,OTHER
DST_0084,0.6759803921568628,0.40434069729534244,24,0.5783737523912117,61.70166666666666,RELIABLE,735394,1195,DST_0084,61.70166666666666,RELIABLE,DST_0084,61.70166666666666,RELIABLE,OTHER
DST_0085,0.19607843137254904,0.6143200925993717,23,0.6566730219370847,19.179166666666667,UNKNOWN,565223,586,DST_0085,19.179166666666667,UNKNOWN,DST_0085,19.179166666666667,UNKNOWN,OTHER
DST_0086,0.328921568627451,0.4130169030220791,24,0.6439301140754071,41.00541666666667,UNKNOWN,1618345,1747,DST_0086,41.00541666666667,UNKNOWN,DST_0086,41.00541666666667,UNKNOWN,OTHER
DST_0087,0.4627450980392157,0.42405798976127335,24,0.666326043597221,65.16666666666667,RELIABLE,1353445,1651,DST_0087,65.16666666666667,RELIABLE,DST_0087,65.16666666666667,RELIABLE,OTHER
DST_0088,0.5455882352941177,0.44083688978452135,23,0.6697662297658049,50.219166666666666,UNKNOWN,1210277,1679,DST_0088,50.219166666666666,UNKNOWN,DST_0088,50.219166666666666,UNKNOWN,OTHER
DST_0089,0.8205882352941176,0.4338641397867417,24,0.5837209627069441,38.288333333333334,UNKNOWN,1339101,1652,DST_0089,38.288333333333334,UNKNOWN,DST_0089,38.288333333333334,UNKNOWN,OTHER
DST_0090,0.596078431372549,0.3732508399611922,22,0.6039823900031909,36.60666666666666,UNKNOWN,1407627,1973,DST_0090,36.60666666666666,UNKNOWN,DST_0090,36.60666666666666,UNKNOWN,OTHER
DST_0091,0.6583333333333334,0.41731623564583,24,0.5989027697034686,37.92166666666667,UNKNOWN,1245899,1938,DST_0091,37.92166666666667,UNKNOWN,DST_0091,37.92166666666667,UNKNOWN,OTHER
DST_0092,0.5549019607843138,0.45476751654176245,24,0.6095864632635365,54.035,UNKNOWN,1750176,2625,DST_0092,54.035,UNKNOWN,DST_0092,54.035,UNKNOWN,OTHER
DST_0093,0.41470588235294115,0.40340785276960966,24,0.6325954276646105,59.01958333333334,UNKNOWN,1111812,1480,DST_0093,59.01958333333334,UNKNOWN,DST_0093,59.01958333333334,UNKNOWN,OTHER
DST_0094,0.5509803921568627,0.46720884189611783,23,0.5732885267099703,48.46083333333333,UNKNOWN,3728104,6375,DST_0094,48.46083333333333,UNKNOWN,DST_0094,48.46083333333333,UNKNOWN,OTHER
DST_0095,0.4799019607843137,0.498414838904115,23,0.6767169046976172,37.45375,UNKNOWN,2464875,2662,DST_0095,37.45375,UNKNOWN,DST_0095,37.45375,UNKNOWN,OTHER
DST_0096,0.3112745098039216,0.4652907253004915,24,0.6100077270007576,45.64166666666667,UNKNOWN,1264277,1365,DST_0096,45.64166666666667,UNKNOWN,DST_0096,45.64166666666667,UNKNOWN,OTHER
DST_0097,0.3730392156862745,0.45706592709722554,24,0.6128012850903386,66.25458333333333,RELIABLE,2093003,2113,DST_0097,66.25458333333333,RELIABLE,DST_0097,66.25458333333333,RELIABLE,OTHER
DST_0098,0.7534313725490196,0.4219297567828578,23,0.6583724096270558,51.212916666666665,UNKNOWN,1942288,2940,DST_0098,51.212916666666665,UNKNOWN,DST_0098,51.212916666666665,UNKNOWN,OTHER
DST_0099,0.3975490196078431,0.6218481046401648,24,0.6620054408200249,27.540000000000003,UNKNOWN,1370281,1345,DST_0099,27.540000000000003,UNKNOWN,DST_0099,27.540000000000003,UNKNOWN,OTHER
DST_0100,0.9568627450980391,0.35480044845966746,23,0.6178133160975738,87.26625,RELIABLE,582320,1281,DST_0100,87.26625,RELIABLE,DST_0100,87.26625,RELIABLE,OTHER
DST_0101,0.7382352941176471,0.47028805959389913,24,0.6766471427168221,34.72375,UNKNOWN,1709346,3760,DST_0101,34.72375,UNKNOWN,DST_0101,34.72375,UNKNOWN,OTHER
DST_0102,0.6813725490196079,0.4545387198979515,24,0.6527647729117207,56.385,UNKNOWN,142004,312,DST_0102,56.385,UNKNOWN,DST_0102,56.385,UNKNOWN,OTHER
DST_0103,0.7063725490196079,0.5026812743819253,24,0.6155884432220586,55.397083333333335,UNKNOWN,887978,1953,DST_0103,55.397083333333335,UNKNOWN,DST_0103,55.397083333333335,UNKNOWN,OTHER
DST_0104,0.7916666666666667,0.4556257581061678,24,0.6018484748212923,51.305,UNKNOWN,2241624,4931,DST_0104,51.305,UNKNOWN,DST_0104,51.305,UNKNOWN,OTHER
DST_0105,0.6367647058823529,0.4741779774511437,24,0.5919827390176822,43.42208333333334,UNKNOWN,3656539,7737,DST_0105,43.42208333333334,UNKNOWN,DST_0105,43.42208333333334,UNKNOWN,OTHER
DST_0106,0.8931372549019607,0.4102968446353299,24,0.5986725390324659,85.90708333333333,RELIABLE,2731929,5971,DST_0106,85.90708333333333,RELIABLE,DST_0106,85.90708333333333,RELIABLE,OTHER
DST_0107,0.5612745098039216,0.46774307802492626,24,0.6226363823400316,38.60208333333333,UNKNOWN,2150000,4730,DST_0107,38.60208333333333,UNKNOWN,DST_0107,38.60208333333333,UNKNOWN,OTHER
DST_0108,0.6485294117647058,0.44623912723495734,24,0.6134965234521992,48.31875,UNKNOWN,2292958,4851,DST_0108,48.31875,UNKNOWN,DST_0108,48.31875,UNKNOWN,OTHER
DST_0109,0.6990196078431372,0.40000236806696976,24,0.6608868226675444,49.40833333333333,UNKNOWN,2543243,5595,DST_0109,49.40833333333333,UNKNOWN,DST_0109,49.40833333333333,UNKNOWN,OTHER
DST_0110,0.6936274509803921,0.4440511838149162,24,0.6002890874604782,62.65541666666667,RELIABLE,1500000,3300,DST_0110,62.65541666666667,RELIABLE,DST_0110,62.65541666666667,RELIABLE,OTHER
DST_0111,0.6970588235294117,0.4554086076067648,23,0.6158096246920515,62.12916666666666,RELIABLE,4589838,7912,DST_0111,62.12916666666666,RELIABLE,DST_0111,62.12916666666666,RELIABLE,OTHER
DST_0112,0.4519607843137255,0.441670303499129,23,0.6011785596938484,43.02333333333333,UNKNOWN,4581268,7898,DST_0112,43.02333333333333,UNKNOWN,DST_0112,43.02333333333333,UNKNOWN,OTHER
DST_0113,0.8588235294117648,0.6597263801488291,24,0.8806253711444416,70.00208333333333,RELIABLE,3676841,5154,DST_0113,70.00208333333333,RELIABLE,DST_0113,70.00208333333333,RELIABLE,HIGH_OPPORTUNITY
DST_0114,0.24166666666666664,0.4115773949745177,24,0.5693192562710262,40.566250000000004,UNKNOWN,5954391,6847,DST_0114,40.566250000000004,UNKNOWN,DST_0114,40.566250000000004,UNKNOWN,OTHER
DST_0115,0.6039215686274509,0.42025665856320926,24,0.6078278110251709,61.635416666666664,RELIABLE,4418797,6380,DST_0115,61.635416666666664,RELIABLE,DST_0115,61.635416666666664,RELIABLE,OTHER
DST_0116,0.8794117647058823,0.6603856859486427,24,0.8743499156631922,77.50333333333333,RELIABLE,3443689,5213,DST_0116,77.50333333333333,RELIABLE,DST_0116,77.50333333333333,RELIABLE,HIGH_OPPORTUNITY
DST_0117,0.4818627450980392,0.46749740809884305,24,0.6118678684768837,44.23458333333334,UNKNOWN,4681645,8136,DST_0117,44.23458333333334,UNKNOWN,DST_0117,44.23458333333334,UNKNOWN,OTHER
DST_0118,0.46372549019607845,0.5919123549085077,24,0.7098091148367338,13.879583333333334,UNKNOWN,1648115,2679,DST_0118,13.879583333333334,UNKNOWN,DST_0118,13.879583333333334,UNKNOWN,OTHER
DST_0119,0.3897058823529411,0.48610774199110396,24,0.6146239307415384,53.5,UNKNOWN,4448359,5738,DST_0119,53.5,UNKNOWN,DST_0119,53.5,UNKNOWN,OTHER
DST_0120,0.4495098039215686,0.442245156789316,24,0.5934927581632069,39.69916666666666,UNKNOWN,3673889,4636,DST_0120,39.69916666666666,UNKNOWN,DST_0120,39.69916666666666,UNKNOWN,OTHER
DST_0121,0.3313725490196079,0.4839918310524518,24,0.6383083431639187,58.03,UNKNOWN,4772006,6022,DST_0121,58.03,UNKNOWN,DST_0121,58.03,UNKNOWN,OTHER
DST_0122,0.6779411764705883,0.41787808045298047,24,0.7193752299316978,50.83416666666667,UNKNOWN,3466382,4228,DST_0122,50.83416666666667,UNKNOWN,DST_0122,50.83416666666667,UNKNOWN,OTHER
DST_0123,0.30098039215686273,0.4570740594623692,24,0.6402039351528395,57.99583333333334,UNKNOWN,4440895,4733,DST_0123,57.99583333333334,UNKNOWN,DST_0123,57.99583333333334,UNKNOWN,OTHER
DST_0124,0.5519607843137255,0.43911968054063966,24,0.6258251609843539,51.038333333333334,UNKNOWN,1998603,2774,DST_0124,51.038333333333334,UNKNOWN,DST_0124,51.038333333333334,UNKNOWN,OTHER
DST_0125,0.4632352941176471,0.4185186288625585,23,0.5566844190176989,35.1925,UNKNOWN,2547184,3107,DST_0125,35.1925,UNKNOWN,DST_0125,35.1925,UNKNOWN,OTHER
DST_0126,0.42843137254901964,0.48051506965426904,24,0.630498077531749,44.18083333333333,UNKNOWN,2470996,2461,DST_0126,44.18083333333333,UNKNOWN,DST_0126,44.18083333333333,UNKNOWN,OTHER
DST_0127,0.4602941176470588,0.42035545078079717,24,0.6255862329246343,35.33416666666667,UNKNOWN,4143512,4997,DST_0127,35.33416666666667,UNKNOWN,DST_0127,35.33416666666667,UNKNOWN,OTHER
DST_0128,0.44705882352941173,0.44581752746674846,24,0.6345612057814756,62.91791666666666,RELIABLE,2498156,3187,DST_0128,62.91791666666666,RELIABLE,DST_0128,62.91791666666666,RELIABLE,OTHER
DST_0129,0.020098039215686276,0.0879275836460076,14,0.6113845233517465,62.26625000000001,RELIABLE,3681896,3821,DST_0129,62.26625000000001,RELIABLE,DST_0129,62.26625000000001,RELIABLE,OTHER
DST_0130,0.5245098039215687,0.4401473189510318,24,0.5383414910928055,59.98083333333333,UNKNOWN,3006538,3247,DST_0130,59.98083333333333,UNKNOWN,DST_0130,59.98083333333333,UNKNOWN,OTHER
