district_id,Category_Velocity,Estimated_Total_Retail_Universe,Velocity_per_Retail_Outlet,Category_Velocity_Score,district_id_normalized,Audience_Signal,Demand_Signal,District_ID,Mean_Distribution_Gap,Valid_Audit_Cycles
DST_0029,68111.37392916666,1259,54.099582151840075,0.18235294117647058,DST_0029,0.6882352941176472,0.4352941176470589,DST_0029,0.6160400063404445,24
DST_0030,52139.912995,1189,43.85190327586207,0.14411764705882352,DST_0030,0.2980392156862745,0.221078431372549,DST_0030,0.6006291583685349,24
DST_0031,39987.11324375,1023,39.08808723729228,0.1,DST_0031,0.746078431372549,0.4230392156862745,DST_0031,0.5984030434575954,24
DST_0032,356283.72894583334,1710,208.35305786306043,0.5029411764705882,DST_0032,0.1892156862745098,0.346078431372549,DST_0032,0.4175247664968301,22
DST_0033,607993.8604354167,2791,217.8408672287412,0.5676470588235294,DST_0033,0.41078431372549024,0.48921568627450984,DST_0033,0.45127431927738276,24
DST_0034,345635.75217249995,1720,200.95101870494184,0.4470588235294118,DST_0034,0.5568627450980392,0.5019607843137255,DST_0034,0.4610204360564834,24
DST_0035,451856.79183249996,2265,199.49527233222958,0.4176470588235294,DST_0035,0.6196078431372549,0.5186274509803922,DST_0035,0.448928092621004,24
DST_0036,11144467.182455001,18500,602.4036314840541,0.9470588235294117,DST_0036,0.047058823529411764,0.4970588235294118,DST_0036,0.34926200651304745,24
DST_0037,273382.20764375,1167,234.26067493037704,0.6470588235294118,DST_0037,0.6166666666666667,0.6318627450980392,DST_0037,0.4631149760766288,24
DST_0038,7345882.922493334,4123,1781.683949185868,0.9676470588235294,DST_0038,0.8901960784313725,0.928921568627451,DST_0038,0.6837774362705891,24
DST_0039,2812697.1198420837,5496,511.77167391595407,0.9264705882352942,DST_0039,0.542156862745098,0.7343137254901961,DST_0039,0.9306873269103043,24
DST_0040,1464755.1872033335,2951,496.3589248401672,0.9235294117647059,DST_0040,0.9470588235294118,0.9352941176470588,DST_0040,0.9316018119557624,24
DST_0041,145679.29306916668,3075,47.3753798598916,0.16176470588235295,DST_0041,0.9470588235294116,0.5544117647058823,DST_0041,0.5846307838839787,24
DST_0042,310887.22731166665,1403,221.5874749192207,0.5941176470588235,DST_0042,0.34803921568627455,0.471078431372549,DST_0042,0.4479586149684774,24
DST_0043,1045679.737125,2285,457.62789370897156,0.9058823529411765,DST_0043,0.6686274509803921,0.7872549019607843,DST_0043,0.42448188739868625,24
DST_0044,698146.8515308333,2968,235.22468043491688,0.6558823529411765,DST_0044,0.24901960784313726,0.45245098039215687,DST_0044,0.3870373655075516,24
DST_0045,823854.6046966667,3232,254.90550887891916,0.7411764705882353,DST_0045,0.6745098039215686,0.7078431372549019,DST_0045,0.441337725013903,24
DST_0046,646838.5471145833,3238,199.76483851593062,0.4264705882352941,DST_0046,0.4519607843137255,0.4392156862745098,DST_0046,0.4296612818333645,24
DST_0047,487084.90027083334,2427,200.6942316731905,0.4411764705882353,DST_0047,0.5539215686274509,0.4975490196078431,DST_0047,0.4906879321055497,24
DST_0048,492327.2938758333,1943,253.3851229417567,0.7382352941176471,DST_0048,0.44019607843137254,0.5892156862745098,DST_0048,0.45930424991286883,24
DST_0049,567489.9981874999,1874,302.8228378802027,0.8264705882352941,DST_0049,0.7401960784313726,0.7833333333333333,DST_0049,0.4926735194028707,23
DST_0050,502945.46927666664,2442,205.9563756251706,0.48823529411764705,DST_0050,0.546078431372549,0.517156862745098,DST_0050,0.4534974279642478,24
DST_0051,510870.88111666666,2358,216.6543176915465,0.5529411764705883,DST_0051,0.4294117647058823,0.4911764705882353,DST_0051,0.44748896496241836,24
DST_0052,652188.97564,1955,333.60049904859335,0.8441176470588235,DST_0052,0.6598039215686274,0.7519607843137255,DST_0052,0.5011293259127266,23
DST_0053,357764.48565416667,1792,199.64536029808409,0.42058823529411765,DST_0053,0.5499999999999999,0.48529411764705876,DST_0053,0.4749392969580113,24
DST_0054,221834.2027316667,1244,178.32331409297967,0.2647058823529412,DST_0054,0.40882352941176475,0.33676470588235297,DST_0054,0.40627880645839415,24
DST_0055,37502.576027916664,560,66.9688857641369,0.19117647058823528,DST_0055,0.4950980392156863,0.3431372549019608,DST_0055,0.6107851953309479,24
DST_0056,339973.1108166667,1895,179.40533552330695,0.2676470588235294,DST_0056,0.6852941176470589,0.4764705882352942,DST_0056,0.40231148066702893,23
DST_0057,74151.57619,1442,51.4227296740638,0.17058823529411765,DST_0057,0.5088235294117647,0.3397058823529412,DST_0057,0.5885712640010478,24
DST_0058,406899.86539291666,2218,183.45350107886233,0.2911764705882353,DST_0058,0.5411764705882353,0.41617647058823526,DST_0058,0.41155724847390934,24
DST_0059,243294.17476249998,1245,195.41700784136546,0.37941176470588234,DST_0059,0.32352941176470584,0.3514705882352941,DST_0059,0.44066983307843466,24
DST_0060,387610.8793,1733,223.66467357184072,0.6058823529411764,DST_0060,0.5333333333333333,0.5696078431372549,DST_0060,0.48962839760512883,24
DST_0061,30306.0097375,1251,24.225427448041568,0.01764705882352941,DST_0061,0.018627450980392157,0.018137254901960782,DST_0061,0.10404332635818256,14
DST_0062,23805.788505,1059,22.479498116147308,0.0058823529411764705,DST_0062,0.011764705882352941,0.008823529411764706,DST_0062,0.13372019801418808,14
DST_0063,270488.34689,1388,194.8763306123919,0.3735294117647059,DST_0063,0.5980392156862745,0.4857843137254902,DST_0063,0.5149305009157671,23
DST_0064,341214.1560166667,1747,195.31434231062775,0.3764705882352941,DST_0064,0.7362745098039216,0.5563725490196079,DST_0064,0.4783891857359383,24
DST_0065,7991953.945940416,15594,512.5018562229329,0.9294117647058824,DST_0065,0.09509803921568627,0.5122549019607843,DST_0065,0.34597328951376216,24
DST_0066,13616724.16168,6445,2112.7578218277736,0.9882352941176471,DST_0066,0.7999999999999999,0.8941176470588235,DST_0066,0.671181879611095,23
DST_0067,1360873.6402116667,5025,270.8206249177446,0.7911764705882353,DST_0067,0.6049019607843137,0.6980392156862745,DST_0067,0.4682479599860447,24
DST_0068,1671674.8112416668,4045,413.269421814998,0.888235294117647,DST_0068,0.9117647058823529,0.8999999999999999,DST_0068,0.9239549030731222,24
DST_0069,2559898.6583858333,5271,485.6571159904825,0.9147058823529411,DST_0069,0.8627450980392157,0.8887254901960784,DST_0069,0.9222669176529403,24
DST_0070,718328.3698666667,2474,290.3509983292913,0.8147058823529412,DST_0070,0.49901960784313726,0.6568627450980392,DST_0070,0.43146961119006616,24
DST_0071,168956.16774666667,4100,41.20882140162602,0.1323529411764706,DST_0071,0.9019607843137255,0.5171568627450981,DST_0071,0.5513870051081082,24
DST_0072,995191.7717066667,3409,291.9307045194094,0.8176470588235294,DST_0072,0.4803921568627451,0.6490196078431373,DST_0072,0.44938132938543923,24
DST_0073,454089.3565166667,2263,200.65813367948152,0.43823529411764706,DST_0073,0.8352941176470589,0.6367647058823529,DST_0073,0.47859881217764255,24
DST_0074,785603.6009783334,3103,253.17550788860245,0.7323529411764705,DST_0074,0.4970588235294118,0.6147058823529412,DST_0074,0.4585320813657596,24
DST_0075,651437.0965866667,2846,228.89567694542046,0.6323529411764706,DST_0075,0.592156862745098,0.6122549019607844,DST_0075,0.42680215482579603,24
DST_0076,72230.96071333333,1961,36.83373825259221,0.07058823529411765,DST_0076,0.961764705882353,0.5161764705882353,DST_0076,0.5726467521672332,24
DST_0077,299842.5430966667,4478,66.95903150885813,0.18823529411764706,DST_0077,0.9294117647058823,0.5588235294117647,DST_0077,0.5823028248800382,24
DST_0078,971910.0082295834,3325,292.3037618735589,0.8205882352941176,DST_0078,0.3235294117647059,0.5720588235294117,DST_0078,0.46282486967396236,24
DST_0079,64329.8159375,1564,41.13159586796675,0.12941176470588237,DST_0079,0.00980392156862745,0.0696078431372549,DST_0079,0.133177523298431,18
DST_0080,298492.63088916667,1462,204.16732618958048,0.47941176470588237,DST_0080,0.2607843137254902,0.3700980392156863,DST_0080,0.44888283603532264,23
DST_0081,531105.7640999999,2109,251.82824281650068,0.7235294117647059,DST_0081,0.688235294117647,0.7058823529411764,DST_0081,0.4631549695569712,24
DST_0082,396721.0102833333,1813,218.82019320647177,0.5705882352941176,DST_0082,0.5058823529411764,0.538235294117647,DST_0082,0.4178030167275726,24
DST_0083,470063.57000375,2348,200.19743185849657,0.4294117647058823,DST_0083,0.4313725490196078,0.43039215686274507,DST_0083,0.4626064349560885,23
DST_0084,335627.7607370833,1195,280.86005082601116,0.8088235294117647,DST_0084,0.5431372549019607,0.6759803921568628,DST_0084,0.40434069729534244,24
DST_0085,19559.712323333333,586,33.37834867463026,0.041176470588235294,DST_0085,0.3509803921568628,0.19607843137254904,DST_0085,0.6143200925993717,23
DST_0086,292768.05299791665,1747,167.58331596904216,0.22058823529411764,DST_0086,0.4372549019607843,0.328921568627451,DST_0086,0.4130169030220791,24
DST_0087,330652.24059666664,1651,200.27391919846556,0.43529411764705883,DST_0087,0.49019607843137253,0.4627450980392157,DST_0087,0.42405798976127335,24
DST_0088,354162.08726666664,1679,210.93632356561443,0.5205882352941177,DST_0088,0.5705882352941177,0.5455882352941177,DST_0088,0.44083688978452135,23
DST_0089,579394.6196083333,1652,350.723135356134,0.8588235294117647,DST_0089,0.7823529411764706,0.8205882352941176,DST_0089,0.4338641397867417,24
DST_0090,455829.4250133333,1973,231.03366701131947,0.6411764705882353,DST_0090,0.5509803921568627,0.596078431372549,DST_0090,0.3732508399611922,22
DST_0091,424805.27452333336,1938,219.19776807189544,0.5794117647058824,DST_0091,0.7372549019607844,0.6583333333333334,DST_0091,0.41731623564583,24
DST_0092,530076.0411466666,2625,201.9337299606349,0.45588235294117646,DST_0092,0.653921568627451,0.5549019607843138,DST_0092,0.45476751654176245,24
DST_0093,340837.1850666667,1480,230.29539531531532,0.6352941176470588,DST_0093,0.19411764705882353,0.41470588235294115,DST_0093,0.40340785276960966,24
DST_0094,1644825.8175691667,6375,258.01189295202613,0.7529411764705882,DST_0094,0.3490196078431372,0.5509803921568627,DST_0094,0.46720884189611783,23
DST_0095,493492.35823000007,2662,185.3840564350113,0.3,DST_0095,0.6598039215686274,0.4799019607843137,DST_0095,0.498414838904115,23
DST_0096,235351.83836666666,1365,172.4189292063492,0.23529411764705882,DST_0096,0.38725490196078427,0.3112745098039216,DST_0096,0.4652907253004915,24
DST_0097,365033.76913125004,2113,172.75616144403693,0.23823529411764705,DST_0097,0.5078431372549019,0.3730392156862745,DST_0097,0.45706592709722554,24
DST_0098,898167.1721075,2940,305.4990381318027,0.8323529411764706,DST_0098,0.6745098039215686,0.7534313725490196,DST_0098,0.4219297567828578,23
DST_0099,65139.574865,1345,48.4309106802974,0.1676470588235294,DST_0099,0.6274509803921569,0.3975490196078431,DST_0099,0.6218481046401648,24
DST_0100,867122.8200516667,1281,676.9108665508718,0.9529411764705882,DST_0100,0.9607843137254902,0.9568627450980391,DST_0100,0.35480044845966746,23
DST_0101,1343465.696855,3760,357.30470661037236,0.8647058823529412,DST_0101,0.611764705882353,0.7382352941176471,DST_0101,0.47028805959389913,24
DST_0102,84318.05500916667,312,270.25017631143163,0.7852941176470588,DST_0102,0.5774509803921569,0.6813725490196079,DST_0102,0.4545387198979515,24
DST_0103,595026.0227316667,1953,304.6728226992661,0.8294117647058824,DST_0103,0.5833333333333334,0.7063725490196079,DST_0103,0.5026812743819253,24
DST_0104,1859236.3395104166,4931,377.0505657088657,0.8764705882352941,DST_0104,0.7068627450980394,0.7916666666666667,DST_0104,0.4556257581061678,24
DST_0105,2097493.8081,7737,271.0991092283831,0.7941176470588235,DST_0105,0.4794117647058824,0.6367647058823529,DST_0105,0.4741779774511437,24
DST_0106,2248139.1494020834,5971,376.50965489902586,0.8735294117647059,DST_0106,0.9127450980392157,0.8931372549019607,DST_0106,0.4102968446353299,24
DST_0107,1077550.5700041668,4730,227.81195983174774,0.6264705882352941,DST_0107,0.49607843137254903,0.5612745098039216,DST_0107,0.46774307802492626,24
DST_0108,1264757.4943125,4851,260.7209841914039,0.7647058823529411,DST_0108,0.5323529411764706,0.6485294117647058,DST_0108,0.44623912723495734,24
DST_0109,1416600.50708,5595,253.1904391563896,0.7352941176470589,DST_0109,0.6627450980392157,0.6990196078431372,DST_0109,0.40000236806696976,24
DST_0110,843410.6225041667,3300,255.57897651641414,0.7441176470588236,DST_0110,0.6431372549019607,0.6936274509803921,DST_0110,0.4440511838149162,24
DST_0111,2160037.4085520837,7912,273.0077614449044,0.8029411764705883,DST_0111,0.5911764705882353,0.6970588235294117,DST_0111,0.4554086076067648,23
DST_0112,1920239.46593125,7898,243.12983868463536,0.6823529411764706,DST_0112,0.2215686274509804,0.4519607843137255,DST_0112,0.441670303499129,23
DST_0113,7916378.834129167,5154,1535.9679538473354,0.961764705882353,DST_0113,0.7558823529411764,0.8588235294117648,DST_0113,0.6597263801488291,24
DST_0114,1308774.82139,6847,191.14573118007885,0.3352941176470588,DST_0114,0.1480392156862745,0.24166666666666664,DST_0114,0.4115773949745177,24
DST_0115,1644516.0119824999,6380,257.76113040478054,0.75,DST_0115,0.45784313725490194,0.6039215686274509,DST_0115,0.42025665856320926,24
DST_0116,10341337.646010833,5213,1983.7593796299316,0.9852941176470589,DST_0116,0.7735294117647059,0.8794117647058823,DST_0116,0.6603856859486427,24
DST_0117,2153600.9646579167,8136,264.7002168950242,0.7705882352941177,DST_0117,0.19313725490196076,0.4818627450980392,DST_0117,0.46749740809884305,24
DST_0118,106937.67173875,2679,39.917010727416944,0.10588235294117647,DST_0118,0.8215686274509805,0.46372549019607845,DST_0118,0.5919123549085077,24
DST_0119,1195727.0794733332,5738,208.3874310688974,0.5058823529411764,DST_0119,0.27352941176470585,0.3897058823529411,DST_0119,0.48610774199110396,24
DST_0120,884935.6627345834,4636,190.88344752687303,0.3323529411764706,DST_0120,0.5666666666666667,0.4495098039215686,DST_0120,0.442245156789316,24
DST_0121,1297030.9045358333,6022,215.38208311787335,0.5470588235294118,DST_0121,0.11568627450980391,0.3313725490196079,DST_0121,0.4839918310524518,24
DST_0122,1117779.0370108334,4228,264.3753635314175,0.7676470588235295,DST_0122,0.5882352941176471,0.6779411764705883,DST_0122,0.41787808045298047,24
DST_0123,896987.3131383335,4733,189.5177082481161,0.3235294117647059,DST_0123,0.27843137254901956,0.30098039215686273,DST_0123,0.4570740594623692,24
DST_0124,578388.8891425,2774,208.5035649396179,0.5088235294117647,DST_0124,0.5950980392156863,0.5519607843137255,DST_0124,0.43911968054063966,24
DST_0125,740250.04004375,3107,238.2523463288542,0.6617647058823529,DST_0125,0.2647058823529412,0.4632352941176471,DST_0125,0.4185186288625585,23
DST_0126,472604.4311616667,2461,192.0375583753217,0.34411764705882353,DST_0126,0.5127450980392158,0.42843137254901964,DST_0126,0.48051506965426904,24
DST_0127,1221942.6910333333,4997,244.53525936228402,0.6941176470588235,DST_0127,0.22647058823529412,0.4602941176470588,DST_0127,0.42035545078079717,24
DST_0128,614816.1633070833,3187,192.9137631964491,0.36470588235294116,DST_0128,0.5294117647058824,0.44705882352941173,DST_0128,0.44581752746674846,24
DST_0129,92387.3941625,3821,24.178852175477623,0.014705882352941176,DST_0129,0.025490196078431376,0.020098039215686276,DST_0129,0.0879275836460076,14
DST_0130,703973.7003533333,3247,216.80742234472845,0.5588235294117647,DST_0130,0.4901960784313726,0.5245098039215687,DST_0130,0.4401473189510318,24
DST_0131,592147.2740383333,2686,220.45691512968477,0.5852941176470589,DST_0131,0.4294117647058824,0.5073529411764706,DST_0131,0.45481327431047774,24
DST_0132,504714.73644166667,2486,203.0228223820059,0.4676470588235294,DST_0132,0.6,0.5338235294117647,DST_0132,0.42256422477242506,24
DST_0133,817268.6954966667,4024,203.09858237988735,0.47058823529411764,DST_0133,0.6186274509803921,0.5446078431372549,DST_0133,0.4296896675586761,23
DST_0134,579062.1065041666,2306,251.11106092982072,0.7176470588235294,DST_0134,0.6754901960784313,0.6965686274509804,DST_0134,0.3840646200798658,24
DST_0135,492538.3621508333,2116,232.76860215067737,0.6441176470588236,DST_0135,0.5205882352941177,0.5823529411764706,DST_0135,0.46660556687328975,24
DST_0136,101029.04893375,4019,25.1378574107365,0.026470588235294117,DST_0136,0.024509803921568627,0.025490196078431372,DST_0136,0.12277860390712263,20
DST_0137,541862.3622595834,2548,212.66183762150055,0.5294117647058824,DST_0137,0.5480392156862745,0.5387254901960784,DST_0137,0.4368449690314889,24
DST_0138,634833.1993341667,3153,201.3425941434084,0.45,DST_0138,0.6254901960784314,0.5377450980392157,DST_0138,0.4233542459414196,24
DST_0139,763496.3981333333,4340,175.92082906298003,0.25,DST_0139,0.16372549019607843,0.2068627450980392,DST_0139,0.43627543738489916,24
DST_0140,738406.1334366667,3226,228.89216783529656,0.6294117647058823,DST_0140,0.4147058823529412,0.5220588235294118,DST_0140,0.47077748429581234,24
DST_0141,920138.6614270834,4098,224.53359234433466,0.6176470588235294,DST_0141,0.27941176470588236,0.4485294117647059,DST_0141,0.4023691412938876,24
DST_0142,552268.7479875,3065,180.1855621492659,0.2735294117647059,DST_0142,0.3666666666666667,0.3200980392156863,DST_0142,0.4582369714981754,23
DST_0143,392914.65731875,2178,180.40158738234618,0.27647058823529413,DST_0143,0.6450980392156863,0.4607843137254902,DST_0143,0.4173098685059728,24
DST_0144,592424.06377125,2914,203.30269861745023,0.47352941176470587,DST_0144,0.33431372549019606,0.403921568627451,DST_0144,0.46248817617867527,24
DST_0145,588090.4650833333,3083,190.75266463942046,0.32941176470588235,DST_0145,0.3,0.31470588235294117,DST_0145,0.47871858157199254,24
DST_0146,604164.3539437499,3303,182.91382196298818,0.28823529411764703,DST_0146,0.4411764705882352,0.3647058823529411,DST_0146,0.4577121541466728,24
DST_0147,516287.33708625,3000,172.09577902875,0.2323529411764706,DST_0147,0.36764705882352944,0.30000000000000004,DST_0147,0.4758884322755315,24
DST_0148,859635.7203220833,3836,224.09690310794664,0.6147058823529412,DST_0148,0.2362745098039216,0.4254901960784314,DST_0148,0.46238945062819536,24
DST_0149,857072.6627491666,4235,202.37843276249507,0.46176470588235297,DST_0149,0.515686274509804,0.48872549019607847,DST_0149,0.38873468236784486,24
DST_0150,793907.12113125,3301,240.5050351806271,0.6705882352941176,DST_0150,0.23921568627450981,0.4549019607843137,DST_0150,0.4610261245911595,23
DST_0151,6986535.789067917,14255,490.11124441023617,0.9205882352941176,DST_0151,0.342156862745098,0.6313725490196078,DST_0151,0.3618241290018751,24
DST_0152,29808237.464943334,11676,2552.949423170892,1.0,DST_0152,0.09313725490196079,0.5465686274509804,DST_0152,0.6811346175326413,24
DST_0153,2533779.350203333,6248,405.5344670619931,0.8852941176470588,DST_0153,0.680392156862745,0.7828431372549018,DST_0153,0.9305140013474963,24
DST_0154,5519696.396504583,6132,900.1461833830044,0.9558823529411765,DST_0154,0.7774509803921569,0.8666666666666667,DST_0154,0.9268485604152441,24
DST_0155,1704980.0447291667,3957,430.87693826867996,0.8970588235294118,DST_0155,0.3058823529411765,0.6014705882352942,DST_0155,0.4377038995878966,24
DST_0156,754472.3572441667,3088,244.323949884769,0.6911764705882353,DST_0156,0.5392156862745098,0.6151960784313726,DST_0156,0.42106197019891356,24
DST_0157,759783.3222466666,3461,219.52710842145814,0.5823529411764706,DST_0157,0.26666666666666666,0.4245098039215687,DST_0157,0.43838590037693864,24
DST_0158,115273.71058583334,1951,59.08442367290279,0.18529411764705883,DST_0158,0.8666666666666667,0.5259803921568628,DST_0158,0.5851257903408994,24
DST_0159,87442.25160875001,2553,34.25078402222876,0.047058823529411764,DST_0159,0.8852941176470588,0.4661764705882353,DST_0159,0.561097856791036,24
DST_0160,450899.0537187501,2013,223.9935686630651,0.611764705882353,DST_0160,0.5637254901960783,0.5877450980392156,DST_0160,0.41598847708876924,24
DST_0161,274882.82224166667,1265,217.2986737088274,0.5647058823529412,DST_0161,0.5764705882352942,0.5705882352941176,DST_0161,0.49323550377077435,24
DST_0162,387545.10944125004,1979,195.82875666561398,0.38235294117647056,DST_0162,0.39705882352941185,0.38970588235294124,DST_0162,0.47345896833287915,24
DST_0163,425167.7079616667,2248,189.13154268757415,0.3176470588235294,DST_0163,0.6245098039215686,0.471078431372549,DST_0163,0.46375798546165115,24
DST_0164,147535.15382416666,869,169.77578115554275,0.22941176470588234,DST_0164,0.3166666666666667,0.27303921568627454,DST_0164,0.4258121772662408,24
DST_0165,826249.9579758333,2340,353.098272639245,0.861764705882353,DST_0165,0.39999999999999997,0.6308823529411764,DST_0165,0.45943659374713314,24
DST_0166,479652.873585,2699,177.71503282141535,0.25882352941176473,DST_0166,0.25,0.25441176470588234,DST_0166,0.4496454667043653,24
DST_0167,590575.5776216667,3064,192.74659844049174,0.3558823529411765,DST_0167,0.7245098039215686,0.5401960784313725,DST_0167,0.39508499249711576,24
DST_0168,381062.5981166667,1470,259.2262572222223,0.7588235294117647,DST_0168,0.46078431372549017,0.6098039215686274,DST_0168,0.4155546623572907,24
DST_0169,751423.3911375,2452,306.4532590283442,0.8352941176470589,DST_0169,0.5098039215686275,0.6725490196078432,DST_0169,0.45766529938480344,24
DST_0170,81532.05435291668,1006,81.04577967486748,0.19705882352941176,DST_0170,0.7137254901960784,0.4553921568627451,DST_0170,0.566988336214268,24
DST_0171,575134.8122529166,2580,222.92046986547157,0.6,DST_0171,0.41372549019607846,0.5068627450980392,DST_0171,0.4676112318182694,24
DST_0172,37772.66706458333,934,40.44182769227337,0.12352941176470589,DST_0172,0.5137254901960784,0.31862745098039214,DST_0172,0.5983026854360537,24
DST_0173,588595.6292666666,2381,247.2052201875962,0.7088235294117647,DST_0173,0.35000000000000003,0.5294117647058824,DST_0173,0.4378519867018056,24
DST_0174,66778.13595666668,1969,33.91474654985611,0.04411764705882353,DST_0174,0.024509803921568627,0.03431372549019608,DST_0174,0.15518900029676577,17
DST_0175,35759.84527333333,962,37.17239633402633,0.07647058823529412,DST_0175,0.4127450980392157,0.24460784313725492,DST_0175,0.6112815422974108,24
DST_0176,22253.96346166667,554,40.16960913658244,0.11764705882352941,DST_0176,0.7774509803921569,0.44754901960784316,DST_0176,0.5906806645419802,23
DST_0177,34649.12753,758,45.711250039577834,0.15294117647058825,DST_0177,0.6921568627450981,0.4225490196078432,DST_0177,0.5745605541982374,24
DST_0178,5869.591785,217,27.04881006912442,0.03529411764705882,DST_0178,0.05588235294117647,0.04558823529411765,DST_0178,0.10045421041000983,19
DST_0179,360795.6200666667,1451,248.65308067999084,0.7147058823529412,DST_0179,0.6137254901960784,0.6642156862745098,DST_0179,0.40676164403341514,24
DST_0180,425422.4738466667,1762,241.4429476995838,0.6764705882352942,DST_0180,0.6186274509803922,0.6475490196078432,DST_0180,0.4499105838171291,24
DST_0181,512973.7964841667,2093,245.0902037669215,0.6970588235294117,DST_0181,0.7705882352941176,0.7338235294117647,DST_0181,0.4549437250638273,24
DST_0182,151520.12381208333,823,184.1070763208789,0.29705882352941176,DST_0182,0.26372549019607844,0.2803921568627451,DST_0182,0.49047977446956487,24
DST_0183,210229.36074583334,896,234.63098297526042,0.65,DST_0183,0.646078431372549,0.6480392156862744,DST_0183,0.4270655124984056,24
DST_0184,4169677.2864899994,9892,421.5201462282652,0.8941176470588236,DST_0184,0.5343137254901961,0.7142156862745098,DST_0184,0.37456379191293704,24
DST_0185,3890170.536355833,15995,243.21166216666666,0.6852941176470588,DST_0185,0.3254901960784314,0.5053921568627451,DST_0185,0.422411326224478,24
