WCI_Rank,district_id,District_Name,State_Union_Territory,Demand_Signal,Mean_Distribution_Gap,Competitive_Intensity,Mean_Panel_Coverage_Pct,Coverage_Status,WCI,WCI_Priority
24,DST_0066,Coimbatore,Tamil Nadu,0.8941176470588235,0.671181879611095,0.5145353624900609,75.52333333333333,RELIABLE,0.7343595265423417,HIGH
25,DST_0116,Meerut,Uttar Pradesh,0.8794117647058823,0.6603856859486427,0.5037010999914913,77.50333333333333,RELIABLE,0.7261300642013738,HIGH
26,DST_0113,Varanasi,Uttar Pradesh,0.8588235294117648,0.6597263801488291,0.49933366110157085,70.00208333333333,RELIABLE,0.7175080890670702,HIGH
27,DST_0313,Guna,Madhya Pradesh,0.8848039215686274,0.464044310413648,0.2430611598435152,41.915416666666665,UNKNOWN,0.711965041381956,HIGH
28,DST_0009,Kolhapur,Maharashtra,0.8117647058823529,0.6726206181500823,0.4935327412432442,68.17625,RELIABLE,0.7020047857509388,HIGH
29,DST_0007,Nashik,Maharashtra,0.5151960784313725,0.9309446701428855,0.4062608667803066,72.07000000000001,RELIABLE,0.6764166964880662,MEDIUM
30,DST_0049,Mandya,Karnataka,0.7833333333333333,0.4926735194028707,0.2511594970282823,53.89125000000001,UNKNOWN,0.6747038323853483,MEDIUM
31,DST_0311,Bhind,Madhya Pradesh,0.8691176470588236,0.3695801473675336,0.2557270895938083,61.97208333333333,RELIABLE,0.6693105748363457,MEDIUM
32,DST_0089,Sivaganga,Tamil Nadu,0.8205882352941176,0.4338641397867417,0.26092948673466115,38.288333333333334,UNKNOWN,0.6689312574607802,MEDIUM
33,DST_0254,Tonk,Rajasthan,0.7916666666666667,0.45262085918350026,0.24143586968669978,48.637499999999996,UNKNOWN,0.6663801267768852,MEDIUM
34,DST_0052,Bidar,Karnataka,0.7519607843137255,0.5011293259127266,0.25079714034102657,41.077083333333334,UNKNOWN,0.6636181889424254,MEDIUM
35,DST_0023,Latur,Maharashtra,0.7725490196078431,0.4780439339752829,0.25685037192176974,45.26166666666666,UNKNOWN,0.6635923613305243,MEDIUM
36,DST_0104,North East Delhi,Delhi NCR,0.7916666666666667,0.4556257581061678,0.2757205540903148,51.305,UNKNOWN,0.6605749045190958,MEDIUM
37,DST_0043,Shivamogga,Karnataka,0.7872549019607843,0.42448188739868625,0.2448536483834982,42.64875,UNKNOWN,0.6538626367951935,MEDIUM
38,DST_0101,East Delhi,Delhi NCR,0.7382352941176471,0.47028805959389913,0.25872268480691624,34.72375,UNKNOWN,0.6450621662494227,MEDIUM
39,DST_0103,North Delhi,Delhi NCR,0.7063725490196079,0.5026812743819253,0.2520208667164903,55.397083333333335,UNKNOWN,0.6434019197491994,MEDIUM
40,DST_0181,Surendranagar,Gujarat,0.7338235294117647,0.4549437250638273,0.2574552200770037,56.80375,UNKNOWN,0.6379598479922329,MEDIUM
41,DST_0320,Narmadapuram,Madhya Pradesh,0.7519607843137255,0.4176900229723939,0.24953312605471495,62.67333333333334,RELIABLE,0.6346672357705714,MEDIUM
42,DST_0098,Virudhunagar,Tamil Nadu,0.7534313725490196,0.4219297567828578,0.26154528378023545,51.212916666666665,UNKNOWN,0.634410475765012,MEDIUM
43,DST_0248,Bharatpur,Rajasthan,0.7362745098039216,0.44104519355641775,0.2582703099068875,47.245000000000005,UNKNOWN,0.6340352851751334,MEDIUM
44,DST_0100,Central Delhi,Delhi NCR,0.9568627450980391,0.35480044845966746,0.6187544370552858,87.26625,RELIABLE,0.631017504843944,MEDIUM
45,DST_0081,Krishnagiri,Tamil Nadu,0.7058823529411764,0.4631549695569712,0.24767527261603078,50.907916666666665,UNKNOWN,0.6302162436452632,MEDIUM
46,DST_0288,Palnadu,Andhra Pradesh,0.6911764705882353,0.47582843526913426,0.24966934081333497,38.168749999999996,UNKNOWN,0.6276354959462359,MEDIUM
47,DST_0264,Sirohi,Rajasthan,0.7127450980392157,0.4412309926337253,0.24417074210742937,40.33541666666667,UNKNOWN,0.6263319931179651,MEDIUM
48,DST_0067,Madurai,Tamil Nadu,0.6980392156862745,0.4682479599860447,0.27573738951095705,41.96375,UNKNOWN,0.6228569551517478,MEDIUM
49,DST_0045,Ballari,Karnataka,0.7078431372549019,0.441337725013903,0.254102479171156,38.05958333333333,UNKNOWN,0.6221771196853407,MEDIUM
50,DST_0332,Kannur,Kerala,0.6642156862745098,0.5008171739129385,0.2647642084694496,42.624583333333334,UNKNOWN,0.6212302279991679,MEDIUM
51,DST_0102,New Delhi,Delhi NCR,0.6813725490196079,0.4545387198979515,0.2296084440625656,56.385,UNKNOWN,0.6197845102105934,MEDIUM
52,DST_0300,Gwalior,Madhya Pradesh,0.6911764705882353,0.4555362726272558,0.2561503505419221,61.73375000000001,RELIABLE,0.6192370370758611,MEDIUM
53,DST_0110,Shahdara,Delhi NCR,0.6936274509803921,0.4440511838149162,0.25607580301090027,62.65541666666667,RELIABLE,0.6163351066742171,MEDIUM
54,DST_0111,Lucknow,Uttar Pradesh,0.6970588235294117,0.4554086076067648,0.28978238626848246,62.12916666666666,RELIABLE,0.6151130059969064,MEDIUM
55,DST_0169,Sabarkantha,Gujarat,0.6725490196078432,0.45766529938480344,0.2513845927974362,41.871249999999996,UNKNOWN,0.6125529950487234,MEDIUM
56,DST_0305,Ratlam,Madhya Pradesh,0.6838235294117647,0.43865383440366884,0.24735367740966646,39.40083333333333,UNKNOWN,0.6117786947946449,MEDIUM
57,DST_0323,Betul,Madhya Pradesh,0.6735294117647059,0.4512770438522027,0.25600519979382497,59.54208333333333,UNKNOWN,0.6098341606836236,MEDIUM
58,DST_0303,Dewas,Madhya Pradesh,0.5740196078431373,0.5747195890950766,0.24817783516490466,16.449166666666667,UNKNOWN,0.6098251126797076,MEDIUM
59,DST_0077,Chengalpattu,Tamil Nadu,0.5588235294117647,0.5823028248800382,0.25597148839068695,16.336666666666666,UNKNOWN,0.6040822792651701,MEDIUM
60,DST_0025,Jalna,Maharashtra,0.6769607843137255,0.4298822714651423,0.2588035841382657,63.903333333333336,RELIABLE,0.6033304311263232,MEDIUM
61,DST_0106,South Delhi,Delhi NCR,0.8931372549019607,0.4102968446353299,0.7155029352408308,85.90708333333333,RELIABLE,0.6024150732800817,MEDIUM
62,DST_0002,Mumbai City,Maharashtra,0.9264705882352942,0.3784997734846147,0.7357444867441238,82.07041666666667,RELIABLE,0.6022377880766727,MEDIUM
63,DST_0073,Vellore,Tamil Nadu,0.6367647058823529,0.47859881217764255,0.26097316317121405,61.17916666666667,RELIABLE,0.6018590692749909,MEDIUM
64,DST_0041,Dakshina Kannada,Karnataka,0.5544117647058823,0.5846307838839787,0.2616301928439942,15.219583333333333,UNKNOWN,0.6017800299082408,MEDIUM
65,DST_0109,West Delhi,Delhi NCR,0.6990196078431372,0.40000236806696976,0.27539202470400437,49.40833333333333,UNKNOWN,0.5994812474120503,MEDIUM
66,DST_0037,Bengaluru Rural,Karnataka,0.6318627450980392,0.4631149760766288,0.2351798482835512,59.397083333333335,UNKNOWN,0.5993925072642275,MEDIUM
67,DST_0180,Amreli,Gujarat,0.6475490196078432,0.4499105838171291,0.24880226161078625,48.38375,UNKNOWN,0.5991053108373674,MEDIUM
68,DST_0084,Nilgiris,Tamil Nadu,0.6759803921568628,0.40434069729534244,0.23511154817190943,61.70166666666666,RELIABLE,0.5986881108895762,MEDIUM
69,DST_0072,Erode,Tamil Nadu,0.6490196078431373,0.44938132938543923,0.2583607703895526,63.94916666666666,RELIABLE,0.597670134736405,MEDIUM
70,DST_0200,Cooch Behar,West Bengal,0.6470588235294117,0.44720554114819433,0.25086220797005737,60.55041666666667,RELIABLE,0.5975259683960918,MEDIUM
71,DST_0070,Tirunelveli,Tamil Nadu,0.6568627450980392,0.43146961119006616,0.25005852987007005,43.29791666666667,UNKNOWN,0.5965908932366268,MEDIUM
72,DST_0122,Saharanpur,Uttar Pradesh,0.6779411764705883,0.41787808045298047,0.2741404319456685,50.83416666666667,UNKNOWN,0.5965027711811742,MEDIUM
73,DST_0134,Sambhal,Uttar Pradesh,0.6965686274509804,0.3840646200798658,0.2609749231325587,63.09625,RELIABLE,0.5956835147543824,MEDIUM
74,DST_0326,Dhar,Madhya Pradesh,0.6215686274509804,0.47642892146446786,0.2545093454572309,56.75958333333333,UNKNOWN,0.5955541357740588,MEDIUM
75,DST_0105,North West Delhi,Delhi NCR,0.6367647058823529,0.4741779774511437,0.2876186660700081,43.42208333333334,UNKNOWN,0.5949826765409576,MEDIUM
76,DST_0188,Hooghly,West Bengal,0.6004901960784313,0.6632379270980094,0.5372231074871209,64.43583333333333,RELIABLE,0.5949092412221733,MEDIUM
77,DST_0209,Rangareddy,Telangana,0.5279411764705882,0.5945054197349551,0.2564166954955819,12.164583333333333,UNKNOWN,0.5943670872198826,MEDIUM
78,DST_0165,Mehsana,Gujarat,0.6308823529411764,0.45943659374713314,0.25249620204395007,61.03541666666666,RELIABLE,0.5942006262262359,MEDIUM
79,DST_0091,Theni,Tamil Nadu,0.6583333333333334,0.41731623564583,0.2431269411874717,37.92166666666667,UNKNOWN,0.5936852942385462,MEDIUM
80,DST_0183,Devbhumi Dwarka,Gujarat,0.6480392156862744,0.4270655124984056,0.23882808221869295,64.93166666666666,RELIABLE,0.5933249599895268,MEDIUM
81,DST_0158,Gandhinagar,Gujarat,0.5259803921568628,0.5851257903408994,0.24321445507804892,14.074583333333335,UNKNOWN,0.5928423120742933,MEDIUM
82,DST_0108,South West Delhi,Delhi NCR,0.6485294117647058,0.44623912723495734,0.276515441131603,48.31875,UNKNOWN,0.5927188416000321,MEDIUM
83,DST_0249,Pali,Rajasthan,0.6102941176470589,0.4800305065814989,0.2505766977826599,54.76541666666666,UNKNOWN,0.5925276906881691,MEDIUM
84,DST_0179,Gir Somnath,Gujarat,0.6642156862745098,0.40676164403341514,0.25050401902513325,47.51958333333334,UNKNOWN,0.591162830430198,MEDIUM
85,DST_0334,Alappuzha,Kerala,0.5960784313725491,0.49836328503202515,0.2583983938327633,37.663333333333334,UNKNOWN,0.5909827651123032,MEDIUM
86,DST_0267,Dholpur,Rajasthan,0.6318627450980392,0.4427811015741481,0.24938585718580414,53.0825,UNKNOWN,0.5894344494079087,MEDIUM
87,DST_0224,Bhadradri Kothagudem,Telangana,0.6259803921568627,0.4501312609966426,0.25263687127352047,57.18541666666667,UNKNOWN,0.5887097435647091,MEDIUM
88,DST_0315,Vidisha,Madhya Pradesh,0.5936274509803922,0.4833605549039492,0.24001223255890788,58.61083333333334,UNKNOWN,0.5883061006457772,MEDIUM
89,DST_0210,Sangareddy,Telangana,0.5264705882352941,0.5702255705676167,0.2438321673241422,17.420416666666668,UNKNOWN,0.5877242809397198,MEDIUM
90,DST_0074,Thanjavur,Tamil Nadu,0.6147058823529412,0.4585320813657596,0.2585747820445229,43.94166666666666,UNKNOWN,0.5853889191279349,MEDIUM
91,DST_0298,Bhopal,Madhya Pradesh,0.6245098039215686,0.45029358659219304,0.2698949122731026,36.310833333333335,UNKNOWN,0.584653184617353,MEDIUM
92,DST_0076,Kancheepuram,Tamil Nadu,0.5161764705882353,0.5726467521672332,0.24480966554827038,12.455833333333333,UNKNOWN,0.5837438419135834,MEDIUM
93,DST_0251,Jhunjhunu,Rajasthan,0.6122549019607844,0.4515236120136519,0.25463655382636,44.010416666666664,UNKNOWN,0.5826206593218591,MEDIUM
94,DST_0161,Morbi,Gujarat,0.5705882352941176,0.49323550377077435,0.23862147636861386,37.35,UNKNOWN,0.5816728369284012,MEDIUM
95,DST_0274,Tirupathi,Andhra Pradesh,0.5098039215686274,0.5788494307432704,0.2566454931097598,17.174583333333334,UNKNOWN,0.5806799668440751,MEDIUM
96,DST_0312,Chhindwara,Madhya Pradesh,0.5926470588235294,0.4700633785698103,0.2538949593669806,41.34875,UNKNOWN,0.5804343670966258,MEDIUM
97,DST_0015,Amravati,Maharashtra,0.6465686274509804,0.4016479636668921,0.25550612920902394,54.203333333333326,UNKNOWN,0.5804314437945486,MEDIUM
98,DST_0253,Chittorgarh,Rajasthan,0.638235294117647,0.4072331188914062,0.24852113175128246,36.83208333333334,UNKNOWN,0.5800332476146769,MEDIUM
99,DST_0328,Ernakulam,Kerala,0.5181372549019608,0.5774395971877517,0.28097606472193776,16.712083333333332,UNKNOWN,0.579070410777208,MEDIUM
100,DST_0018,Ratnagiri,Maharashtra,0.607843137254902,0.43721024320573826,0.2423164792342442,52.2175,UNKNOWN,0.5780897010398655,MEDIUM
101,DST_0016,Nanded,Maharashtra,0.65,0.39038459513118057,0.25533457433249607,50.695,UNKNOWN,0.578067693429414,MEDIUM
102,DST_0060,Uttara Kannada,Karnataka,0.5696078431372549,0.48962839760512883,0.2516796757624443,46.98833333333334,UNKNOWN,0.577357533421071,MEDIUM
103,DST_0316,Damoh,Madhya Pradesh,0.5862745098039216,0.46154994553709333,0.2523304197951541,61.67625,RELIABLE,0.5748999263907166,MEDIUM
104,DST_0135,Amroha,Uttar Pradesh,0.5823529411764706,0.46660556687328975,0.25288991968696084,37.389583333333334,UNKNOWN,0.5747927879976711,MEDIUM
105,DST_0048,Hassan,Karnataka,0.5892156862745098,0.45930424991286883,0.25647993611424663,43.35874999999999,UNKNOWN,0.5746075590701842,MEDIUM
106,DST_0075,Dindigul,Tamil Nadu,0.6122549019607844,0.42680215482579603,0.2533357122320133,55.00583333333333,UNKNOWN,0.574228317624979,MEDIUM
107,DST_0005,Palghar,Maharashtra,0.4980392156862745,0.5767653509441684,0.2652479871574064,15.612499999999999,UNKNOWN,0.5729359224578012,MEDIUM
108,DST_0294,Dr. B.R. Ambedkar Konaseema,Andhra Pradesh,0.5367647058823529,0.513827512581121,0.2448800389093016,42.69083333333333,UNKNOWN,0.5724077392685909,MEDIUM
109,DST_0156,Jamnagar,Gujarat,0.6151960784313726,0.42106197019891356,0.25908439990163823,42.27791666666666,UNKNOWN,0.5723930448834098,MEDIUM
110,DST_0327,Thiruvananthapuram,Kerala,0.5985294117647059,0.44574922693260755,0.26834868008259977,45.030833333333334,UNKNOWN,0.5716807287040103,MEDIUM
111,DST_0071,Tiruppur,Tamil Nadu,0.5171568627450981,0.5513870051081082,0.27112257151104957,11.182916666666666,UNKNOWN,0.5714815257209221,MEDIUM
112,DST_0339,Idukki,Kerala,0.4549019607843138,0.6079760025200841,0.23108794608266572,19.36916666666667,UNKNOWN,0.5712798940184375,MEDIUM
113,DST_0155,Bhavnagar,Gujarat,0.6014705882352942,0.4377038995878966,0.2642204458663369,39.08625,UNKNOWN,0.5710140403883788,MEDIUM
114,DST_0064,Haveri,Karnataka,0.5563725490196079,0.4783891857359383,0.2371267286886516,55.35125,UNKNOWN,0.5703785163286716,MEDIUM
115,DST_0168,Patan,Gujarat,0.6098039215686274,0.4155546623572907,0.2517006306524072,54.32125,UNKNOWN,0.5695157704004528,MEDIUM
116,DST_0078,Cuddalore,Tamil Nadu,0.5720588235294117,0.46282486967396236,0.2565632071746359,48.05083333333334,UNKNOWN,0.5681025335391949,MEDIUM
117,DST_0152,Surat,Gujarat,0.5465686274509804,0.6811346175326413,0.5828851065946407,73.59125,RELIABLE,0.5677759771704375,MEDIUM
118,DST_0208,Medchal-Malkajgiri,Telangana,0.6044117647058823,0.4248423990362866,0.2693801823004621,36.9625,UNKNOWN,0.5668040973202549,MEDIUM
119,DST_0221,Kamareddy,Telangana,0.4759803921568627,0.5731263557943777,0.24463243044684974,27.53916666666667,UNKNOWN,0.5658589149092504,MEDIUM
120,DST_0118,Gautam Buddha Nagar,Uttar Pradesh,0.46372549019607845,0.5919123549085077,0.25042808310670794,13.879583333333334,UNKNOWN,0.5657601781848713,MEDIUM
121,DST_0265,Sawai Madhopur,Rajasthan,0.5705882352941176,0.45050396483786354,0.25028889480593175,60.05791666666667,RELIABLE,0.5643833146144188,MEDIUM
122,DST_0276,Kurnool,Andhra Pradesh,0.5627450980392157,0.457729539789355,0.248953556048588,39.096666666666664,UNKNOWN,0.5636499218342037,MEDIUM
123,DST_0304,Satna,Madhya Pradesh,0.6044117647058824,0.41059684507174304,0.26087327336709965,52.42291666666667,UNKNOWN,0.5635195352193373,MEDIUM
124,DST_0107,South East Delhi,Delhi NCR,0.5612745098039216,0.46774307802492626,0.2648030110755644,38.60208333333333,UNKNOWN,0.5633230045053761,MEDIUM
125,DST_0029,Washim,Maharashtra,0.4352941176470589,0.6160400063404445,0.2421533478311968,26.614166666666666,UNKNOWN,0.5630656855940928,MEDIUM
126,DST_0115,Agra,Uttar Pradesh,0.6039215686274509,0.42025665856320926,0.28029401071842763,61.635416666666664,RELIABLE,0.5627957342357905,MEDIUM
127,DST_0207,Hyderabad,Telangana,0.8524509803921568,0.38004499655947543,0.775953156781599,83.76,RELIABLE,0.5614280586159672,MEDIUM
128,DST_0160,Navsari,Gujarat,0.5877450980392156,0.41598847708876924,0.2497476579750169,42.16375,UNKNOWN,0.5601317295037129,MEDIUM
129,DST_0239,Jaipur,Rajasthan,0.5906862745098039,0.4426841297762559,0.30805801351037465,52.419999999999995,UNKNOWN,0.5591366662490264,MEDIUM
130,DST_0176,Narmada,Gujarat,0.44754901960784316,0.5906806645419802,0.24565129897680235,16.919583333333332,UNKNOWN,0.559005031617862,MEDIUM
131,DST_0092,Thoothukudi,Tamil Nadu,0.5549019607843138,0.45476751654176245,0.25086558527181474,54.035,UNKNOWN,0.5587013960881951,MEDIUM
132,DST_0247,Sikar,Rajasthan,0.4681372549019608,0.56768499344953,0.2583692280276726,10.704166666666666,UNKNOWN,0.5576776668076834,MEDIUM
133,DST_0310,Morena,Madhya Pradesh,0.5897058823529412,0.4055800424255722,0.2488186869792714,60.82749999999999,RELIABLE,0.5575569245119195,MEDIUM
134,DST_0159,Anand,Gujarat,0.4661764705882353,0.561097856791036,0.2515215533637477,11.340416666666668,UNKNOWN,0.555859350968819,MEDIUM
135,DST_0275,Kakinada,Andhra Pradesh,0.5558823529411765,0.4491682980639973,0.2605913974362165,39.76791666666667,UNKNOWN,0.5552376836586852,MEDIUM
136,DST_0212,Hanumakonda,Telangana,0.5558823529411765,0.4362053780623191,0.24008290257895765,59.23458333333334,UNKNOWN,0.5548023606295496,MEDIUM
137,DST_0170,Aravalli,Gujarat,0.4553921568627451,0.566988336214268,0.24539430857463426,16.268333333333334,UNKNOWN,0.5542935265483022,MEDIUM
138,DST_0314,Shivpuri,Madhya Pradesh,0.5299019607843137,0.4669436613298595,0.24346369229945936,38.027499999999996,UNKNOWN,0.5531934253585001,MEDIUM
139,DST_0094,Tiruvallur,Tamil Nadu,0.5509803921568627,0.46720884189611783,0.29219381759096474,48.46083333333333,UNKNOWN,0.5530255076160365,MEDIUM
140,DST_0124,Jhansi,Uttar Pradesh,0.5519607843137255,0.43911968054063966,0.24957272387506674,51.038333333333334,UNKNOWN,0.552159696355387,MEDIUM
141,DST_0225,Peddapalli,Telangana,0.582843137254902,0.3920904880378131,0.24252812972322912,36.483333333333334,UNKNOWN,0.5510054566332947,MEDIUM
142,DST_0031,Gadchiroli,Maharashtra,0.4230392156862745,0.5984030434575954,0.24694511257886007,25.375,UNKNOWN,0.55041968975321,MEDIUM
143,DST_0088,Ranipet,Tamil Nadu,0.5455882352941177,0.44083688978452135,0.24837991407657262,50.219166666666666,UNKNOWN,0.550131634491621,MEDIUM
144,DST_0063,Gadag,Karnataka,0.4857843137254902,0.5149305009157671,0.24520218828385207,51.35833333333333,UNKNOWN,0.5497881788402187,MEDIUM
145,DST_0308,Katni,Madhya Pradesh,0.5053921568627451,0.4856916361825603,0.24194847170304454,62.03958333333333,RELIABLE,0.5490288489115225,MEDIUM
146,DST_0090,Tenkasi,Tamil Nadu,0.596078431372549,0.3732508399611922,0.25185914467453063,36.60666666666666,UNKNOWN,0.5485012591691582,MEDIUM
147,DST_0140,Unnao,Uttar Pradesh,0.5220588235294118,0.47077748429581234,0.2578131808190952,38.83625,UNKNOWN,0.5481359539279507,MEDIUM
148,DST_0295,Parvathipuram Manyam,Andhra Pradesh,0.4259803921568628,0.583362302699674,0.24609459091004532,24.211250000000003,UNKNOWN,0.5466490642334652,MEDIUM
149,DST_0216,Nalgonda,Telangana,0.5343137254901961,0.4404329668416565,0.24056810084049857,65.73833333333333,RELIABLE,0.5464790946970683,MEDIUM
150,DST_0099,Kallakurichi,Tamil Nadu,0.3975490196078431,0.6218481046401648,0.25079652661554946,27.540000000000003,UNKNOWN,0.5463845901244772,MEDIUM
151,DST_0047,Davanagere,Karnataka,0.4975490196078431,0.4906879321055497,0.24772355383902472,37.842083333333335,UNKNOWN,0.5460931242926669,MEDIUM
152,DST_0280,Eluru,Andhra Pradesh,0.5240196078431373,0.4635896813545335,0.262559813486421,52.779583333333335,UNKNOWN,0.5455532493062143,MEDIUM
153,DST_0137,Fatehpur,Uttar Pradesh,0.5387254901960784,0.4368449690314889,0.2499691297322654,37.4925,UNKNOWN,0.5453283838028034,MEDIUM
154,DST_0287,Krishna,Andhra Pradesh,0.5098039215686274,0.4693855456049156,0.24441653029765198,60.03791666666667,RELIABLE,0.5448133996080724,MEDIUM
155,DST_0173,Panchmahal,Gujarat,0.5294117647058824,0.4378519867018056,0.24130539336876017,49.199999999999996,UNKNOWN,0.543222410789527,MEDIUM
156,DST_0177,Tapi,Gujarat,0.4225490196078432,0.5745605541982374,0.24145538077560763,15.101666666666667,UNKNOWN,0.5429521766377909,MEDIUM
157,DST_0133,Bulandshahr,Uttar Pradesh,0.5446078431372549,0.4296896675586761,0.26685561192727303,60.65291666666667,RELIABLE,0.5420937906718467,MEDIUM
158,DST_0290,West Godavari,Andhra Pradesh,0.5563725490196079,0.40568914473593626,0.25157545923019076,42.73166666666666,UNKNOWN,0.542043755870363,MEDIUM
159,DST_0331,Kollam,Kerala,0.5333333333333333,0.4463213435238471,0.272478799567853,58.925000000000004,UNKNOWN,0.5417167103197759,MEDIUM
160,DST_0050,Vijayapura,Karnataka,0.517156862745098,0.4534974279642478,0.24928555350801002,46.1,UNKNOWN,0.5415875773211788,MEDIUM
161,DST_0255,Nagaur,Rajasthan,0.544607843137255,0.41991754512027124,0.2530474496722122,64.8,RELIABLE,0.5414351802694173,MEDIUM
162,DST_0026,Wardha,Maharashtra,0.5642156862745098,0.3893272916111205,0.2451502904302457,44.91166666666667,UNKNOWN,0.5411315528013725,MEDIUM
163,DST_0138,Raebareli,Uttar Pradesh,0.5377450980392157,0.4233542459414196,0.24787875728898992,57.80375,UNKNOWN,0.5405835287393459,MEDIUM
164,DST_0322,Sehore,Madhya Pradesh,0.403921568627451,0.5877882316165975,0.2355126680040677,27.832916666666666,UNKNOWN,0.5403880533473485,MEDIUM
165,DST_0035,Parbhani,Maharashtra,0.5186274509803922,0.448928092621004,0.25090450956780985,46.354166666666664,UNKNOWN,0.5403262834449659,MEDIUM
166,DST_0171,Kheda,Gujarat,0.5068627450980392,0.4676112318182694,0.2578199063762351,62.718333333333334,RELIABLE,0.5401881851552649,MEDIUM
167,DST_0197,Darjeeling,West Bengal,0.503921568627451,0.46572297015965836,0.24901082608315178,51.376666666666665,UNKNOWN,0.539965580221603,MEDIUM
168,DST_0034,Osmanabad,Maharashtra,0.5019607843137255,0.4610204360564834,0.23974031628212428,65.05791666666666,RELIABLE,0.5392914423045208,MEDIUM
169,DST_0082,Nagapattinam,Tamil Nadu,0.538235294117647,0.4178030167275726,0.24907274637917518,43.49625,UNKNOWN,0.5386223889317565,MEDIUM
170,DST_0095,Tiruvannamalai,Tamil Nadu,0.4799019607843137,0.498414838904115,0.263276927096137,37.45375,UNKNOWN,0.537745690550154,MEDIUM
171,DST_0220,Jagtial,Telangana,0.46715686274509804,0.4955368213540605,0.23057989449454955,43.752916666666664,UNKNOWN,0.5375424968103054,MEDIUM
172,DST_0131,Rampur,Uttar Pradesh,0.5073529411764706,0.45481327431047774,0.2531289225760162,44.885416666666664,UNKNOWN,0.5368676850228757,MEDIUM
173,DST_0191,Purba Bardhaman,West Bengal,0.5068627450980392,0.4713848311008438,0.28176146786883904,47.430416666666666,UNKNOWN,0.5367206326056452,MEDIUM
