district_id_normalized,Competitor_Volume,Mean_Numeric_Distribution,Mean_Weighted_Distribution,Mean_Promotional_Intensity,Total_Exclusive_Chillers,Competitor_Volume_Score,Mean_Numeric_Distribution_Score,Mean_Weighted_Distribution_Score,Mean_Promotional_Intensity_Score,Total_Exclusive_Chillers_Score,Competitive_Intensity
DST_0031,47993,39.14483333333333,48.72833333333333,4.081583333333334,6169,0.02496759825486939,0.3600706835298381,0.4566911221065802,0.384701065215004,0.008295093788008658,0.24694511257886007
DST_0032,84528,41.222833333333334,46.214666666666666,3.9598333333333335,10523,0.045809108084919954,0.3930528036653855,0.4177020158934508,0.3617809014323142,0.014403133421526281,0.2465495924995193
DST_0033,134292,40.11441666666666,46.56733333333333,4.066083333333333,16302,0.07419714408280244,0.3754599587855765,0.42317217560350123,0.38178309775191,0.022510244363671054,0.2554245241174923
DST_0034,83203,40.34083333333333,45.75383333333333,3.891833333333333,10992,0.04505325751629215,0.37905365546540815,0.41055409925909836,0.3489794957877727,0.015061073382049883,0.23974031628212428
DST_0035,109674,40.37466666666667,46.98074999999999,3.9868333333333337,13322,0.06015372574432741,0.37959065982757667,0.42958461944129905,0.3668638124970586,0.018329730328787607,0.25090450956780985
DST_0036,1744328,78.57608333333333,83.00833333333334,7.161166666666667,713087,0.9926474279403443,0.9859254595619842,0.9884030546033619,0.9644509985410163,1.0,0.9862853881293414
DST_0037,54679,39.09283333333334,47.6535,3.8334166666666665,7292,0.02878164874682828,0.3592453369239439,0.4400195436707977,0.33798220981127336,0.009870502264912722,0.2351798482835512
DST_0038,287939,58.20941666666667,64.70925,6.050166666666667,104550,0.16184557602088315,0.6626647055866971,0.7045687208202137,0.7552986210250536,0.1463095740785684,0.4861374395062832
DST_0039,327759,49.70591666666667,57.497166666666665,4.743916666666666,57542,0.18456102480787134,0.5276967274478007,0.5927031792071886,0.5093892662723749,0.08036406946387012,0.37894285343982115
DST_0040,175613,49.60941666666667,57.284083333333335,4.755583333333333,31828,0.09776884321206257,0.5261650746118623,0.5893980756205632,0.5115855858682522,0.04429100305682553,0.3538417164739132
DST_0041,148312,40.21008333333334,48.602666666666664,3.99575,18571,0.08219489877877366,0.3769783849130874,0.45474192531008767,0.3685424281881932,0.02569332702982895,0.2616301928439942
DST_0042,69348,41.225833333333334,48.07333333333334,3.9125,8682,0.0371496276081123,0.3931004198157255,0.4465315154617322,0.35287011907189814,0.011820473576485871,0.2482944311067908
DST_0043,106666,38.922000000000004,47.29625,3.9313333333333333,13374,0.058437802340227454,0.35653386169624607,0.4344782925656496,0.3564156064195284,0.018402678895839266,0.2448536483834982
DST_0044,145999,41.01083333333334,48.04408333333333,4.000333333333334,18417,0.08087544038991622,0.3896879290413547,0.44607782310392785,0.36940526802943074,0.025477287042791348,0.26230474952148414
DST_0045,153916,39.70116666666667,45.974333333333334,4.033416666666667,19226,0.08539171884412479,0.3689008340762336,0.4139742416486999,0.37563340288345387,0.026612198403268096,0.254102479171156
DST_0046,155656,40.07458333333333,47.73083333333333,3.9217500000000003,19149,0.08638430751537941,0.3748277221227279,0.4412190493917161,0.3546114867514865,0.026504178409749297,0.25670934883821184
DST_0047,113221,38.89475,47.63925,3.951916666666667,14691,0.06217712345521258,0.35610134833065715,0.4397985140605853,0.3602905417065404,0.02025024164212836,0.24772355383902472
DST_0048,95341,40.915499999999994,48.03475,4.052583333333334,12426,0.051977419178182216,0.3881747935972149,0.4459330551720929,0.3792416422195379,0.017072770404205205,0.25647993611424663
DST_0049,90143,40.106750000000005,47.91291666666667,4.01575,11017,0.04901220313612384,0.3753382730680409,0.4440433166333183,0.37230754749541123,0.015096144808517026,0.2511594970282823
DST_0050,116544,39.790333333333336,46.88766666666667,3.9684166666666667,14870,0.06407273963600518,0.37031609187800746,0.4281408178354092,0.36339676513499525,0.020501353055633102,0.24928555350801002
DST_0051,106387,37.62008333333333,45.93866666666667,3.9953333333333334,13131,0.0582786458808711,0.33586977511950333,0.4134210213377591,0.3684639882026262,0.018061784630578635,0.23881904303426768
DST_0052,94286,40.21491666666667,47.61508333333334,4.003916666666667,11698,0.051375590989576676,0.3770550998219685,0.4394236685227984,0.37007985190530734,0.016051490465482002,0.25079714034102657
DST_0053,85582,39.82658333333333,47.0135,3.9324166666666667,10814,0.04641036582026615,0.37089145369461646,0.4300925997735416,0.3566195503820027,0.014811364825603825,0.24376506689920613
DST_0054,57979,38.879333333333335,49.481,4.096166666666667,8021,0.03066414450265603,0.355856654224743,0.4683656217524158,0.38744646470985056,0.01089318506069461,0.250645214050072
DST_0055,26787,39.950583333333334,48.27408333333334,3.9391666666666665,3184,0.012870566437268397,0.37285958790867224,0.4496453185670043,0.3578902781481888,0.004107565467831786,0.2394746633057931
DST_0056,88103,38.771499999999996,46.10741666666667,4.026,10634,0.047848478487066685,0.3541451181541863,0.4160384772481685,0.3742371711403605,0.014558850555040396,0.2413656191169645
DST_0057,69666,40.29216666666667,47.89908333333334,4.0008333333333335,8643,0.03733103174458298,0.37828121569322504,0.4438287498772058,0.3694993960121112,0.011765762151197129,0.2481412310956644
DST_0058,107125,40.27075,48.077999999999996,3.97975,13470,0.05869964038626531,0.37794128928663073,0.44660389942764955,0.3655303327424188,0.018537353173473096,0.2534625030032875
DST_0059,57914,38.80566666666667,48.09075,3.803833333333333,7428,0.030627065040798818,0.35468741319972596,0.44680166276310274,0.3324129708360133,0.010061290824893978,0.23491808053290697
DST_0060,84889,40.84941666666667,48.16741666666667,3.9633333333333334,10825,0.046015041711542325,0.387125915618891,0.4479908279174616,0.3624397973110773,0.014826796253249367,0.2516796757624443
DST_0061,27043,18.05325,21.19725,2.1371666666666664,274,0.013016602471659882,0.02530401589321283,0.029660622605512558,0.018653028567842716,2.525142705634295e-05,0.017331904193056864
DST_0062,22165,17.488166666666665,21.807000000000002,2.1184166666666666,265,0.010233931472590862,0.016334984908325658,0.03911836329512497,0.01512322921732583,1.2625713528171474e-05,0.016164626921379096
DST_0063,64201,38.58358333333333,49.52183333333333,3.9520833333333334,8321,0.034213504682280356,0.3511624954037188,0.46899898145419383,0.36032191770076716,0.011314042178300326,0.24520218828385207
DST_0064,81504,38.91008333333333,45.89033333333334,3.9451666666666667,9889,0.044084057428670526,0.3563447197657285,0.4126713302621851,0.35901981394035426,0.013513722046319534,0.2371267286886516
DST_0065,1473270,78.73375,83.60441666666667,7.35,583669,0.8380215083696902,0.988427952796523,0.9976488136785014,1.0,0.8184450451790116,0.9285086640047453
DST_0066,442110,57.172333333333334,64.28066666666668,6.0056666666666665,165517,0.24979292546685894,0.6462040669483075,0.6979210290931842,0.7469212305664935,0.23183756037546066,0.5145353624900609
DST_0067,250759,41.59491666666667,47.09525,3.970833333333333,31535,0.14063612383855717,0.39895852897839557,0.4313606117479176,0.36385171705128405,0.04387996593863062,0.27573738951095705
DST_0068,243359,50.148583333333335,58.632666666666665,4.7716666666666665,44284,0.13641476971942826,0.5347227549646449,0.6103157491998986,0.51461336931114,0.06176499057981485,0.37156632675498535
DST_0069,312920,49.48125,58.33866666666667,4.777416666666666,53299,0.17609606889249924,0.5241308068556675,0.6057555593470967,0.5156958411119652,0.07441174696386661,0.379218004634219
DST_0070,116273,39.18566666666666,46.83533333333333,4.045916666666667,14755,0.06391814680272358,0.3607187922428,0.42732908336047726,0.37798660245046517,0.020340024493884244,0.25005852987007005
DST_0071,199111,40.481833333333334,47.59341666666667,4.111416666666667,24309,0.11117335390007484,0.381291614531391,0.43908760010961,0.3903173681816043,0.03374292083256761,0.27112257151104957
DST_0072,162419,39.717416666666665,48.74966666666667,3.879833333333333,20686,0.09024228290830763,0.3691587548905754,0.4570220202364888,0.3467204242034419,0.028660369708949245,0.2583607703895526
DST_0073,108112,39.83383333333334,48.70391666666667,4.16775,12632,0.05926267775323561,0.3710065260579384,0.4563123988563334,0.4009224542302684,0.017361758958294463,0.26097316317121405
DST_0074,144642,38.861250000000005,49.465333333333334,3.971166666666667,18195,0.08010133531698947,0.3555696346518599,0.4681226184382642,0.36391446903973773,0.02516585277576312,0.2585747820445229
DST_0075,134145,39.297000000000004,46.34866666666667,4.091583333333333,17161,0.07411328745367919,0.3624858804887534,0.4197804697719388,0.38658362486861303,0.023715298577082086,0.2533357122320133
DST_0076,91132,38.7535,47.44733333333333,3.99325,11461,0.04957638140961282,0.3538594212521461,0.4368217234622285,0.368071788274791,0.015719013342573484,0.24480966554827038
DST_0077,209680,39.03108333333333,45.09166666666667,3.9894166666666666,26457,0.11720247439805773,0.35826523782944414,0.4002833315237342,0.36735014040757413,0.03675625779462453,0.25597148839068695
DST_0078,162625,40.77225,46.93125,3.896916666666667,20074,0.09035979627973202,0.3859011224184772,0.4288168323742457,0.34993646361169073,0.027801821189033585,0.2565632071746359
DST_0079,31126,16.61725,20.80575,2.1355833333333334,309,0.015345763129552216,0.0025117519304380773,0.0235881248933629,0.018354956622688007,7.435142411034312e-05,0.011974989600030309
DST_0080,67545,38.53225,47.533166666666666,3.9485,8132,0.03612110038151914,0.35034773016456666,0.43815307140678234,0.3596473338248906,0.011048902194208725,0.2390636275943935
DST_0081,101088,39.96783333333334,47.49183333333333,3.921666666666667,13001,0.05525581405961921,0.37313338077312763,0.43751195628008455,0.3545957987543731,0.01787941321294949,0.24767527261603078
DST_0082,86984,40.00716666666666,47.376416666666664,4.0224166666666665,11028,0.047210141289863276,0.3737576814109194,0.43572174569444655,0.37356258726448394,0.015111576236162568,0.24907274637917518
DST_0083,109011,38.709500000000006,45.46216666666667,4.13225,14396,0.059775515233383834,0.3531610510471586,0.4060301013892551,0.3942393674599564,0.01983639880981607,0.246608486787914
DST_0084,55827,38.97483333333333,46.098083333333335,3.9675833333333332,7110,0.0294365290885526,0.3573724350105681,0.41589370931633346,0.36323988516386113,0.009615182280231921,0.23511154817190943
DST_0085,27288,38.88491666666666,47.42991666666667,3.9602500000000003,3409,0.013156363520198609,0.3559452731712091,0.4365515761608579,0.36185934141788123,0.004423208306036073,0.23438715251523656
DST_0086,84416,40.29600000000001,47.974666666666664,3.914833333333333,10349,0.04574521731987368,0.378342058551993,0.4450011116109051,0.3533093829910735,0.014159036293314966,0.24731136135343204
DST_0087,77856,39.327999999999996,47.348083333333335,4.126333333333333,9619,0.04200304393859185,0.3629779140422672,0.4352822716156618,0.39312551966490433,0.01313495064047439,0.2493047399803799
DST_0088,79092,39.28425,48.22683333333334,4.026166666666667,10041,0.04270812416713824,0.3622835118498081,0.4489124309120897,0.37426854713458735,0.013726956319239763,0.24837991407657262
DST_0089,85182,43.00183333333334,48.833999999999996,3.9709999999999996,10922,0.04618218451652945,0.4212891808170403,0.45833010190628337,0.3638830930455108,0.014962873387941883,0.26092948673466115
DST_0090,95400,40.32033333333333,47.822916666666664,3.9955,12669,0.05201107592048338,0.37872827843808443,0.44264734014776663,0.36849536419685297,0.017413664669465836,0.25185914467453063
DST_0091,91044,39.174166666666665,48.75933333333333,3.8103333333333333,10780,0.04952618152279075,0.36053626366649644,0.45717195845160347,0.33363663461085924,0.01476366768560851,0.2431269411874717
DST_0092,123937,39.365,46.809666666666665,4.030333333333333,14861,0.06829010058231869,0.36356517989646137,0.4269309715479311,0.3750529469902577,0.02048872734210493,0.25086558527181474
DST_0093,69405,39.113749999999996,48.705000000000005,4.0775,8689,0.03718214344389478,0.35957732730548136,0.4563292022769928,0.38393235335644693,0.011830293575896671,0.2497702639917425
DST_0094,315371,41.232083333333335,48.55566666666667,4.059916666666667,39918,0.17749424983114584,0.393199620128934,0.454012915367633,0.38062218596551783,0.055640116661593,0.29219381759096474
DST_0095,131191,41.08775,48.968833333333336,3.9992499999999995,16954,0.07242816852558369,0.39090875422924004,0.460421481492971,0.36920132406695627,0.023424907165934143,0.263276927096137
DST_0096,64795,39.59583333333333,47.04525,4.219,7866,0.03455235391832935,0.3672289781309603,0.43058506925594453,0.4105705724550147,0.010675742216598325,0.2507225431953694
DST_0097,102455,40.431000000000004,47.998333333333335,3.972083333333333,13016,0.056035623665139374,0.38048478531729557,0.44536820172377245,0.3640870370079851,0.017900456068829777,0.25277522075660447
DST_0098,140441,39.82475,48.268,4.086416666666667,17362,0.07770486117449481,0.37086235493607533,0.4495509608971475,0.3856109690475817,0.023997272845877916,0.26154528378023545
DST_0099,66463,41.2125,48.56633333333333,3.9507499999999998,8340,0.03550386995491137,0.39288879248088077,0.45417836443258724,0.36007090974695255,0.011340696462415355,0.25079652661554946
DST_0100,121813,79.28225,83.47916666666667,7.166416666666667,49024,0.06707845785947683,0.997133772283697,0.9957060797361088,0.9654393423591611,0.06841453303798516,0.6187544370552858
DST_0101,178399,39.551,48.42166666666667,3.86675,22743,0.09935812599258867,0.366517381217545,0.45193446148914496,0.34425740865663684,0.03154604667866577,0.25872268480691624
DST_0102,15274,40.94391666666666,45.43866666666667,3.872333333333333,1781,0.006302938062466914,0.38862582435460263,0.40566559641802774,0.34530850446323513,0.002139357014495722,0.2296084440625656
DST_0103,93629,39.975,48.109,4.019,11556,0.05100080319818915,0.37324713046560665,0.447084735772673,0.3729193793828342,0.01585228476314863,0.2520208667164903
DST_0104,241959,40.89991666666666,48.0075,3.99375,29755,0.13561613515634982,0.38792745414961516,0.4455103845139675,0.3681659162574714,0.04138288037417003,0.2757205540903148
DST_0105,368993,39.75025,46.79316666666667,3.9905,47375,0.20808309450356877,0.36967988720263056,0.42667504252558003,0.3675540843700485,0.06610122174821241,0.2876186660700081
DST_0106,566913,79.12899999999999,83.50166666666668,7.088833333333333,224753,0.32098720359248645,0.9947013806038255,0.9960550738574968,0.9508338170465774,0.31493720110376794,0.7155029352408308
DST_0107,227384,40.07183333333333,47.27383333333333,3.878833333333333,29672,0.12730177890144392,0.3747840739849162,0.4341305910150816,0.34653216823808103,0.04126644323829912,0.2648030110755644
DST_0108,230348,39.580666666666666,48.500083333333336,4.128333333333333,28729,0.12899260236213286,0.3669882520375744,0.4531507706307229,0.39350203159562613,0.039943549031958486,0.276515441131603
DST_0109,262672,39.13158333333333,47.92383333333333,4.065083333333333,31521,0.14743193351709535,0.35986037886583616,0.44421264341073236,0.38159484178654907,0.043860325939809014,0.27539202470400437
DST_0110,156632,39.56816666666667,47.72483333333333,3.946833333333333,18924,0.08694106989649696,0.3667898514111576,0.4411259842926793,0.3593335738826224,0.026188535571545008,0.25607580301090027
DST_0111,375912,39.598,48.285833333333336,3.91625,47456,0.21203006060495427,0.36726336757287253,0.449827571052618,0.35357607894200144,0.06621485316996595,0.28978238626848246
DST_0112,376703,39.75308333333333,48.17575,4.05375,46126,0.21248128913309358,0.36972485801128496,0.4481200849994571,0.37946127417912556,0.06434905328191394,0.2948273119209751
DST_0113,359764,58.17933333333334,65.42433333333334,5.938833333333333,129751,0.20281838137310382,0.6621872214124539,0.7156602710262496,0.7343394568815399,0.18166297481450722,0.49933366110157085
DST_0114,325330,39.60166666666667,47.180749999999996,4.001083333333333,39594,0.18317539384093026,0.36732156508995484,0.43268678940919164,0.36954646000345126,0.05518559097457883,0.28158315986362137
DST_0115,297662,38.88783333333333,48.0455,4.0640833333333335,36311,0.1673920930614629,0.35599156665070647,0.44609979680786704,0.38140658582118825,0.05058001125091361,0.28029401071842763
DST_0116,365101,58.373083333333334,65.26391666666667,6.00425,133950,0.20586289041821068,0.665262431121916,0.7131720721978358,0.7466545346155656,0.18755357160392855,0.5037010999914913
DST_0117,401709,41.15116666666667,48.256416666666674,4.0914166666666665,51268,0.2267460433361932,0.39191530674059516,0.44937129355317385,0.38655224887438616,0.07156254427767592,0.30522948735640487
DST_0118,127086,39.55116666666667,45.20141666666667,4.117666666666667,15977,0.07008645789598583,0.36652002655923055,0.4019856472936152,0.3914939679651099,0.022054315819598193,0.25042808310670794
DST_0119,263778,38.31816666666667,49.033166666666666,3.8885833333333335,32614,0.1480628548219273,0.34694978876946647,0.4614193461659764,0.3483676639003499,0.04539364870495251,0.2700386604725345
DST_0120,216543,38.93575,48.01475000000001,3.9811666666666667,27621,0.1211174951169201,0.3567521023853046,0.4456228381753037,0.36579702869334674,0.03838918341093471,0.26553572955636195
DST_0121,279069,38.626333333333335,46.12591666666666,3.9955833333333337,35716,0.1567856556105219,0.35184102554606467,0.4163254279701984,0.36851105219396646,0.04974531130099561,0.2686416945243494
DST_0122,205046,40.425666666666665,48.97841666666667,4.046166666666667,26730,0.11455899399426808,0.3804001343833576,0.46057012713726586,0.37803366644180547,0.03713923777164573,0.2741404319456685
DST_0123,228408,40.226,46.57941666666667,4.089166666666666,28235,0.12788592303900986,0.37723101504405815,0.4233595983723948,0.3861286729523241,0.03925053764496774,0.2707711494105509
DST_0124,133859,40.2305,47.349666666666664,3.834166666666667,16780,0.07395013782150746,0.37730243926956825,0.4353068304612409,0.33812340178529415,0.023180810037722828,0.24957272387506674
DST_0125,153042,41.061749999999996,47.48341666666667,4.038,18392,0.08489314269546011,0.3904960809262928,0.43738140662726915,0.3764962427246914,0.025442215616324208,0.2629418177180075
DST_0126,119973,40.645833333333336,46.83383333333334,3.8300833333333335,15105,0.06602882386228802,0.38389463074998087,0.4273058170857182,0.3373546899267371,0.020831024464424246,0.24708299721782967
DST_0127,249251,41.57725000000001,48.436083333333336,3.9988333333333332,29682,0.13977588032346983,0.39867812275972636,0.45215807624099724,0.3691228840813893,0.04128047180888598,0.2802030870428937
DST_0128,159120,41.62125,47.489000000000004,3.915916666666667,19236,0.08836035760573921,0.39937649296471384,0.43746800887220616,0.35351332695354787,0.026626226973854954,0.26106888267401235
DST_0129,78615,17.158666666666665,20.41508333333333,2.0380833333333332,298,0.04243601796243223,0.011105144395975888,0.017528552889412782,0.0,5.891999646480021e-05,0.014225727048857143
DST_0130,156712,40.235416666666666,48.17225,4.1570833333333335,19463,0.0869867061572443,0.3773804768492922,0.4480657970250189,0.39891439059975214,0.02694467552617661,0.2676584092314968
DST_0131,130283,40.43983333333333,46.13725,4.0222500000000005,16706,0.07191019696610139,0.3806249884266301,0.4165012176017124,0.37353121127025724,0.02307699861538008,0.2531289225760162
DST_0132,121578,40.77583333333334,48.65075,4.00875,14607,0.06694440134353152,0.3859579972647168,0.4554877386732019,0.37098975573788495,0.02013240164919876,0.2599024589337068
DST_0133,199085,41.23891666666667,47.6285,3.9377500000000003,23463,0.11115852211533196,0.3933080791380419,0.43963177242481116,0.3576235821972609,0.03255610376091949,0.26685561192727303
DST_0134,112065,40.51883333333333,49.74666666666667,4.001166666666666,14106,0.06151767948741352,0.38187888038558504,0.4724863375264331,0.3695621480005647,0.01942957026279721,0.2609749231325587
DST_0135,101914,40.159,47.00825,4.07925,13288,0.05572700845183549,0.3761675876864635,0.4300111678118843,0.3842618012958286,0.018282033188792294,0.25288991968696084
DST_0136,85264,17.691333333333333,21.255916666666668,2.13975,337,0.04622896168379548,0.019559656423021876,0.030570592462761045,0.01913935647835839,0.00011363142175354326,0.023122439693938065
DST_0137,118906,38.907916666666665,48.486,3.9280833333333334,14070,0.06542015023457037,0.35631033032381626,0.45293232616215034,0.3558037745321055,0.019379067408684527,0.2499691297322654
DST_0138,150107,39.69016666666666,46.34341666666667,3.8521666666666667,18959,0.08321886237929209,0.3687262415249865,0.41969903781028167,0.3415120091617903,0.02623763556859901,0.24787875728898992
DST_0139,211433,40.608666666666664,47.90175,3.9819166666666663,27106,0.1182024789616838,0.38330471955410117,0.4438701121434443,0.36593822066736736,0.03766671202571156,0.2697964486704616
DST_0140,156587,40.465583333333335,46.06733333333333,4.046833333333334,19888,0.08691539949982659,0.381033693717049,0.4154167506837699,0.3781591704187127,0.02754088977611804,0.2578131808190952
DST_0141,194111,39.4855,47.87558333333333,4.1410833333333334,24009,0.10832108760336613,0.3654777619351204,0.44346424490597836,0.39590229515397773,0.033322063714961894,0.2692974906626809
DST_0142,151401,41.181583333333336,48.17158333333334,3.9455,18383,0.08395702889688031,0.39239808159820966,0.4480554564584594,0.3590825659288079,0.025429589902796035,0.2617845445570307
DST_0143,103530,39.63491666666666,47.04066666666667,3.90175,12593,0.056648860918931745,0.36784931075622374,0.43051397786084694,0.35084636744426834,0.01730704753300572,0.24463311290265527
DST_0144,144474,41.330666666666666,49.417500000000004,4.057416666666667,18203,0.08000549916942006,0.394764339735942,0.46738068278760997,0.38015154605211554,0.025177075632232603,0.269495828675464
DST_0145,146401,39.59016666666666,47.16675,3.9418333333333333,18463,0.08110476260017159,0.3671390365136512,0.43246963751143924,0.3583922940558179,0.02554181846749089,0.2529295098297142
DST_0146,159821,40.33733333333334,48.91766666666667,3.9790833333333335,19897,0.08876024534053778,0.3789981032900116,0.4596278430095185,0.36540482876551156,0.027553515489646213,0.26406890717904513
DST_0147,140453,39.03075,47.335,3.9925833333333336,17563,0.0777117066136069,0.3582599471460731,0.4350793379969288,0.36794628429788373,0.024279247114673743,0.2526553046338333
DST_0148,185265,40.2605,48.052249999999994,4.07825,24696,0.10327485807122908,0.3777786007729689,0.44620449504428333,0.3840735453304676,0.03428582651427898,0.26912346514664554
DST_0149,202042,39.76775,47.878416666666666,4.054583333333333,25026,0.11284535240320549,0.36995764807961423,0.44350819231385685,0.3796181541502597,0.03474876934364527,0.2681356232581163
DST_0150,159646,40.31716666666667,48.925333333333334,4.003416666666667,19516,0.08866041602015297,0.37867801694605896,0.45974675952495436,0.3699857239226269,0.027019026950286955,0.26481798867281603
DST_0151,1356156,79.28316666666666,83.47991666666667,7.22725,547444,0.7712134453551414,0.9971483216629674,0.9957177128734883,0.9768915802519492,0.7676265482281214,0.9017195216743336
DST_0152,801649,57.21908333333333,63.763749999999995,5.807333333333333,294726,0.4548931198773297,0.6469460852911065,0.6899032122970016,0.7095837974365813,0.4130993180711838,0.5828851065946407
DST_0153,374276,49.92783333333333,58.03975,4.710666666666667,61046,0.21109679907267118,0.5312189999021224,0.6011191078159173,0.503129755424125,0.08527968059750488,0.3863688685624681
DST_0154,369759,50.25825,57.46758333333333,4.803833333333333,66398,0.20852006170022452,0.5364633897937428,0.5922443165661045,0.5206689361969158,0.09278777157559084,0.39013689516651573
DST_0155,190392,40.10783333333333,48.32658333333333,3.9265833333333333,24183,0.1061995719318742,0.375355467788997,0.45045963818357604,0.3555213905840641,0.03356616084317321,0.2642204458663369
