District_ID,district_name,state,Outlets_Stocking_Kestrel,Outlets_Stocking_Category,Estimated_Total_Universe,distribution_gap,distribution_gap_score,panel_coverage_pct
dst_0227,nagarkurnool,Telangana,1582,4227,839.0,0.6257392950082801,62.57,20.99
dst_0030,hingoli,Maharashtra,2146,5732,1189.0,0.6256106071179344,62.56,20.09
dst_0339,idukki,Kerala,1782,4754,964.0,0.6251577618847286,62.52,20.55
dst_0055,kodagu,Karnataka,1149,3046,560.0,0.6227839789888379,62.28,22.66
dst_0307,singrauli,Madhya Pradesh,2451,6498,1256.0,0.6228070175438596,62.28,21.56
dst_0229,jogulamba gadwal,Telangana,1104,2923,573.0,0.6223058501539513,62.23,21.26
dst_0236,mahabubabad,Telangana,1414,3743,728.0,0.6222281592305637,62.22,21.42
dst_0028,gondia,Maharashtra,2648,6980,1372.0,0.6206303724928367,62.06,21.2
dst_0175,chhota udaipur,Gujarat,1858,4878,962.0,0.6191061910619107,61.91,21.13
dst_0322,sehore,Madhya Pradesh,2569,6727,1397.0,0.6181061394380853,61.81,20.06
dst_0172,mahisagar,Gujarat,1795,4682,934.0,0.6166168304143529,61.66,20.89
dst_0324,seoni,Madhya Pradesh,2504,6483,1334.0,0.613759062162579,61.38,20.25
dst_0261,dungarpur,Rajasthan,2417,6257,1227.0,0.6137126418411379,61.37,21.25
dst_0218,suryapet,Telangana,2108,5448,1110.0,0.6130690161527166,61.31,20.45
dst_0206,jhargram,West Bengal,1980,5117,1052.0,0.6130545241352354,61.31,20.27
dst_0031,gadchiroli,Maharashtra,2099,5404,1023.0,0.6115840118430792,61.16,22.01
dst_0027,bhandara,Maharashtra,2559,6530,1279.0,0.6081163859111791,60.81,21.27
dst_0295,parvathipuram manyam,Andhra Pradesh,1767,4468,921.0,0.6045210384959714,60.45,20.22
dst_0199,alipurduar,West Bengal,3125,7888,1568.0,0.6038286004056795,60.38,20.96
dst_0232,jayashankar bhupalpally,Telangana,726,1830,380.0,0.6032786885245902,60.33,20.07
dst_0260,rajsamand,Rajasthan,2368,5937,1184.0,0.6011453596092302,60.11,20.89
dst_0057,koppal,Karnataka,2720,6810,1442.0,0.6005873715124816,60.06,19.68
dst_0238,narayanpet,Telangana,1077,2692,548.0,0.599925705794948,59.99,20.47
dst_0221,kamareddy,Telangana,1821,4550,955.0,0.5997802197802198,59.98,19.85
dst_0209,rangareddy,Telangana,28499,70744,3977.0,0.5971531154585548,59.72,74.12
dst_0118,gautam buddha nagar,Uttar Pradesh,19446,47864,2679.0,0.5937238843389604,59.37,74.44
dst_0226,vikarabad,Telangana,1825,4441,910.0,0.5890565188020715,58.91,20.33
dst_0158,gandhinagar,Gujarat,14265,34507,1951.0,0.586605616251775,58.66,73.69
dst_0041,dakshina kannada,Karnataka,22667,54617,3075.0,0.5849826976948569,58.5,74.01
dst_0247,sikar,Rajasthan,22585,54412,3041.0,0.5849261192384033,58.49,74.55
dst_0235,yadadri bhuvanagiri,Telangana,1563,3759,767.0,0.584197924980048,58.42,20.42
dst_0177,tapi,Gujarat,1545,3714,758.0,0.5840064620355412,58.4,20.42
dst_0077,chengalpet,Tamil Nadu,32606,78297,4478.0,0.5835600342286422,58.36,72.85
dst_0170,aravalli,Gujarat,1987,4727,1006.0,0.5796488258938015,57.96,19.58
dst_0274,tirupati,Andhra Pradesh,24116,57369,3140.0,0.5796336000278897,57.96,76.13
dst_0005,palghar,Maharashtra,33068,78464,4401.0,0.5785583197389885,57.86,74.29
dst_0328,ernakulam,Kerala,43961,104309,5750.0,0.5785502689125579,57.86,75.59
dst_0303,dewas,Madhya Pradesh,14220,33660,1885.0,0.5775401069518716,57.75,74.4
dst_0076,kanchipuram,Tamil Nadu,14599,34338,1961.0,0.5748441959345332,57.48,72.96
dst_0210,sangareddy,Telangana,14800,34636,1970.0,0.5726989259729761,57.27,73.26
dst_0187,howrah,West Bengal,60782,141015,8157.0,0.5689678403006773,56.9,72.03
dst_0159,anand,Gujarat,19032,43445,2553.0,0.5619288755898262,56.19,70.91
dst_0268,jaisalmer,Rajasthan,1462,3300,657.0,0.5569696969696969,55.7,20.93
dst_0071,tiruppur,Tamil Nadu,31830,71229,4100.0,0.5531314492692583,55.31,72.39
dst_0294,dr. b.r. ambedkar konaseema,Andhra Pradesh,12184,26797,1736.0,0.5453222375639064,54.53,64.32
dst_0063,gadag,Karnataka,10015,21622,1388.0,0.5368143557487743,53.68,64.91
dst_0052,bidar,Karnataka,14268,30650,1955.0,0.5344861337683524,53.45,65.32
dst_0095,tiruvannamalai,Tamil Nadu,19342,41370,2662.0,0.5324631375392797,53.25,64.75
dst_0017,raigad,Maharashtra,24668,52373,3471.0,0.5289939472629026,52.9,62.87
dst_0103,north delhi,Delhi NCR,13908,28293,1953.0,0.5084296469091294,50.84,60.36
dst_0011,ahmednagar,Maharashtra,34084,69178,4906.0,0.5073000086732776,50.73,58.75
dst_0334,alappuzha,Kerala,23355,47383,3310.0,0.5071017031424773,50.71,59.65
dst_0220,jagtial,Telangana,8072,16346,1091.0,0.5061788816835924,50.62,62.43
dst_0332,kannur,Kerala,32383,65526,4314.0,0.5057992247352197,50.58,63.29
dst_0202,dakshin dinajpur,West Bengal,12044,24326,1669.0,0.5048918852256845,50.49,60.73
dst_0047,davanagere,Karnataka,17069,34363,2427.0,0.5032738701510345,50.33,58.99
dst_0313,guna,Madhya Pradesh,10676,21411,1427.0,0.5013777964597637,50.14,62.52
dst_0161,morbi,Gujarat,9088,18223,1265.0,0.5012895791033309,50.13,60.02
dst_0060,uttara kannada,Karnataka,12213,24449,1733.0,0.5004703668861712,50.05,58.78
dst_0150,ghazipur,Uttar Pradesh,25756,51347,3301.0,0.4983932849046683,49.84,64.81
dst_0080,karur,Tamil Nadu,10851,21605,1462.0,0.49775514927100206,49.78,61.57
dst_0182,botad,Gujarat,5947,11837,823.0,0.4975922953451043,49.76,59.93
dst_0083,namakkal,Tamil Nadu,17227,34257,2348.0,0.4971246752488543,49.71,60.79
dst_0281,rajamahendravaram,Andhra Pradesh,17613,34964,2440.0,0.49625328909735733,49.63,59.71
dst_0325,datia,Madhya Pradesh,6580,13026,882.0,0.49485644096422543,49.49,61.54
dst_0289,bapatla,Andhra Pradesh,12248,24152,1735.0,0.49287843656840014,49.29,58.0
dst_0315,vidisha,Madhya Pradesh,11632,22913,1636.0,0.4923405926766464,49.23,58.36
dst_0142,barabanki,Uttar Pradesh,23573,46366,3065.0,0.49158866410732005,49.16,63.03
dst_0119,bareilly,Uttar Pradesh,42651,83862,5738.0,0.491414466623739,49.14,60.9
dst_0308,katni,Madhya Pradesh,10051,19745,1413.0,0.49095973664218795,49.1,58.22
dst_0023,latur,Maharashtra,20828,40849,2823.0,0.4901221572131509,49.01,60.29
dst_0121,moradabad,Uttar Pradesh,43688,85628,6022.0,0.489793058345401,48.98,59.25
dst_0275,kakinada,Andhra Pradesh,22196,43487,2845.0,0.48959459148711104,48.96,63.69
dst_0145,gonda,Uttar Pradesh,22501,44061,3083.0,0.4893216222963619,48.93,59.55
dst_0288,palnadu,Andhra Pradesh,17531,34252,2347.0,0.48817587294172604,48.82,60.81
dst_0064,haveri,Karnataka,12711,24818,1747.0,0.48783141268434205,48.78,59.19
dst_0126,ayodhya,Uttar Pradesh,18357,35794,2461.0,0.4871486841370062,48.71,60.6
dst_0249,pali,Rajasthan,17305,33741,2287.0,0.4871224919237722,48.71,61.47
dst_0326,dhar,Madhya Pradesh,16862,32818,2330.0,0.48619659942714366,48.62,58.69
dst_0335,kottayam,Kerala,18101,35199,2381.0,0.4857524361487542,48.58,61.6
dst_0073,vellore,Tamil Nadu,16742,32553,2263.0,0.4857002426811661,48.57,59.94
dst_0223,nirmal,Telangana,5623,10893,776.0,0.4837969338107041,48.38,58.49
dst_0215,khammam,Telangana,11572,22401,1572.0,0.4834159189321905,48.34,59.37
dst_0053,chitradurga,Karnataka,13268,25646,1792.0,0.48264836621695395,48.26,59.63
dst_0309,khandwa,Madhya Pradesh,10403,20097,1414.0,0.4823605513260686,48.24,59.22
dst_0196,jalpaiguri,West Bengal,33992,65607,4562.0,0.48188455500175287,48.19,59.92
dst_0147,ballia,Uttar Pradesh,22143,42738,3000.0,0.4818896532359961,48.19,59.36
dst_0088,ranipet,Tamil Nadu,12529,24138,1679.0,0.4809429115916811,48.09,59.9
dst_0105,north west delhi,Delhi NCR,58940,113494,7737.0,0.4806773926374962,48.07,61.12
dst_0191,purba bardhaman,West Bengal,49829,95889,6576.0,0.48034706796400006,48.03,60.76
dst_0267,dholpur,Rajasthan,10079,19365,1319.0,0.4795249160857217,47.95,61.17
dst_0242,bikaner,Rajasthan,23023,44223,3016.0,0.47938855346765263,47.94,61.09
dst_0140,unnao,Uttar Pradesh,24239,46548,3226.0,0.4792687118673198,47.93,60.12
dst_0162,bharuch,Gujarat,13827,26547,1979.0,0.4791501864617471,47.92,55.89
dst_0101,east delhi,Delhi NCR,27329,52463,3760.0,0.4790804948249242,47.91,58.14
dst_0314,shivpuri,Madhya Pradesh,13388,25704,1791.0,0.4791472144413321,47.91,59.8
dst_0107,south east delhi,Delhi NCR,34635,66432,4730.0,0.4786398121387283,47.86,58.52
dst_0283,srikakulam,Andhra Pradesh,16725,32066,2304.0,0.4784195097611177,47.84,57.99
dst_0135,amroha,Uttar Pradesh,15178,29058,2116.0,0.4776653589372978,47.77,57.22
dst_0252,hanumangarh,Rajasthan,14107,26993,1916.0,0.47738302522876297,47.74,58.7
dst_0067,madurai,Tamil Nadu,37539,71689,5025.0,0.4763631798462805,47.64,59.44
dst_0331,kollam,Kerala,28519,54451,3768.0,0.47624469706708783,47.62,60.21
dst_0006,nagpur,Maharashtra,61029,116510,8153.0,0.47619088490258343,47.62,59.54
dst_0117,ghaziabad,Uttar Pradesh,60919,116272,8136.0,0.47606474473648,47.61,59.55
dst_0133,bulandshahr,Uttar Pradesh,31035,59197,4024.0,0.4757335675794382,47.57,61.29
dst_0197,darjeeling,West Bengal,19029,36269,2485.0,0.4753370647109102,47.53,60.81
dst_0312,chhindwara,Madhya Pradesh,17710,33715,2375.0,0.47471451876019577,47.47,59.15
dst_0096,tiruvarur,Tamil Nadu,9852,18755,1365.0,0.47470007997867236,47.47,57.25
dst_0148,lakhimpur kheri,Uttar Pradesh,28548,54243,3836.0,0.4737016757922681,47.37,58.92
dst_0287,krishna,Andhra Pradesh,15301,29070,2019.0,0.4736498108015136,47.36,59.99
dst_0014,jalgaon,Maharashtra,39825,75640,5278.0,0.4734928609201481,47.35,59.71
dst_0078,cuddalore,Tamil Nadu,25077,47603,3325.0,0.47320547024347204,47.32,59.65
dst_0240,jodhpur,Rajasthan,36239,68763,4704.0,0.47298692610851767,47.3,60.91
dst_0171,kheda,Gujarat,19721,37409,2580.0,0.47282739447726485,47.28,60.42
dst_0081,krishnagiri,Tamil Nadu,15880,30110,2109.0,0.47260046496180674,47.26,59.49
dst_0165,mehsana,Gujarat,17771,33653,2340.0,0.4719341514872374,47.19,59.92
dst_0163,valsad,Gujarat,16256,30777,2248.0,0.47181336712480104,47.18,57.05
dst_0037,bengaluru rural,Karnataka,8571,16222,1167.0,0.4716434471705092,47.16,57.92
dst_0097,villupuram,Tamil Nadu,15581,29383,2113.0,0.4697273933907361,46.97,57.94
dst_0316,damoh,Madhya Pradesh,10823,20371,1365.0,0.4687055127386972,46.87,62.18
dst_0280,eluru,Andhra Pradesh,19369,36450,2468.0,0.4686145404663923,46.86,61.54
dst_0112,kanpur nagar,Uttar Pradesh,58673,110294,7898.0,0.46803089923295915,46.8,58.19
dst_0265,sawai madhopur,Rajasthan,10706,20123,1442.0,0.46797197236992494,46.8,58.14
dst_0092,thoothukudi,Tamil Nadu,19742,37100,2625.0,0.4678706199460917,46.79,58.89
dst_0123,gorakhpur,Uttar Pradesh,36324,68267,4733.0,0.4679127543322542,46.79,60.1
dst_0144,deoria,Uttar Pradesh,22557,42310,2914.0,0.4668636256204207,46.69,60.5
dst_0074,thanjavur,Tamil Nadu,24442,45837,3103.0,0.466762658987281,46.68,61.55
dst_0198,kalimpong,West Bengal,2205,4135,299.0,0.46674727932285365,46.67,57.62
dst_0048,hassan,Karnataka,14666,27481,1943.0,0.4663221862377642,46.63,58.93
dst_0169,sabarkantha,Gujarat,18248,34159,2452.0,0.4657923241312685,46.58,58.05
dst_0317,mandsaur,Madhya Pradesh,11182,20931,1466.0,0.4657684773780517,46.58,59.49
dst_0034,dharashiv,Maharashtra,12555,23504,1720.0,0.4658356024506467,46.58,56.94
dst_0131,rampur,Uttar Pradesh,20736,38789,2686.0,0.46541545283456653,46.54,60.17
dst_0201,uttar dinajpur,West Bengal,21822,40804,2910.0,0.46519949024605434,46.52,58.42
dst_0333,palakkad,Kerala,24218,45285,3192.0,0.465209230429502,46.52,59.11
dst_0194,murshidabad,West Bengal,59501,111237,7672.0,0.4650970450479607,46.51,60.41
dst_0146,sultanpur,Uttar Pradesh,24974,46686,3303.0,0.4650644732896372,46.51,58.89
dst_0181,surendranagar,Gujarat,16268,30352,2093.0,0.4640221402214022,46.4,60.42
dst_0222,mancherial,Telangana,9349,17405,1142.0,0.462855501292732,46.29,63.5
dst_0010,solapur,Maharashtra,41268,76776,5388.0,0.4624882775867458,46.25,59.37
dst_0166,kutch,Gujarat,20221,37600,2699.0,0.46220744680851067,46.22,58.05
dst_0072,erode,Tamil Nadu,25372,47158,3409.0,0.4619788795114297,46.2,57.64
dst_0104,north east delhi,Delhi NCR,38211,70989,4931.0,0.46173350800828294,46.17,59.99
dst_0251,jhunjhunu,Rajasthan,18115,33632,2397.0,0.4613760704091342,46.14,58.46
dst_0300,gwalior,Madhya Pradesh,25327,47001,3417.0,0.4611391246994745,46.11,57.31
dst_0200,cooch behar,West Bengal,19855,36786,2649.0,0.4602566193660632,46.03,57.86
dst_0327,trivandrum,Kerala,39938,73989,5137.0,0.4602170592925976,46.02,60.01
dst_0102,new delhi,Delhi NCR,2341,4335,312.0,0.45997693194925027,46.0,57.89
dst_0050,vijayapura,Karnataka,18603,34449,2442.0,0.4599843246538361,46.0,58.78
dst_0276,kurnool,Andhra Pradesh,22962,42488,3024.0,0.45956505366221045,45.96,58.54
dst_0278,ysr kadapa,Andhra Pradesh,20462,37835,2686.0,0.4591780097793049,45.92,58.69
dst_0020,chandrapur,Maharashtra,21993,40636,2843.0,0.4587803917708436,45.88,59.56
dst_0250,sri ganganagar,Rajasthan,17914,33057,2319.0,0.4580875457543032,45.81,59.4
dst_0042,udupi,Karnataka,11055,20393,1403.0,0.45790222135046343,45.79,60.56
dst_0186,south 24 parganas,West Bengal,72583,133864,9500.0,0.45778551365565046,45.78,58.71
dst_0033,beed,Maharashtra,21258,39140,2791.0,0.4568727644353603,45.69,58.43
dst_0245,bhilwara,Rajasthan,20571,37880,2634.0,0.4569429778247096,45.69,59.92
dst_0128,firozabad,Uttar Pradesh,24947,45900,3187.0,0.4564923747276688,45.65,60.01
dst_0180,amreli,Gujarat,13809,25395,1762.0,0.4562315416420555,45.62,60.05
dst_0263,jalore,Rajasthan,12785,23511,1667.0,0.4562119858789503,45.62,58.77
dst_0284,vizianagaram,Andhra Pradesh,17029,31310,2165.0,0.456116256786969,45.61,60.26
dst_0224,bhadradri kothagudem,Telangana,10023,18426,1334.0,0.4560403777271247,45.6,57.55
dst_0012,satara,Maharashtra,24769,45483,3201.0,0.45542290526130647,45.54,59.2
dst_0108,south west delhi,Delhi NCR,36664,67259,4851.0,0.45488336133454255,45.49,57.77
dst_0298,bhopal,Madhya Pradesh,34498,63165,4585.0,0.45384310931686855,45.38,57.4
dst_0323,betul,Madhya Pradesh,13014,23824,1701.0,0.45374412357286764,45.37,58.36
dst_0125,mathura,Uttar Pradesh,24953,45649,3107.0,0.4533724725623781,45.34,61.22
dst_0282,prakasam,Andhra Pradesh,19725,36085,2535.0,0.4533739781072468,45.34,59.31
dst_0130,shahjahanpur,Uttar Pradesh,24593,44970,3247.0,0.45312430509228374,45.31,57.71
dst_0051,bagalkote,Karnataka,17450,31896,2358.0,0.4529094557311262,45.29,56.36
dst_0239,jaipur,Rajasthan,77960,142503,10124.0,0.45292379809547867,45.29,58.65
dst_0139,sitapur,Uttar Pradesh,34181,62439,4340.0,0.45256970803504215,45.26,59.95
dst_0035,parbhani,Maharashtra,17798,32491,2265.0,0.4522175371641377,45.22,59.77
dst_0120,aligarh,Uttar Pradesh,35899,65479,4636.0,0.4517478886360512,45.17,58.85
dst_0045,ballari,Karnataka,24832,45248,3232.0,0.45120226308345124,45.12,58.33
dst_0259,dausa,Rajasthan,12436,22613,1578.0,0.45005085570247205,45.01,59.71
dst_0018,ratnagiri,Maharashtra,12766,23202,1653.0,0.4497888113093699,44.98,58.49
dst_0110,shahdara,Delhi NCR,25854,46922,3300.0,0.44900046886321976,44.9,59.25
dst_0189,paschim medinipur,West Bengal,44075,79943,5724.0,0.44866967714496575,44.87,58.19
dst_0305,ratlam,Madhya Pradesh,13555,24576,1775.0,0.44844563802083337,44.84,57.69
dst_0013,sangli,Maharashtra,24849,45041,3245.0,0.4483026575786505,44.83,57.83
dst_0004,thane,Maharashtra,114007,206477,15155.0,0.44784649137676347,44.78,56.77
dst_0089,sivaganga,Tamil Nadu,12897,23351,1652.0,0.44768960644083766,44.77,58.9
dst_0157,junagadh,Gujarat,26856,48622,3461.0,0.44765743901937394,44.77,58.54
dst_0155,bhavnagar,Gujarat,31352,56742,3957.0,0.44746395967713515,44.75,59.75
dst_0059,ramanagara,Karnataka,9626,17421,1245.0,0.44744848171746743,44.74,58.3
dst_0248,bharatpur,Rajasthan,21811,39468,2716.0,0.44737508867943654,44.74,60.55
dst_0264,sirohi,Rajasthan,8729,15791,1119.0,0.4472167690456589,44.72,58.8
dst_0173,panchmahal,Gujarat,18744,33879,2381.0,0.4467369166740459,44.67,59.29
dst_0137,fatehpur,Uttar Pradesh,19674,35558,2548.0,0.44670678890826254,44.67,58.15
dst_0318,khargone,Madhya Pradesh,15064,27203,1919.0,0.4462375473293386,44.62,59.07
dst_0124,jhansi,Uttar Pradesh,21120,38131,2774.0,0.4461199548923448,44.61,57.27
dst_0212,hanumakonda,Telangana,14968,26981,1910.0,0.445239242429858,44.52,58.86
dst_0277,spsr nellore,Andhra Pradesh,25918,46642,3185.0,0.4443205694438489,44.43,61.02
dst_0337,kasaragod,Kerala,13466,24223,1759.0,0.4440820707591958,44.41,57.38
dst_0216,nalgonda,Telangana,11891,21384,1589.0,0.4439300411522634,44.39,56.07
dst_0021,yavatmal,Maharashtra,22484,40411,3071.0,0.4436168369998268,44.36,54.83
dst_0306,rewa,Madhya Pradesh,19355,34751,2454.0,0.4430376104284769,44.3,59.0
dst_0302,sagar,Madhya Pradesh,22531,40442,2901.0,0.44288116314722314,44.29,58.09
dst_0070,tirunelveli,Tamil Nadu,19473,34902,2474.0,0.44206635722881216,44.21,58.78
dst_0293,annamayya,Andhra Pradesh,14552,26050,1832.0,0.4413819577735125,44.14,59.25
dst_0164,porbandar,Gujarat,6605,11812,869.0,0.4408228919742635,44.08,56.64
dst_0025,jalna,Maharashtra,16451,29366,2088.0,0.4397943199618607,43.98,58.6
dst_0087,ramanathapuram,Tamil Nadu,12941,23100,1651.0,0.43978354978354983,43.98,58.3
dst_0075,dindigul,Tamil Nadu,20842,37193,2846.0,0.4396257360255962,43.96,54.45
dst_0255,nagaur,Rajasthan,27199,48387,3526.0,0.4378862091057515,43.79,57.18
dst_0262,banswara,Rajasthan,12752,22645,1614.0,0.43687348200485754,43.69,58.46
dst_0214,nizamabad,Telangana,14843,26326,1916.0,0.4361847603129986,43.62,57.25
dst_0290,west godavari,Andhra Pradesh,16317,28943,2070.0,0.4362367411809418,43.62,58.26
dst_0046,kalaburagi,Karnataka,24858,44040,3238.0,0.43555858310626705,43.56,56.67
dst_0183,devbhumi dwarka,Gujarat,6982,12365,896.0,0.43534169025475133,43.53,57.5
dst_0049,mandya,Karnataka,15032,26613,1874.0,0.43516326607297184,43.52,59.17
dst_0132,mirzapur,Uttar Pradesh,20343,35928,2486.0,0.43378423513694053,43.38,60.22
dst_0168,patan,Gujarat,12139,21431,1470.0,0.43357752788017356,43.36,60.75
dst_0143,basti,Uttar Pradesh,17241,30426,2178.0,0.43334647998422404,43.33,58.21
dst_0043,shivamogga,Karnataka,17752,31325,2285.0,0.4332960893854748,43.33,57.12
dst_0190,purba medinipur,West Bengal,38990,68690,4932.0,0.4323773475032756,43.24,58.03
dst_0185,north 24 parganas,West Bengal,126267,222273,15995.0,0.43192830438244856,43.19,57.9
dst_0138,raebareli,Uttar Pradesh,24534,43147,3153.0,0.4313857278605697,43.14,57.02
dst_0208,medchal-malkajgiri,Telangana,39587,69362,5060.0,0.4292696289034341,42.93,57.12
dst_0156,jamnagar,Gujarat,25092,43955,3088.0,0.42914344215675126,42.91,59.31
dst_0115,agra,Uttar Pradesh,48802,85457,6380.0,0.4289291690557825,42.89,55.81
dst_0160,navsari,Gujarat,15542,27179,2013.0,0.42816144817690127,42.82,56.26
dst_0082,nagapattinam,Tamil Nadu,14262,24877,1813.0,0.4266993608554086,42.67,57.17
dst_0122,saharanpur,Uttar Pradesh,33429,58275,4228.0,0.4263577863577863,42.64,57.43
dst_0114,prayagraj,Uttar Pradesh,56029,97587,6847.0,0.42585590293789133,42.59,59.39
dst_0127,muzaffarnagar,Uttar Pradesh,41185,71743,4997.0,0.42593702521500354,42.59,59.82
dst_0336,malappuram,Kerala,49182,85597,5823.0,0.42542378821687676,42.54,61.25
dst_0091,theni,Tamil Nadu,16257,28271,1938.0,0.4249584379753104,42.5,60.78
dst_0279,anantapur,Andhra Pradesh,21846,37943,2796.0,0.4242416255962892,42.42,56.54
dst_0320,narmadapuram,Madhya Pradesh,12172,21127,1531.0,0.4238651961944432,42.39,57.5
dst_0179,gir somnath,Gujarat,11725,20292,1451.0,0.4221860831854918,42.22,58.27
dst_0193,nadia,West Bengal,50416,87260,6159.0,0.42223240889296354,42.22,59.03
dst_0086,pudukkottai,Tamil Nadu,13958,24137,1747.0,0.4217176948253718,42.17,57.57
dst_0195,malda,West Bengal,32427,56028,3972.0,0.4212358106660955,42.12,58.78
dst_0304,satna,Madhya Pradesh,18526,31977,2438.0,0.42064608937673953,42.06,54.65
dst_0058,raichur,Karnataka,17491,30135,2218.0,0.41957856313257014,41.96,56.61
dst_0310,morena,Madhya Pradesh,18387,31621,2233.0,0.41851933841434485,41.85,59.0
dst_0054,chikkamagaluru,Karnataka,10079,17326,1244.0,0.418273115548886,41.83,58.03
dst_0253,chittorgarh,Rajasthan,13341,22922,1624.0,0.41798272402059156,41.8,58.81
dst_0094,tiruvallur,Tamil Nadu,53708,92243,6375.0,0.4177552768231736,41.78,60.29
dst_0024,dhule,Maharashtra,18964,32557,2444.0,0.4175138987007403,41.75,55.51
dst_0319,neemuch,Madhya Pradesh,8333,14257,1007.0,0.415515185522901,41.55,58.99
dst_0109,west delhi,Delhi NCR,47396,80990,5595.0,0.41479194962341026,41.48,60.31
dst_0257,bundi,Rajasthan,9612,16421,1199.0,0.4146519700383655,41.47,57.06
dst_0093,tirupathur,Tamil Nadu,11781,20125,1480.0,0.41460869565217395,41.46,56.66
dst_0106,south delhi,Delhi NCR,70145,119324,5971.0,0.4121467600817941,41.21,83.27
dst_0141,jaunpur,Uttar Pradesh,32763,55599,4098.0,0.4107268116333027,41.07,56.53
dst_0015,amravati,Maharashtra,30895,52419,3766.0,0.41061447185180944,41.06,58.0
dst_0291,anakapalli,Andhra Pradesh,17631,29913,2105.0,0.41059071306789685,41.06,59.21
dst_0230,medak,Telangana,2043,3460,699.0,0.4095375722543353,40.95,20.62
