district_id_normalized,Competitive_Intensity
DST_0086,0.24731136135343204
DST_0126,0.24708299721782967
DST_0260,0.246966278254044
DST_0278,0.2469654517910155
DST_0031,0.24694511257886007
DST_0309,0.24679516976700885
DST_0218,0.24675438010003625
DST_0083,0.246608486787914
DST_0289,0.24656876735836394
DST_0032,0.2465495924995193
DST_0172,0.2464269693895546
DST_0293,0.2463026515967456
DST_0295,0.24609459091004532
DST_0176,0.24565129897680235
DST_0317,0.24562711594213318
DST_0325,0.24544695604863204
DST_0235,0.24540284214568536
DST_0170,0.24539430857463426
DST_0236,0.2452391097010854
DST_0063,0.24520218828385207
DST_0026,0.2451502904302457
DST_0294,0.2448800389093016
DST_0043,0.2448536483834982
DST_0076,0.24480966554827038
DST_0143,0.24463311290265527
DST_0221,0.24463243044684974
DST_0324,0.24455456625385122
DST_0164,0.24442161017456748
DST_0287,0.24441653029765198
DST_0264,0.24417074210742937
DST_0210,0.2438321673241422
DST_0202,0.24379609047373982
DST_0053,0.24376506689920613
DST_0258,0.2434905560156065
DST_0314,0.24346369229945936
DST_0229,0.24328473217033797
DST_0158,0.24321445507804892
DST_0182,0.24319209725958615
DST_0091,0.2431269411874717
DST_0313,0.2430611598435152
DST_0225,0.24252812972322912
DST_0018,0.2423164792342442
DST_0029,0.2421533478311968
DST_0308,0.24194847170304454
DST_0215,0.24192620051407504
DST_0175,0.24161290258318807
DST_0177,0.24145538077560763
DST_0254,0.24143586968669978
DST_0056,0.2413656191169645
DST_0173,0.24130539336876017
DST_0219,0.24096788368559635
DST_0307,0.24082915944019723
DST_0216,0.24056810084049857
DST_0234,0.24054495703692025
DST_0212,0.24008290257895765
DST_0315,0.24001223255890788
DST_0034,0.23974031628212428
DST_0055,0.2394746633057931
DST_0080,0.2390636275943935
DST_0183,0.23882808221869295
DST_0051,0.23881904303426768
DST_0238,0.2387043398792125
DST_0161,0.23862147636861386
DST_0237,0.238584706137592
DST_0261,0.23848336833522632
DST_0227,0.2382318079454615
DST_0233,0.23738245470970676
DST_0064,0.2371267286886516
DST_0338,0.23694562913687905
DST_0223,0.2362408202467611
DST_0322,0.2355126680040677
DST_0037,0.2351798482835512
DST_0084,0.23511154817190943
DST_0059,0.23491808053290697
DST_0085,0.23438715251523656
DST_0319,0.23434931357004948
DST_0232,0.23411432428711249
DST_0230,0.23363639418903498
DST_0226,0.2333106016519538
DST_0268,0.23185566009827396
DST_0339,0.23108794608266572
DST_0198,0.2308709496095383
DST_0220,0.23057989449454955
DST_0102,0.2296084440625656
DST_0231,0.22779779845017917
DST_0019,0.22490832031074764
DST_0136,0.023122439693938065
DST_0061,0.017331904193056864
DST_0203,0.016829643589845292
DST_0062,0.016164626921379096
DST_0022,0.015670117811301017
DST_0205,0.015573069135016392
DST_0269,0.015240158700918837
DST_0340,0.014318363587022095
DST_0129,0.014225727048857143
DST_0174,0.013495583517329938
DST_0079,0.011974989600030309
DST_0296,0.010586180105720013
DST_0321,0.00810473722914539
DST_0217,0.008003770689178845
DST_0178,0.007474685148912051
