District_Code,District_Name,Mean_Panel_Coverage_Pct,Coverage_Status
DST_0261,Dungarpur,26.912499999999998,UNKNOWN
DST_0260,Rajsamand,27.107916666666668,UNKNOWN
DST_0221,Kamareddy,27.53916666666667,UNKNOWN
DST_0099,Kallakurichi,27.540000000000003,UNKNOWN
DST_0199,Alipurduar,27.555000000000003,UNKNOWN
DST_0322,Sehore,27.832916666666666,UNKNOWN
DST_0268,Jaisalmer,28.325416666666666,UNKNOWN
DST_0101,East Delhi,34.72375,UNKNOWN
DST_0020,Chandrapur,34.93625,UNKNOWN
DST_0125,Mathura,35.1925,UNKNOWN
DST_0013,Sangli,35.20583333333334,UNKNOWN
DST_0325,Datia,35.24125,UNKNOWN
DST_0127,Muzaffarnagar,35.33416666666667,UNKNOWN
DST_0291,Anakapalli,35.62166666666667,UNKNOWN
DST_0010,Solapur,36.1,UNKNOWN
DST_0298,Bhopal,36.310833333333335,UNKNOWN
DST_0198,Kalimpong,36.348333333333336,UNKNOWN
DST_0225,Peddapalli,36.483333333333334,UNKNOWN
DST_0042,Udupi,36.59916666666667,UNKNOWN
DST_0090,Tenkasi,36.60666666666666,UNKNOWN
DST_0253,Chittorgarh,36.83208333333334,UNKNOWN
DST_0208,Medchal-Malkajgiri,36.9625,UNKNOWN
DST_0166,Kutch,37.214166666666664,UNKNOWN
DST_0132,Mirzapur,37.27166666666667,UNKNOWN
DST_0161,Morbi,37.35,UNKNOWN
DST_0135,Amroha,37.389583333333334,UNKNOWN
DST_0095,Tiruvannamalai,37.45375,UNKNOWN
DST_0137,Fatehpur,37.4925,UNKNOWN
DST_0231,Rajanna Sircilla,37.567083333333336,UNKNOWN
DST_0334,Alappuzha,37.663333333333334,UNKNOWN
DST_0047,Davanagere,37.842083333333335,UNKNOWN
DST_0091,Theni,37.92166666666667,UNKNOWN
DST_0314,Shivpuri,38.027499999999996,UNKNOWN
DST_0045,Ballari,38.05958333333333,UNKNOWN
DST_0257,Bundi,38.069583333333334,UNKNOWN
DST_0288,Palnadu,38.168749999999996,UNKNOWN
DST_0089,Sivaganga,38.288333333333334,UNKNOWN
DST_0107,South East Delhi,38.60208333333333,UNKNOWN
DST_0140,Unnao,38.83625,UNKNOWN
DST_0306,Rewa,38.944583333333334,UNKNOWN
DST_0277,Nellore,39.02708333333333,UNKNOWN
DST_0155,Bhavnagar,39.08625,UNKNOWN
DST_0276,Kurnool,39.096666666666664,UNKNOWN
DST_0305,Ratlam,39.40083333333333,UNKNOWN
DST_0120,Aligarh,39.69916666666666,UNKNOWN
DST_0275,Kakinada,39.76791666666667,UNKNOWN
DST_0059,Ramanagara,40.001666666666665,UNKNOWN
DST_0319,Neemuch,40.04333333333333,UNKNOWN
DST_0024,Dhule,40.07791666666667,UNKNOWN
DST_0264,Sirohi,40.33541666666667,UNKNOWN
DST_0189,Paschim Medinipur,40.53,UNKNOWN
DST_0114,Prayagraj,40.566250000000004,UNKNOWN
DST_0204,Bankura,40.606249999999996,UNKNOWN
DST_0014,Jalgaon,40.94833333333333,UNKNOWN
DST_0086,Pudukkottai,41.00541666666667,UNKNOWN
DST_0163,Valsad,41.05291666666667,UNKNOWN
DST_0052,Bidar,41.077083333333334,UNKNOWN
DST_0146,Sultanpur,41.08708333333333,UNKNOWN
DST_0149,Bijnor,41.12291666666667,UNKNOWN
DST_0337,Kasaragod,41.124583333333334,UNKNOWN
DST_0017,Raigad,41.13791666666666,UNKNOWN
DST_0011,Ahmednagar,41.156666666666666,UNKNOWN
DST_0312,Chhindwara,41.34875,UNKNOWN
DST_0282,Prakasam,41.53916666666667,UNKNOWN
DST_0046,Kalaburagi,41.54,UNKNOWN
DST_0193,Nadia,41.77583333333333,UNKNOWN
DST_0004,Thane,41.78333333333333,UNKNOWN
DST_0169,Sabarkantha,41.871249999999996,UNKNOWN
DST_0167,Banaskantha,41.88166666666667,UNKNOWN
DST_0313,Guna,41.915416666666665,UNKNOWN
DST_0245,Bhilwara,41.930416666666666,UNKNOWN
DST_0067,Madurai,41.96375,UNKNOWN
DST_0258,Baran,42.01416666666667,UNKNOWN
DST_0160,Navsari,42.16375,UNKNOWN
DST_0156,Jamnagar,42.27791666666666,UNKNOWN
DST_0080,Karur,42.330416666666665,UNKNOWN
DST_0053,Chitradurga,42.342083333333335,UNKNOWN
DST_0332,Kannur,42.624583333333334,UNKNOWN
DST_0043,Shivamogga,42.64875,UNKNOWN
DST_0294,Dr. B.R. Ambedkar Konaseema,42.69083333333333,UNKNOWN
DST_0290,West Godavari,42.73166666666666,UNKNOWN
DST_0143,Basti,42.78,UNKNOWN
DST_0112,Kanpur Nagar,43.02333333333333,UNKNOWN
DST_0284,Vizianagaram,43.10166666666667,UNKNOWN
DST_0070,Tirunelveli,43.29791666666667,UNKNOWN
DST_0048,Hassan,43.35874999999999,UNKNOWN
DST_0105,North West Delhi,43.42208333333334,UNKNOWN
DST_0082,Nagapattinam,43.49625,UNKNOWN
DST_0250,Sri Ganganagar,43.50958333333333,UNKNOWN
DST_0259,Dausa,43.568333333333335,UNKNOWN
DST_0044,Tumakuru,43.73791666666667,UNKNOWN
DST_0220,Jagtial,43.752916666666664,UNKNOWN
DST_0074,Thanjavur,43.94166666666666,UNKNOWN
DST_0251,Jhunjhunu,44.010416666666664,UNKNOWN
DST_0126,Ayodhya,44.18083333333333,UNKNOWN
DST_0117,Ghaziabad,44.23458333333334,UNKNOWN
DST_0279,Anantapur,44.302083333333336,UNKNOWN
DST_0150,Ghazipur,44.504999999999995,UNKNOWN
DST_0131,Rampur,44.885416666666664,UNKNOWN
DST_0157,Junagadh,44.901250000000005,UNKNOWN
DST_0026,Wardha,44.91166666666667,UNKNOWN
DST_0327,Thiruvananthapuram,45.030833333333334,UNKNOWN
DST_0023,Latur,45.26166666666666,UNKNOWN
DST_0079,Dharmapuri,45.56125,UNKNOWN
DST_0096,Tiruvarur,45.64166666666667,UNKNOWN
DST_0186,South 24 Parganas,45.812916666666666,UNKNOWN
DST_0050,Vijayapura,46.1,UNKNOWN
DST_0263,Jalore,46.14458333333334,UNKNOWN
DST_0035,Parbhani,46.354166666666664,UNKNOWN
DST_0051,Bagalkote,46.38458333333333,UNKNOWN
DST_0185,North 24 Parganas,46.845416666666665,UNKNOWN
DST_0060,Uttara Kannada,46.98833333333334,UNKNOWN
DST_0317,Mandsaur,47.23833333333334,UNKNOWN
DST_0248,Bharatpur,47.245000000000005,UNKNOWN
DST_0289,Bapatla,47.32,UNKNOWN
DST_0191,Purba Bardhaman,47.430416666666666,UNKNOWN
DST_0179,Gir Somnath,47.51958333333334,UNKNOWN
DST_0340,Wayanad,47.70458333333334,UNKNOWN
DST_0145,Gonda,47.88708333333333,UNKNOWN
DST_0214,Nizamabad,47.916666666666664,UNKNOWN
DST_0078,Cuddalore,48.05083333333334,UNKNOWN
DST_0190,Purba Medinipur,48.213750000000005,UNKNOWN
DST_0195,Malda,48.248333333333335,UNKNOWN
DST_0108,South West Delhi,48.31875,UNKNOWN
DST_0180,Amreli,48.38375,UNKNOWN
DST_0094,Tiruvallur,48.46083333333333,UNKNOWN
DST_0141,Jaunpur,48.599583333333335,UNKNOWN
DST_0254,Tonk,48.637499999999996,UNKNOWN
DST_0173,Panchmahal,49.199999999999996,UNKNOWN
DST_0109,West Delhi,49.40833333333333,UNKNOWN
DST_0285,Chittoor,49.63791666666666,UNKNOWN
DST_0178,Dang,49.94416666666667,UNKNOWN
DST_0088,Ranipet,50.219166666666666,UNKNOWN
DST_0142,Barabanki,50.362500000000004,UNKNOWN
DST_0016,Nanded,50.695,UNKNOWN
DST_0122,Saharanpur,50.83416666666667,UNKNOWN
DST_0278,Kadapa,50.87166666666667,UNKNOWN
DST_0081,Krishnagiri,50.907916666666665,UNKNOWN
DST_0124,Jhansi,51.038333333333334,UNKNOWN
DST_0033,Beed,51.11083333333334,UNKNOWN
DST_0223,Nirmal,51.185833333333335,UNKNOWN
DST_0098,Virudhunagar,51.212916666666665,UNKNOWN
DST_0147,Ballia,51.278333333333336,UNKNOWN
DST_0104,North East Delhi,51.305,UNKNOWN
DST_0063,Gadag,51.35833333333333,UNKNOWN
DST_0197,Darjeeling,51.376666666666665,UNKNOWN
DST_0012,Satara,51.38125,UNKNOWN
DST_0302,Sagar,51.91375,UNKNOWN
DST_0205,Purulia,52.142500000000005,UNKNOWN
DST_0018,Ratnagiri,52.2175,UNKNOWN
DST_0083,Namakkal,52.369166666666665,UNKNOWN
DST_0239,Jaipur,52.419999999999995,UNKNOWN
DST_0304,Satna,52.42291666666667,UNKNOWN
DST_0222,Mancherial,52.465833333333336,UNKNOWN
DST_0136,Hardoi,52.59375,UNKNOWN
DST_0280,Eluru,52.779583333333335,UNKNOWN
DST_0242,Bikaner,52.82833333333334,UNKNOWN
DST_0267,Dholpur,53.0825,UNKNOWN
DST_0119,Bareilly,53.5,UNKNOWN
DST_0240,Jodhpur,53.63666666666666,UNKNOWN
DST_0283,Srikakulam,53.65625,UNKNOWN
DST_0056,Kolar,53.67166666666666,UNKNOWN
DST_0318,Khargone,53.865,UNKNOWN
DST_0162,Bharuch,53.8725,UNKNOWN
DST_0049,Mandya,53.89125000000001,UNKNOWN
DST_0092,Thoothukudi,54.035,UNKNOWN
DST_0015,Amravati,54.203333333333326,UNKNOWN
DST_0296,Alluri Sitharama Raju,54.27125,UNKNOWN
DST_0168,Patan,54.32125,UNKNOWN
DST_0217,Mahabubnagar,54.43208333333333,UNKNOWN
DST_0293,Annamayya,54.645,UNKNOWN
DST_0249,Pali,54.76541666666666,UNKNOWN
DST_0075,Dindigul,55.00583333333333,UNKNOWN
DST_0006,Nagpur,55.08083333333334,UNKNOWN
DST_0182,Botad,55.31625,UNKNOWN
DST_0064,Haveri,55.35125,UNKNOWN
DST_0103,North Delhi,55.397083333333335,UNKNOWN
DST_0068,Tiruchirappalli,55.51,UNKNOWN
DST_0281,Rajahmundry,55.56041666666667,UNKNOWN
DST_0062,Chamarajanagar,56.14208333333334,UNKNOWN
DST_0269,Barmer,56.2775,UNKNOWN
DST_0148,Lakhimpur Kheri,56.37583333333333,UNKNOWN
DST_0102,New Delhi,56.385,UNKNOWN
DST_0058,Raichur,56.742916666666666,UNKNOWN
DST_0326,Dhar,56.75958333333333,UNKNOWN
DST_0181,Surendranagar,56.80375,UNKNOWN
DST_0032,Nandurbar,56.965833333333336,UNKNOWN
DST_0224,Bhadradri Kothagudem,57.18541666666667,UNKNOWN
DST_0022,Buldhana,57.312083333333334,UNKNOWN
DST_0008,Aurangabad,57.3225,UNKNOWN
DST_0292,Sri Sathya Sai,57.67583333333334,UNKNOWN
DST_0139,Sitapur,57.718333333333334,UNKNOWN
DST_0138,Raebareli,57.80375,UNKNOWN
DST_0252,Hanumangarh,57.90708333333333,UNKNOWN
DST_0123,Gorakhpur,57.99583333333334,UNKNOWN
DST_0121,Moradabad,58.03,UNKNOWN
DST_0315,Vidisha,58.61083333333334,UNKNOWN
DST_0309,Khandwa,58.880833333333335,UNKNOWN
DST_0331,Kollam,58.925000000000004,UNKNOWN
DST_0333,Palakkad,58.93375,UNKNOWN
DST_0021,Yavatmal,59.010416666666664,UNKNOWN
DST_0093,Tirupathur,59.01958333333334,UNKNOWN
DST_0212,Hanumakonda,59.23458333333334,UNKNOWN
DST_0037,Bengaluru Rural,59.397083333333335,UNKNOWN
DST_0323,Betul,59.54208333333333,UNKNOWN
DST_0130,Shahjahanpur,59.98083333333333,UNKNOWN
