WCI_Rank,district_id,Demand_Signal,Mean_Distribution_Gap,Valid_Audit_Cycles,Mean_Panel_Coverage_Pct_x,Coverage_Status_x,Total_Population,Estimated_Total_Retail_Universe,District_Code_x,Mean_Panel_Coverage_Pct_y,Coverage_Status_y,District_Code_y,Mean_Panel_Coverage_Pct,Coverage_Status,Market_Opportunity,Competitive_Intensity,WCI,WCI_Priority,Recommended_Target,District_Name,State_Union_Territory
65,DST_0109,0.6990196078431372,0.40000236806696976,24,49.40833333333333,UNKNOWN,2543243,5595,DST_0109,49.40833333333333,UNKNOWN,DST_0109,49.40833333333333,UNKNOWN,OTHER,0.27539202470400437,0.5994812474120503,MEDIUM,NOT_RECOMMENDED,West Delhi,Delhi NCR
66,DST_0037,0.6318627450980392,0.4631149760766288,24,59.397083333333335,UNKNOWN,990923,1167,DST_0037,59.397083333333335,UNKNOWN,DST_0037,59.397083333333335,UNKNOWN,OTHER,0.2351798482835512,0.5993925072642275,MEDIUM,NOT_RECOMMENDED,Bengaluru Rural,Karnataka
67,DST_0180,0.6475490196078432,0.4499105838171291,24,48.38375,UNKNOWN,1514120,1762,DST_0180,48.38375,UNKNOWN,DST_0180,48.38375,UNKNOWN,OTHER,0.24880226161078625,0.5991053108373674,MEDIUM,NOT_RECOMMENDED,Amreli,Gujarat
71,DST_0070,0.6568627450980392,0.43146961119006616,24,43.29791666666667,UNKNOWN,1665253,2474,DST_0070,43.29791666666667,UNKNOWN,DST_0070,43.29791666666667,UNKNOWN,OTHER,0.25005852987007005,0.5965908932366268,MEDIUM,NOT_RECOMMENDED,Tirunelveli,Tamil Nadu
72,DST_0122,0.6779411764705883,0.41787808045298047,24,50.83416666666667,UNKNOWN,3466382,4228,DST_0122,50.83416666666667,UNKNOWN,DST_0122,50.83416666666667,UNKNOWN,OTHER,0.2741404319456685,0.5965027711811742,MEDIUM,NOT_RECOMMENDED,Saharanpur,Uttar Pradesh
74,DST_0326,0.6215686274509804,0.47642892146446786,24,56.75958333333333,UNKNOWN,2185793,2330,DST_0326,56.75958333333333,UNKNOWN,DST_0326,56.75958333333333,UNKNOWN,OTHER,0.2545093454572309,0.5955541357740588,MEDIUM,NOT_RECOMMENDED,Dhar,Madhya Pradesh
75,DST_0105,0.6367647058823529,0.4741779774511437,24,43.42208333333334,UNKNOWN,3656539,7737,DST_0105,43.42208333333334,UNKNOWN,DST_0105,43.42208333333334,UNKNOWN,OTHER,0.2876186660700081,0.5949826765409576,MEDIUM,NOT_RECOMMENDED,North West Delhi,Delhi NCR
77,DST_0209,0.5279411764705882,0.5945054197349551,24,12.164583333333333,UNKNOWN,2446265,3977,DST_0209,12.164583333333333,UNKNOWN,DST_0209,12.164583333333333,UNKNOWN,OTHER,0.2564166954955819,0.5943670872198826,MEDIUM,NOT_RECOMMENDED,Rangareddy,Telangana
79,DST_0091,0.6583333333333334,0.41731623564583,24,37.92166666666667,UNKNOWN,1245899,1938,DST_0091,37.92166666666667,UNKNOWN,DST_0091,37.92166666666667,UNKNOWN,OTHER,0.2431269411874717,0.5936852942385462,MEDIUM,NOT_RECOMMENDED,Theni,Tamil Nadu
81,DST_0158,0.5259803921568628,0.5851257903408994,24,14.074583333333335,UNKNOWN,1391753,1951,DST_0158,14.074583333333335,UNKNOWN,DST_0158,14.074583333333335,UNKNOWN,OTHER,0.24321445507804892,0.5928423120742933,MEDIUM,NOT_RECOMMENDED,Gandhinagar,Gujarat
82,DST_0108,0.6485294117647058,0.44623912723495734,24,48.31875,UNKNOWN,2292958,4851,DST_0108,48.31875,UNKNOWN,DST_0108,48.31875,UNKNOWN,OTHER,0.276515441131603,0.5927188416000321,MEDIUM,NOT_RECOMMENDED,South West Delhi,Delhi NCR
83,DST_0249,0.6102941176470589,0.4800305065814989,24,54.76541666666666,UNKNOWN,2038533,2287,DST_0249,54.76541666666666,UNKNOWN,DST_0249,54.76541666666666,UNKNOWN,OTHER,0.2505766977826599,0.5925276906881691,MEDIUM,NOT_RECOMMENDED,Pali,Rajasthan
84,DST_0179,0.6642156862745098,0.40676164403341514,24,47.51958333333334,UNKNOWN,1217477,1451,DST_0179,47.51958333333334,UNKNOWN,DST_0179,47.51958333333334,UNKNOWN,OTHER,0.25050401902513325,0.591162830430198,MEDIUM,NOT_RECOMMENDED,Gir Somnath,Gujarat
85,DST_0334,0.5960784313725491,0.49836328503202515,24,37.663333333333334,UNKNOWN,2127789,3310,DST_0334,37.663333333333334,UNKNOWN,DST_0334,37.663333333333334,UNKNOWN,OTHER,0.2583983938327633,0.5909827651123032,MEDIUM,NOT_RECOMMENDED,Alappuzha,Kerala
86,DST_0267,0.6318627450980392,0.4427811015741481,23,53.0825,UNKNOWN,1206516,1319,DST_0267,53.0825,UNKNOWN,DST_0267,53.0825,UNKNOWN,OTHER,0.24938585718580414,0.5894344494079087,MEDIUM,NOT_RECOMMENDED,Dholpur,Rajasthan
87,DST_0224,0.6259803921568627,0.4501312609966426,24,57.18541666666667,UNKNOWN,1069261,1334,DST_0224,57.18541666666667,UNKNOWN,DST_0224,57.18541666666667,UNKNOWN,OTHER,0.25263687127352047,0.5887097435647091,MEDIUM,NOT_RECOMMENDED,Bhadradri Kothagudem,Telangana
88,DST_0315,0.5936274509803922,0.4833605549039492,24,58.61083333333334,UNKNOWN,1458875,1636,DST_0315,58.61083333333334,UNKNOWN,DST_0315,58.61083333333334,UNKNOWN,OTHER,0.24001223255890788,0.5883061006457772,MEDIUM,NOT_RECOMMENDED,Vidisha,Madhya Pradesh
89,DST_0210,0.5264705882352941,0.5702255705676167,24,17.420416666666668,UNKNOWN,1527462,1970,DST_0210,17.420416666666668,UNKNOWN,DST_0210,17.420416666666668,UNKNOWN,OTHER,0.2438321673241422,0.5877242809397198,MEDIUM,NOT_RECOMMENDED,Sangareddy,Telangana
90,DST_0074,0.6147058823529412,0.4585320813657596,24,43.94166666666666,UNKNOWN,2405890,3103,DST_0074,43.94166666666666,UNKNOWN,DST_0074,43.94166666666666,UNKNOWN,OTHER,0.2585747820445229,0.5853889191279349,MEDIUM,NOT_RECOMMENDED,Thanjavur,Tamil Nadu
91,DST_0298,0.6245098039215686,0.45029358659219304,24,36.310833333333335,UNKNOWN,2371061,4585,DST_0298,36.310833333333335,UNKNOWN,DST_0298,36.310833333333335,UNKNOWN,OTHER,0.2698949122731026,0.584653184617353,MEDIUM,NOT_RECOMMENDED,Bhopal,Madhya Pradesh
92,DST_0076,0.5161764705882353,0.5726467521672332,24,12.455833333333333,UNKNOWN,1166401,1961,DST_0076,12.455833333333333,UNKNOWN,DST_0076,12.455833333333333,UNKNOWN,OTHER,0.24480966554827038,0.5837438419135834,MEDIUM,NOT_RECOMMENDED,Kancheepuram,Tamil Nadu
93,DST_0251,0.6122549019607844,0.4515236120136519,24,44.010416666666664,UNKNOWN,2137045,2397,DST_0251,44.010416666666664,UNKNOWN,DST_0251,44.010416666666664,UNKNOWN,OTHER,0.25463655382636,0.5826206593218591,MEDIUM,NOT_RECOMMENDED,Jhunjhunu,Rajasthan
94,DST_0161,0.5705882352941176,0.49323550377077435,24,37.35,UNKNOWN,960329,1265,DST_0161,37.35,UNKNOWN,DST_0161,37.35,UNKNOWN,OTHER,0.23862147636861386,0.5816728369284012,MEDIUM,NOT_RECOMMENDED,Morbi,Gujarat
95,DST_0274,0.5098039215686274,0.5788494307432704,24,17.174583333333334,UNKNOWN,2196000,3140,DST_0274,17.174583333333334,UNKNOWN,DST_0274,17.174583333333334,UNKNOWN,OTHER,0.2566454931097598,0.5806799668440751,MEDIUM,NOT_RECOMMENDED,Tirupathi,Andhra Pradesh
96,DST_0312,0.5926470588235294,0.4700633785698103,24,41.34875,UNKNOWN,2090922,2375,DST_0312,41.34875,UNKNOWN,DST_0312,41.34875,UNKNOWN,OTHER,0.2538949593669806,0.5804343670966258,MEDIUM,NOT_RECOMMENDED,Chhindwara,Madhya Pradesh
97,DST_0015,0.6465686274509804,0.4016479636668921,24,54.203333333333326,UNKNOWN,2888445,3766,DST_0015,54.203333333333326,UNKNOWN,DST_0015,54.203333333333326,UNKNOWN,OTHER,0.25550612920902394,0.5804314437945486,MEDIUM,NOT_RECOMMENDED,Amravati,Maharashtra
98,DST_0253,0.638235294117647,0.4072331188914062,24,36.83208333333334,UNKNOWN,1544338,1624,DST_0253,36.83208333333334,UNKNOWN,DST_0253,36.83208333333334,UNKNOWN,OTHER,0.24852113175128246,0.5800332476146769,MEDIUM,NOT_RECOMMENDED,Chittorgarh,Rajasthan
99,DST_0328,0.5181372549019608,0.5774395971877517,24,16.712083333333332,UNKNOWN,3282388,5750,DST_0328,16.712083333333332,UNKNOWN,DST_0328,16.712083333333332,UNKNOWN,OTHER,0.28097606472193776,0.579070410777208,MEDIUM,NOT_RECOMMENDED,Ernakulam,Kerala
100,DST_0018,0.607843137254902,0.43721024320573826,24,52.2175,UNKNOWN,1615069,1653,DST_0018,52.2175,UNKNOWN,DST_0018,52.2175,UNKNOWN,OTHER,0.2423164792342442,0.5780897010398655,MEDIUM,NOT_RECOMMENDED,Ratnagiri,Maharashtra
101,DST_0016,0.65,0.39038459513118057,24,50.695,UNKNOWN,3361292,3959,DST_0016,50.695,UNKNOWN,DST_0016,50.695,UNKNOWN,OTHER,0.25533457433249607,0.578067693429414,MEDIUM,NOT_RECOMMENDED,Nanded,Maharashtra
102,DST_0060,0.5696078431372549,0.48962839760512883,24,46.98833333333334,UNKNOWN,1437169,1733,DST_0060,46.98833333333334,UNKNOWN,DST_0060,46.98833333333334,UNKNOWN,OTHER,0.2516796757624443,0.577357533421071,MEDIUM,NOT_RECOMMENDED,Uttara Kannada,Karnataka
104,DST_0135,0.5823529411764706,0.46660556687328975,24,37.389583333333334,UNKNOWN,1840221,2116,DST_0135,37.389583333333334,UNKNOWN,DST_0135,37.389583333333334,UNKNOWN,OTHER,0.25288991968696084,0.5747927879976711,MEDIUM,NOT_RECOMMENDED,Amroha,Uttar Pradesh
105,DST_0048,0.5892156862745098,0.45930424991286883,24,43.35874999999999,UNKNOWN,1776421,1943,DST_0048,43.35874999999999,UNKNOWN,DST_0048,43.35874999999999,UNKNOWN,OTHER,0.25647993611424663,0.5746075590701842,MEDIUM,NOT_RECOMMENDED,Hassan,Karnataka
106,DST_0075,0.6122549019607844,0.42680215482579603,24,55.00583333333333,UNKNOWN,2159775,2846,DST_0075,55.00583333333333,UNKNOWN,DST_0075,55.00583333333333,UNKNOWN,OTHER,0.2533357122320133,0.574228317624979,MEDIUM,NOT_RECOMMENDED,Dindigul,Tamil Nadu
107,DST_0005,0.4980392156862745,0.5767653509441684,24,15.612499999999999,UNKNOWN,2990116,4401,DST_0005,15.612499999999999,UNKNOWN,DST_0005,15.612499999999999,UNKNOWN,OTHER,0.2652479871574064,0.5729359224578012,MEDIUM,NOT_RECOMMENDED,Palghar,Maharashtra
108,DST_0294,0.5367647058823529,0.513827512581121,23,42.69083333333333,UNKNOWN,1719000,1736,DST_0294,42.69083333333333,UNKNOWN,DST_0294,42.69083333333333,UNKNOWN,OTHER,0.2448800389093016,0.5724077392685909,MEDIUM,NOT_RECOMMENDED,Dr. B.R. Ambedkar Konaseema,Andhra Pradesh
109,DST_0156,0.6151960784313726,0.42106197019891356,24,42.27791666666666,UNKNOWN,2160119,3088,DST_0156,42.27791666666666,UNKNOWN,DST_0156,42.27791666666666,UNKNOWN,OTHER,0.25908439990163823,0.5723930448834098,MEDIUM,NOT_RECOMMENDED,Jamnagar,Gujarat
110,DST_0327,0.5985294117647059,0.44574922693260755,24,45.030833333333334,UNKNOWN,3301427,5137,DST_0327,45.030833333333334,UNKNOWN,DST_0327,45.030833333333334,UNKNOWN,OTHER,0.26834868008259977,0.5716807287040103,MEDIUM,NOT_RECOMMENDED,Thiruvananthapuram,Kerala
111,DST_0071,0.5171568627450981,0.5513870051081082,24,11.182916666666666,UNKNOWN,2479052,4100,DST_0071,11.182916666666666,UNKNOWN,DST_0071,11.182916666666666,UNKNOWN,OTHER,0.27112257151104957,0.5714815257209221,MEDIUM,NOT_RECOMMENDED,Tiruppur,Tamil Nadu
112,DST_0339,0.4549019607843138,0.6079760025200841,24,19.36916666666667,UNKNOWN,1108974,964,DST_0339,19.36916666666667,UNKNOWN,DST_0339,19.36916666666667,UNKNOWN,OTHER,0.23108794608266572,0.5712798940184375,MEDIUM,NOT_RECOMMENDED,Idukki,Kerala
113,DST_0155,0.6014705882352942,0.4377038995878966,24,39.08625,UNKNOWN,2880365,3957,DST_0155,39.08625,UNKNOWN,DST_0155,39.08625,UNKNOWN,OTHER,0.2642204458663369,0.5710140403883788,MEDIUM,NOT_RECOMMENDED,Bhavnagar,Gujarat
114,DST_0064,0.5563725490196079,0.4783891857359383,24,55.35125,UNKNOWN,1597668,1747,DST_0064,55.35125,UNKNOWN,DST_0064,55.35125,UNKNOWN,OTHER,0.2371267286886516,0.5703785163286716,MEDIUM,NOT_RECOMMENDED,Haveri,Karnataka
115,DST_0168,0.6098039215686274,0.4155546623572907,24,54.32125,UNKNOWN,1343734,1470,DST_0168,54.32125,UNKNOWN,DST_0168,54.32125,UNKNOWN,OTHER,0.2517006306524072,0.5695157704004528,MEDIUM,NOT_RECOMMENDED,Patan,Gujarat
116,DST_0078,0.5720588235294117,0.46282486967396236,24,48.05083333333334,UNKNOWN,2605914,3325,DST_0078,48.05083333333334,UNKNOWN,DST_0078,48.05083333333334,UNKNOWN,OTHER,0.2565632071746359,0.5681025335391949,MEDIUM,NOT_RECOMMENDED,Cuddalore,Tamil Nadu
118,DST_0208,0.6044117647058823,0.4248423990362866,24,36.9625,UNKNOWN,2440073,5060,DST_0208,36.9625,UNKNOWN,DST_0208,36.9625,UNKNOWN,OTHER,0.2693801823004621,0.5668040973202549,MEDIUM,NOT_RECOMMENDED,Medchal-Malkajgiri,Telangana
119,DST_0221,0.4759803921568627,0.5731263557943777,24,27.53916666666667,UNKNOWN,972625,955,DST_0221,27.53916666666667,UNKNOWN,DST_0221,27.53916666666667,UNKNOWN,OTHER,0.24463243044684974,0.5658589149092504,MEDIUM,NOT_RECOMMENDED,Kamareddy,Telangana
120,DST_0118,0.46372549019607845,0.5919123549085077,24,13.879583333333334,UNKNOWN,1648115,2679,DST_0118,13.879583333333334,UNKNOWN,DST_0118,13.879583333333334,UNKNOWN,OTHER,0.25042808310670794,0.5657601781848713,MEDIUM,NOT_RECOMMENDED,Gautam Buddha Nagar,Uttar Pradesh
122,DST_0276,0.5627450980392157,0.457729539789355,24,39.096666666666664,UNKNOWN,2271000,3024,DST_0276,39.096666666666664,UNKNOWN,DST_0276,39.096666666666664,UNKNOWN,OTHER,0.248953556048588,0.5636499218342037,MEDIUM,NOT_RECOMMENDED,Kurnool,Andhra Pradesh
123,DST_0304,0.6044117647058824,0.41059684507174304,24,52.42291666666667,UNKNOWN,2228935,2438,DST_0304,52.42291666666667,UNKNOWN,DST_0304,52.42291666666667,UNKNOWN,OTHER,0.26087327336709965,0.5635195352193373,MEDIUM,NOT_RECOMMENDED,Satna,Madhya Pradesh
124,DST_0107,0.5612745098039216,0.46774307802492626,24,38.60208333333333,UNKNOWN,2150000,4730,DST_0107,38.60208333333333,UNKNOWN,DST_0107,38.60208333333333,UNKNOWN,OTHER,0.2648030110755644,0.5633230045053761,MEDIUM,NOT_RECOMMENDED,South East Delhi,Delhi NCR
125,DST_0029,0.4352941176470589,0.6160400063404445,24,26.614166666666666,UNKNOWN,1197160,1259,DST_0029,26.614166666666666,UNKNOWN,DST_0029,26.614166666666666,UNKNOWN,OTHER,0.2421533478311968,0.5630656855940928,MEDIUM,NOT_RECOMMENDED,Washim,Maharashtra
128,DST_0160,0.5877450980392156,0.41598847708876924,24,42.16375,UNKNOWN,1329672,2013,DST_0160,42.16375,UNKNOWN,DST_0160,42.16375,UNKNOWN,OTHER,0.2497476579750169,0.5601317295037129,MEDIUM,NOT_RECOMMENDED,Navsari,Gujarat
129,DST_0239,0.5906862745098039,0.4426841297762559,24,52.419999999999995,UNKNOWN,6626178,10124,DST_0239,52.419999999999995,UNKNOWN,DST_0239,52.419999999999995,UNKNOWN,OTHER,0.30805801351037465,0.5591366662490264,MEDIUM,NOT_RECOMMENDED,Jaipur,Rajasthan
130,DST_0176,0.44754901960784316,0.5906806645419802,23,16.919583333333332,UNKNOWN,590297,554,DST_0176,16.919583333333332,UNKNOWN,DST_0176,16.919583333333332,UNKNOWN,OTHER,0.24565129897680235,0.559005031617862,MEDIUM,NOT_RECOMMENDED,Narmada,Gujarat
131,DST_0092,0.5549019607843138,0.45476751654176245,24,54.035,UNKNOWN,1750176,2625,DST_0092,54.035,UNKNOWN,DST_0092,54.035,UNKNOWN,OTHER,0.25086558527181474,0.5587013960881951,MEDIUM,NOT_RECOMMENDED,Thoothukudi,Tamil Nadu
132,DST_0247,0.4681372549019608,0.56768499344953,23,10.704166666666666,UNKNOWN,2677333,3041,DST_0247,10.704166666666666,UNKNOWN,DST_0247,10.704166666666666,UNKNOWN,OTHER,0.2583692280276726,0.5576776668076834,MEDIUM,NOT_RECOMMENDED,Sikar,Rajasthan
134,DST_0159,0.4661764705882353,0.561097856791036,24,11.340416666666668,UNKNOWN,2092745,2553,DST_0159,11.340416666666668,UNKNOWN,DST_0159,11.340416666666668,UNKNOWN,OTHER,0.2515215533637477,0.555859350968819,MEDIUM,NOT_RECOMMENDED,Anand,Gujarat
135,DST_0275,0.5558823529411765,0.4491682980639973,23,39.76791666666667,UNKNOWN,2092000,2845,DST_0275,39.76791666666667,UNKNOWN,DST_0275,39.76791666666667,UNKNOWN,OTHER,0.2605913974362165,0.5552376836586852,MEDIUM,NOT_RECOMMENDED,Kakinada,Andhra Pradesh
136,DST_0212,0.5558823529411765,0.4362053780623191,24,59.23458333333334,UNKNOWN,1081852,1910,DST_0212,59.23458333333334,UNKNOWN,DST_0212,59.23458333333334,UNKNOWN,OTHER,0.24008290257895765,0.5548023606295496,MEDIUM,NOT_RECOMMENDED,Hanumakonda,Telangana
137,DST_0170,0.4553921568627451,0.566988336214268,24,16.268333333333334,UNKNOWN,1039918,1006,DST_0170,16.268333333333334,UNKNOWN,DST_0170,16.268333333333334,UNKNOWN,OTHER,0.24539430857463426,0.5542935265483022,MEDIUM,NOT_RECOMMENDED,Aravalli,Gujarat
138,DST_0314,0.5299019607843137,0.4669436613298595,24,38.027499999999996,UNKNOWN,1726050,1791,DST_0314,38.027499999999996,UNKNOWN,DST_0314,38.027499999999996,UNKNOWN,OTHER,0.24346369229945936,0.5531934253585001,MEDIUM,NOT_RECOMMENDED,Shivpuri,Madhya Pradesh
139,DST_0094,0.5509803921568627,0.46720884189611783,23,48.46083333333333,UNKNOWN,3728104,6375,DST_0094,48.46083333333333,UNKNOWN,DST_0094,48.46083333333333,UNKNOWN,OTHER,0.29219381759096474,0.5530255076160365,MEDIUM,NOT_RECOMMENDED,Tiruvallur,Tamil Nadu
