District_ID,district_name,state,Outlets_Stocking_Kestrel,Outlets_Stocking_Category,Estimated_Total_Universe,distribution_gap,distribution_gap_score,panel_coverage_pct
dst_0163,valsad,Gujarat,16256,30777,2248.0,0.47181336712480104,47.18,57.05
dst_0037,bengaluru rural,Karnataka,8571,16222,1167.0,0.4716434471705092,47.16,57.92
dst_0097,villupuram,Tamil Nadu,15581,29383,2113.0,0.4697273933907361,46.97,57.94
dst_0112,kanpur nagar,Uttar Pradesh,58673,110294,7898.0,0.46803089923295915,46.8,58.19
dst_0265,sawai madhopur,Rajasthan,10706,20123,1442.0,0.46797197236992494,46.8,58.14
dst_0092,thoothukudi,Tamil Nadu,19742,37100,2625.0,0.4678706199460917,46.79,58.89
dst_0198,kalimpong,West Bengal,2205,4135,299.0,0.46674727932285365,46.67,57.62
dst_0048,hassan,Karnataka,14666,27481,1943.0,0.4663221862377642,46.63,58.93
dst_0169,sabarkantha,Gujarat,18248,34159,2452.0,0.4657923241312685,46.58,58.05
dst_0317,mandsaur,Madhya Pradesh,11182,20931,1466.0,0.4657684773780517,46.58,59.49
dst_0034,dharashiv,Maharashtra,12555,23504,1720.0,0.4658356024506467,46.58,56.94
dst_0201,uttar dinajpur,West Bengal,21822,40804,2910.0,0.46519949024605434,46.52,58.42
dst_0333,palakkad,Kerala,24218,45285,3192.0,0.465209230429502,46.52,59.11
dst_0146,sultanpur,Uttar Pradesh,24974,46686,3303.0,0.4650644732896372,46.51,58.89
dst_0010,solapur,Maharashtra,41268,76776,5388.0,0.4624882775867458,46.25,59.37
dst_0166,kutch,Gujarat,20221,37600,2699.0,0.46220744680851067,46.22,58.05
dst_0072,erode,Tamil Nadu,25372,47158,3409.0,0.4619788795114297,46.2,57.64
dst_0104,north east delhi,Delhi NCR,38211,70989,4931.0,0.46173350800828294,46.17,59.99
dst_0251,jhunjhunu,Rajasthan,18115,33632,2397.0,0.4613760704091342,46.14,58.46
dst_0300,gwalior,Madhya Pradesh,25327,47001,3417.0,0.4611391246994745,46.11,57.31
dst_0200,cooch behar,West Bengal,19855,36786,2649.0,0.4602566193660632,46.03,57.86
dst_0102,new delhi,Delhi NCR,2341,4335,312.0,0.45997693194925027,46.0,57.89
dst_0050,vijayapura,Karnataka,18603,34449,2442.0,0.4599843246538361,46.0,58.78
dst_0276,kurnool,Andhra Pradesh,22962,42488,3024.0,0.45956505366221045,45.96,58.54
dst_0278,ysr kadapa,Andhra Pradesh,20462,37835,2686.0,0.4591780097793049,45.92,58.69
dst_0020,chandrapur,Maharashtra,21993,40636,2843.0,0.4587803917708436,45.88,59.56
dst_0250,sri ganganagar,Rajasthan,17914,33057,2319.0,0.4580875457543032,45.81,59.4
dst_0186,south 24 parganas,West Bengal,72583,133864,9500.0,0.45778551365565046,45.78,58.71
dst_0033,beed,Maharashtra,21258,39140,2791.0,0.4568727644353603,45.69,58.43
dst_0245,bhilwara,Rajasthan,20571,37880,2634.0,0.4569429778247096,45.69,59.92
dst_0263,jalore,Rajasthan,12785,23511,1667.0,0.4562119858789503,45.62,58.77
dst_0224,bhadradri kothagudem,Telangana,10023,18426,1334.0,0.4560403777271247,45.6,57.55
dst_0012,satara,Maharashtra,24769,45483,3201.0,0.45542290526130647,45.54,59.2
dst_0108,south west delhi,Delhi NCR,36664,67259,4851.0,0.45488336133454255,45.49,57.77
dst_0298,bhopal,Madhya Pradesh,34498,63165,4585.0,0.45384310931686855,45.38,57.4
dst_0323,betul,Madhya Pradesh,13014,23824,1701.0,0.45374412357286764,45.37,58.36
dst_0282,prakasam,Andhra Pradesh,19725,36085,2535.0,0.4533739781072468,45.34,59.31
dst_0130,shahjahanpur,Uttar Pradesh,24593,44970,3247.0,0.45312430509228374,45.31,57.71
dst_0051,bagalkote,Karnataka,17450,31896,2358.0,0.4529094557311262,45.29,56.36
dst_0239,jaipur,Rajasthan,77960,142503,10124.0,0.45292379809547867,45.29,58.65
dst_0139,sitapur,Uttar Pradesh,34181,62439,4340.0,0.45256970803504215,45.26,59.95
dst_0035,parbhani,Maharashtra,17798,32491,2265.0,0.4522175371641377,45.22,59.77
dst_0120,aligarh,Uttar Pradesh,35899,65479,4636.0,0.4517478886360512,45.17,58.85
dst_0045,ballari,Karnataka,24832,45248,3232.0,0.45120226308345124,45.12,58.33
dst_0259,dausa,Rajasthan,12436,22613,1578.0,0.45005085570247205,45.01,59.71
dst_0018,ratnagiri,Maharashtra,12766,23202,1653.0,0.4497888113093699,44.98,58.49
dst_0110,shahdara,Delhi NCR,25854,46922,3300.0,0.44900046886321976,44.9,59.25
dst_0189,paschim medinipur,West Bengal,44075,79943,5724.0,0.44866967714496575,44.87,58.19
dst_0305,ratlam,Madhya Pradesh,13555,24576,1775.0,0.44844563802083337,44.84,57.69
dst_0013,sangli,Maharashtra,24849,45041,3245.0,0.4483026575786505,44.83,57.83
dst_0004,thane,Maharashtra,114007,206477,15155.0,0.44784649137676347,44.78,56.77
dst_0089,sivaganga,Tamil Nadu,12897,23351,1652.0,0.44768960644083766,44.77,58.9
dst_0157,junagadh,Gujarat,26856,48622,3461.0,0.44765743901937394,44.77,58.54
dst_0155,bhavnagar,Gujarat,31352,56742,3957.0,0.44746395967713515,44.75,59.75
dst_0059,ramanagara,Karnataka,9626,17421,1245.0,0.44744848171746743,44.74,58.3
dst_0264,sirohi,Rajasthan,8729,15791,1119.0,0.4472167690456589,44.72,58.8
dst_0173,panchmahal,Gujarat,18744,33879,2381.0,0.4467369166740459,44.67,59.29
dst_0137,fatehpur,Uttar Pradesh,19674,35558,2548.0,0.44670678890826254,44.67,58.15
dst_0318,khargone,Madhya Pradesh,15064,27203,1919.0,0.4462375473293386,44.62,59.07
dst_0124,jhansi,Uttar Pradesh,21120,38131,2774.0,0.4461199548923448,44.61,57.27
dst_0212,hanumakonda,Telangana,14968,26981,1910.0,0.445239242429858,44.52,58.86
dst_0337,kasaragod,Kerala,13466,24223,1759.0,0.4440820707591958,44.41,57.38
dst_0216,nalgonda,Telangana,11891,21384,1589.0,0.4439300411522634,44.39,56.07
dst_0021,yavatmal,Maharashtra,22484,40411,3071.0,0.4436168369998268,44.36,54.83
dst_0306,rewa,Madhya Pradesh,19355,34751,2454.0,0.4430376104284769,44.3,59.0
dst_0302,sagar,Madhya Pradesh,22531,40442,2901.0,0.44288116314722314,44.29,58.09
dst_0070,tirunelveli,Tamil Nadu,19473,34902,2474.0,0.44206635722881216,44.21,58.78
dst_0293,annamayya,Andhra Pradesh,14552,26050,1832.0,0.4413819577735125,44.14,59.25
dst_0164,porbandar,Gujarat,6605,11812,869.0,0.4408228919742635,44.08,56.64
dst_0025,jalna,Maharashtra,16451,29366,2088.0,0.4397943199618607,43.98,58.6
dst_0087,ramanathapuram,Tamil Nadu,12941,23100,1651.0,0.43978354978354983,43.98,58.3
dst_0075,dindigul,Tamil Nadu,20842,37193,2846.0,0.4396257360255962,43.96,54.45
dst_0255,nagaur,Rajasthan,27199,48387,3526.0,0.4378862091057515,43.79,57.18
dst_0262,banswara,Rajasthan,12752,22645,1614.0,0.43687348200485754,43.69,58.46
dst_0214,nizamabad,Telangana,14843,26326,1916.0,0.4361847603129986,43.62,57.25
dst_0290,west godavari,Andhra Pradesh,16317,28943,2070.0,0.4362367411809418,43.62,58.26
dst_0046,kalaburagi,Karnataka,24858,44040,3238.0,0.43555858310626705,43.56,56.67
dst_0183,devbhumi dwarka,Gujarat,6982,12365,896.0,0.43534169025475133,43.53,57.5
dst_0049,mandya,Karnataka,15032,26613,1874.0,0.43516326607297184,43.52,59.17
dst_0143,basti,Uttar Pradesh,17241,30426,2178.0,0.43334647998422404,43.33,58.21
dst_0043,shivamogga,Karnataka,17752,31325,2285.0,0.4332960893854748,43.33,57.12
dst_0190,purba medinipur,West Bengal,38990,68690,4932.0,0.4323773475032756,43.24,58.03
dst_0185,north 24 parganas,West Bengal,126267,222273,15995.0,0.43192830438244856,43.19,57.9
dst_0138,raebareli,Uttar Pradesh,24534,43147,3153.0,0.4313857278605697,43.14,57.02
dst_0208,medchal-malkajgiri,Telangana,39587,69362,5060.0,0.4292696289034341,42.93,57.12
dst_0156,jamnagar,Gujarat,25092,43955,3088.0,0.42914344215675126,42.91,59.31
dst_0115,agra,Uttar Pradesh,48802,85457,6380.0,0.4289291690557825,42.89,55.81
dst_0160,navsari,Gujarat,15542,27179,2013.0,0.42816144817690127,42.82,56.26
dst_0082,nagapattinam,Tamil Nadu,14262,24877,1813.0,0.4266993608554086,42.67,57.17
dst_0122,saharanpur,Uttar Pradesh,33429,58275,4228.0,0.4263577863577863,42.64,57.43
dst_0114,prayagraj,Uttar Pradesh,56029,97587,6847.0,0.42585590293789133,42.59,59.39
dst_0127,muzaffarnagar,Uttar Pradesh,41185,71743,4997.0,0.42593702521500354,42.59,59.82
dst_0279,anantapur,Andhra Pradesh,21846,37943,2796.0,0.4242416255962892,42.42,56.54
dst_0320,narmadapuram,Madhya Pradesh,12172,21127,1531.0,0.4238651961944432,42.39,57.5
dst_0179,gir somnath,Gujarat,11725,20292,1451.0,0.4221860831854918,42.22,58.27
dst_0193,nadia,West Bengal,50416,87260,6159.0,0.42223240889296354,42.22,59.03
dst_0086,pudukkottai,Tamil Nadu,13958,24137,1747.0,0.4217176948253718,42.17,57.57
dst_0195,malda,West Bengal,32427,56028,3972.0,0.4212358106660955,42.12,58.78
dst_0304,satna,Madhya Pradesh,18526,31977,2438.0,0.42064608937673953,42.06,54.65
dst_0058,raichur,Karnataka,17491,30135,2218.0,0.41957856313257014,41.96,56.61
dst_0310,morena,Madhya Pradesh,18387,31621,2233.0,0.41851933841434485,41.85,59.0
dst_0054,chikkamagaluru,Karnataka,10079,17326,1244.0,0.418273115548886,41.83,58.03
dst_0253,chittorgarh,Rajasthan,13341,22922,1624.0,0.41798272402059156,41.8,58.81
dst_0024,dhule,Maharashtra,18964,32557,2444.0,0.4175138987007403,41.75,55.51
dst_0319,neemuch,Madhya Pradesh,8333,14257,1007.0,0.415515185522901,41.55,58.99
dst_0257,bundi,Rajasthan,9612,16421,1199.0,0.4146519700383655,41.47,57.06
dst_0093,tirupathur,Tamil Nadu,11781,20125,1480.0,0.41460869565217395,41.46,56.66
dst_0141,jaunpur,Uttar Pradesh,32763,55599,4098.0,0.4107268116333027,41.07,56.53
dst_0015,amravati,Maharashtra,30895,52419,3766.0,0.41061447185180944,41.06,58.0
dst_0291,anakapalli,Andhra Pradesh,17631,29913,2105.0,0.41059071306789685,41.06,59.21
dst_0230,medak,Telangana,2043,3460,699.0,0.4095375722543353,40.95,20.62
dst_0084,nilgiris,Tamil Nadu,9507,16083,1195.0,0.4088789404961761,40.89,56.08
dst_0258,baran,Rajasthan,11145,18822,1337.0,0.40787376474338544,40.79,58.66
dst_0016,nanded,Maharashtra,32001,53836,3959.0,0.4055836243405899,40.56,56.66
dst_0231,rajanna sircilla,Telangana,4906,8251,603.0,0.4054054054054054,40.54,57.01
dst_0225,peddapalli,Telangana,8519,14307,1059.0,0.40455720975746134,40.46,56.29
dst_0292,sri sathya sai,Andhra Pradesh,16199,27142,2038.0,0.4031758897649399,40.32,55.49
dst_0167,banaskantha,Gujarat,25781,43163,3064.0,0.40270602136088784,40.27,58.7
dst_0149,bijnor,Uttar Pradesh,35011,58524,4235.0,0.40176679652792013,40.18,57.58
dst_0111,lucknow,Uttar Pradesh,67461,112380,7912.0,0.3997063534436732,39.97,59.18
dst_0254,tonk,Rajasthan,13404,22241,1574.0,0.39732925677802255,39.73,58.88
dst_0134,sambhal,Uttar Pradesh,18702,31030,2306.0,0.3972929423138898,39.73,56.07
dst_0026,wardha,Maharashtra,13265,21983,1641.0,0.39657917481690397,39.66,55.82
dst_0044,tumakuru,Karnataka,23702,39199,2968.0,0.39534171790096684,39.53,55.03
dst_0204,bankura,West Bengal,26590,43595,3280.0,0.39006766831058604,39.01,55.38
dst_0090,tenkasi,Tamil Nadu,17823,28276,1973.0,0.3696774649879757,36.97,59.71
dst_0098,virudhunagar,Tamil Nadu,25305,39476,2940.0,0.3589776066470767,35.9,55.95
dst_0286,nandyal,Andhra Pradesh,18179,28234,2023.0,0.3561309059998583,35.61,58.15
dst_0056,kolar,Karnataka,16924,25827,1895.0,0.34471676927246675,34.47,56.79
dst_0256,churu,Rajasthan,22086,33189,2431.0,0.33453855192985626,33.45,56.89
dst_0311,bhind,Madhya Pradesh,18202,26834,1958.0,0.3216814489081017,32.17,57.1
dst_0285,chittoor,Andhra Pradesh,20694,28630,2152.0,0.2771917568983584,27.72,55.43
dst_0217,mahabubnagar,Telangana,21200,22809,1626.0,0.07054232978210351,7.05,58.45
dst_0269,barmer,Rajasthan,31291,33318,2338.0,0.06083798547331776,6.08,59.38
dst_0061,yadgir,Karnataka,17387,17780,1251.0,0.022103487064117022,2.21,59.22
dst_0129,budaun,Uttar Pradesh,52593,53309,3821.0,0.013431127952128197,1.34,58.13
