District_Code,District_Name,State_Union_Territory,Total_Population,Urban_Population_Share_Pct,Rural_Population_Share_Pct,Median_Income_Band,Estimated_Total_Retail_Universe,Census_Demographic_Notes,District_Num_ID,District_Name_Clean,Mean_Panel_Coverage_Pct,Total_Category_Units,Avg_Units_Per_Audit,Audit_Count,Total_Audience_Events,Total_Engagement_Clicks,Campus_Registrations,Search_Queries,Audience_Events_Per_100k,Campus_Registrations_Per_100k,Search_Queries_Per_100k,demand_signal,Avg_Kestrel_Stocking,Avg_Category_Stocking,Universe,Avg_Category_Stocking_Clean,Avg_Kestrel_Stocking_Clean,distribution_gap,competitive_intensity,WCI,Classification
DST_0018,Ratnagiri,Maharashtra,1615069,16,84,Medium,1653,0,18,Ratnagiri,52.2175,59074,15.95732036736899,3702,738,738,119,124,45.694642148415944,7.368106254283872,7.677690550682354,0.6018,531.9166666666666,966.75,1653.0,966.75,531.9166666666666,0.4498,0.5384,0.5206,UNKNOWN (Panel Blindness / Low Sampling)
DST_0019,Sindhudurg,Maharashtra,849651,13,87,Medium,834,0,19,Sindhudurg,25.39833333333333,2355,2.489429175475687,946,367,367,58,66,43.194205620896106,6.82633222346587,7.7678952887715065,0.2157,65.66666666666667,176.91666666666666,834.0,176.91666666666666,65.66666666666667,0.6288,0.6102,0.3951,UNKNOWN (Panel Blindness / Low Sampling)
DST_0020,Chandrapur,Maharashtra,2204307,35,65,Medium,2843,0,20,Chandrapur,34.93625,56029,12.579479119892232,4454,921,921,139,158,41.78183891808174,6.305836709677917,7.167785612439647,0.284,916.375,1693.1666666666667,2843.0,1693.1666666666667,916.375,0.4588,0.591,0.3702,UNKNOWN (Panel Blindness / Low Sampling)
DST_0021,Yavatmal,Maharashtra,2772348,22,78,Low-Medium,3071,0,21,Yavatmal,59.010416666666664,76901,12.89636089216837,5963,1181,1181,194,194,42.599269644359225,6.997678502121667,6.997678502121667,0.3409,936.8333333333334,1683.7916666666667,3071.0,1683.7916666666667,936.8333333333334,0.4436,0.5831,0.392,UNKNOWN (Panel Blindness / Low Sampling)
DST_0022,Buldhana,Maharashtra,2586258,21,79,Low-Medium,2829,0,22,Buldhana,57.312083333333334,11008,1.9763016157989228,5570,246,246,34,35,9.51181204659396,1.3146406893666447,1.3533065919950755,0.0237,1673.7083333333333,1697.7916666666667,2829.0,1697.7916666666667,1673.7083333333333,0.0142,0.5459,0.1065,UNKNOWN (Panel Blindness / Low Sampling)
DST_0023,Latur,Maharashtra,2455543,25,75,Medium,2823,0,23,Latur,45.26166666666666,88248,16.103649635036497,5480,1328,1328,221,228,54.08172449026549,9.000046018334844,9.285115349232328,0.8185,867.8333333333334,1702.0416666666667,2823.0,1702.0416666666667,867.8333333333334,0.4901,0.542,0.6315,UNKNOWN (Panel Blindness / Low Sampling)
DST_0024,Dhule,Maharashtra,2050862,28,72,Medium,2444,0,24,Dhule,40.07791666666667,47742,11.520752895752896,4144,992,992,175,151,48.369904947285576,8.532997344531227,7.362757708709801,0.4626,790.1666666666666,1356.5416666666667,2444.0,1356.5416666666667,790.1666666666666,0.4175,0.5488,0.4445,UNKNOWN (Panel Blindness / Low Sampling)
DST_0026,Wardha,Maharashtra,1300774,33,67,Medium,1641,0,26,Wardha,44.91166666666667,44455,14.537279267495094,3058,607,607,102,88,46.66452435242402,7.841485146535832,6.76520287152111,0.5713,552.7083333333334,915.9583333333334,1641.0,915.9583333333334,552.7083333333334,0.3966,0.5502,0.4859,UNKNOWN (Panel Blindness / Low Sampling)
DST_0027,Bhandara,Maharashtra,1200334,19,81,Low-Medium,1279,0,27,Bhandara,15.742916666666666,1830,2.760180995475113,663,585,585,107,80,48.73643502558455,8.914185551688114,6.664811627430366,0.4154,106.625,272.0833333333333,1279.0,272.0833333333333,106.625,0.6081,0.5874,0.4823,UNKNOWN (Panel Blindness / Low Sampling)
DST_0028,Gondia,Maharashtra,1322507,17,83,Low-Medium,1372,0,28,Gondia,15.417499999999999,2429,2.5461215932914047,954,630,630,100,98,47.636798897850824,7.561396650452512,7.410168717443462,0.3307,110.33333333333333,290.8333333333333,1372.0,290.8333333333333,110.33333333333333,0.6206,0.6105,0.4439,UNKNOWN (Panel Blindness / Low Sampling)
DST_0029,Washim,Maharashtra,1197160,18,82,Low-Medium,1259,0,29,Washim,26.614166666666666,4421,3.505947660586836,1261,571,571,101,89,47.69621437401851,8.436633365631996,7.434261084566808,0.424,95.625,267.25,1259.0,267.25,95.625,0.6422,0.6175,0.4921,UNKNOWN (Panel Blindness / Low Sampling)
DST_0030,Hingoli,Maharashtra,1177345,15,85,Low,1189,0,30,Hingoli,22.2625,2881,2.945807770961145,978,526,526,84,94,44.67679397287966,7.134697136353405,7.984065843062144,0.2993,89.41666666666667,238.83333333333334,1189.0,238.83333333333334,89.41666666666667,0.6256,0.563,0.441,UNKNOWN (Panel Blindness / Low Sampling)
DST_0031,Gadchiroli,Maharashtra,1072942,11,89,Low,1023,0,31,Gadchiroli,25.375,2563,2.6153061224489798,980,569,569,88,114,53.03175754141417,8.201748090763527,10.624991844852751,0.4818,87.45833333333333,225.16666666666666,1023.0,225.16666666666666,87.45833333333333,0.6116,0.5455,0.5218,UNKNOWN (Panel Blindness / Low Sampling)
DST_0032,Nandurbar,Maharashtra,1648295,17,83,Low,1710,0,32,Nandurbar,56.965833333333336,54613,13.30077934729664,4106,752,752,108,127,45.62290124037263,6.552225178138622,7.704931459477825,0.4115,617.25,1039.375,1710.0,1039.375,617.25,0.4061,0.5648,0.4144,UNKNOWN (Panel Blindness / Low Sampling)
DST_0033,Beed,Maharashtra,2585049,20,80,Low-Medium,2791,0,33,Beed,51.11083333333334,82391,14.144377682403434,5825,1164,1164,204,195,45.02816000779869,7.89153319724307,7.543377320894111,0.5376,885.75,1630.8333333333333,2791.0,1630.8333333333333,885.75,0.4569,0.5886,0.4841,UNKNOWN (Panel Blindness / Low Sampling)
DST_0035,Parbhani,Maharashtra,1836086,31,69,Low-Medium,2265,0,35,Parbhani,46.354166666666664,58449,13.205829191143245,4426,908,908,153,161,49.45302126370987,8.332943010294725,8.76865244874151,0.6093,741.5833333333334,1353.7916666666667,2265.0,1353.7916666666667,741.5833333333334,0.4522,0.5871,0.515,UNKNOWN (Panel Blindness / Low Sampling)
DST_0037,Bengaluru Rural,Karnataka,990923,27,73,Medium-High,1167,0,37,Bengaluru Rural,59.397083333333335,39099,12.869980250164582,3038,510,510,78,97,51.467167479208776,7.871449143878989,9.788853422516178,0.5868,357.125,675.9166666666666,1167.0,675.9166666666666,357.125,0.4716,0.6121,0.5067,UNKNOWN (Panel Blindness / Low Sampling)
DST_0041,Dakshina Kannada,Karnataka,2089649,48,52,High,3075,0,41,Dakshina Kannada,15.219583333333333,848,2.7712418300653594,306,1630,1630,277,258,78.00353073650167,13.255814732522065,12.346571122710081,0.5829,944.4583333333334,2275.7083333333335,3075.0,2275.7083333333335,944.4583333333334,0.585,0.6073,0.5456,UNKNOWN (Panel Blindness / Low Sampling)
DST_0042,Udupi,Karnataka,1177361,28,72,Medium-High,1403,0,42,Udupi,36.59916666666667,30115,14.633138969873663,2058,489,489,81,80,41.53356532108673,6.87979302864627,6.794857312243229,0.4322,460.625,849.7083333333334,1403.0,849.7083333333334,460.625,0.4579,0.498,0.4552,UNKNOWN (Panel Blindness / Low Sampling)
DST_0043,Shivamogga,Karnataka,1752759,36,64,Medium,2285,0,43,Shivamogga,42.64875,60803,14.797517644195668,4109,811,811,132,134,46.269909325811476,7.530984008640092,7.645089826952821,0.5769,739.6666666666666,1305.2083333333333,2285.0,1305.2083333333333,739.6666666666666,0.4333,0.5682,0.4976,UNKNOWN (Panel Blindness / Low Sampling)
DST_0044,Tumakuru,Karnataka,2678980,22,78,Medium,2968,0,44,Tumakuru,43.73791666666667,78177,14.152244750181028,5524,1159,1159,177,174,43.26273432425774,6.606992213454374,6.495009294582267,0.4041,987.5833333333334,1633.2916666666667,2968.0,1633.2916666666667,987.5833333333334,0.3953,0.5567,0.4089,UNKNOWN (Panel Blindness / Low Sampling)
DST_0045,Ballari,Karnataka,2452595,37,63,Medium,3232,0,45,Ballari,38.05958333333333,70052,13.647379699980519,5133,1224,1224,197,190,49.90632371019267,8.032308636362709,7.746896654359973,0.6001,1034.6666666666667,1885.3333333333333,3232.0,1885.3333333333333,1034.6666666666667,0.4512,0.5352,0.5209,UNKNOWN (Panel Blindness / Low Sampling)
DST_0046,Kalaburagi,Karnataka,2566326,33,67,Low-Medium,3238,0,46,Kalaburagi,41.54,78503,13.493124785149536,5818,1218,1218,205,183,47.46084480303749,7.988073222186113,7.130816583707603,0.5293,1035.75,1835.0,3238.0,1835.0,1035.75,0.4356,0.5826,0.4741,UNKNOWN (Panel Blindness / Low Sampling)
DST_0047,Davanagere,Karnataka,1945497,32,68,Medium,2427,0,47,Davanagere,37.842083333333335,58009,14.169272105520273,4094,900,900,137,138,46.260672722702736,7.04190240334475,7.093303150814419,0.4965,711.2083333333334,1431.7916666666667,2427.0,1431.7916666666667,711.2083333333334,0.5033,0.5319,0.4932,UNKNOWN (Panel Blindness / Low Sampling)
DST_0048,Hassan,Karnataka,1776421,21,79,Medium,1943,0,48,Hassan,43.35874999999999,52474,13.915141872182446,3771,823,823,138,132,46.32910779595603,7.768428767730173,7.430670995220165,0.534,611.0833333333334,1145.0416666666667,1943.0,1145.0416666666667,611.0833333333334,0.4663,0.6006,0.4834,UNKNOWN (Panel Blindness / Low Sampling)
DST_0049,Mandya,Karnataka,1805769,17,83,Medium,1874,0,49,Mandya,53.89125000000001,66184,15.062357760582612,4394,970,970,160,153,53.716726779560396,8.86049101518522,8.472844533270866,0.7615,626.3333333333334,1108.875,1874.0,1108.875,626.3333333333334,0.4352,0.5651,0.582,UNKNOWN (Panel Blindness / Low Sampling)
DST_0050,Vijayapura,Karnataka,2177331,23,77,Low-Medium,2442,0,50,Vijayapura,46.1,63566,13.387952822240944,4748,1023,1023,160,155,46.98412873375707,7.348446331770411,7.118807383902586,0.4738,775.125,1435.375,2442.0,1435.375,775.125,0.46,0.5604,0.4621,UNKNOWN (Panel Blindness / Low Sampling)
DST_0051,Bagalkote,Karnataka,1889552,32,68,Low-Medium,2358,0,51,Bagalkote,46.38458333333333,66834,13.791580685101115,4846,844,844,130,139,44.66667231174373,6.879937678349153,7.356241056081018,0.4254,727.0833333333334,1329.0,2358.0,1329.0,727.0833333333334,0.4529,0.5891,0.4321,UNKNOWN (Panel Blindness / Low Sampling)
DST_0052,Bidar,Karnataka,1700018,25,75,Low-Medium,1955,0,52,Bidar,41.077083333333334,50016,14.401382090411747,3473,818,818,132,127,48.11713758324912,7.764623668690566,7.470509135785621,0.5975,594.5,1277.0833333333333,1955.0,1277.0833333333333,594.5,0.5345,0.6154,0.5329,UNKNOWN (Panel Blindness / Low Sampling)
DST_0053,Chitradurga,Karnataka,1659456,20,80,Low-Medium,1792,0,53,Chitradurga,42.342083333333335,44133,12.652809633027523,3488,715,715,116,112,43.08640904007096,6.990242585522002,6.749199737745381,0.3276,552.8333333333334,1068.5833333333333,1792.0,1068.5833333333333,552.8333333333334,0.4826,0.5793,0.4005,UNKNOWN (Panel Blindness / Low Sampling)
DST_0055,Kodagu,Karnataka,554519,15,85,Medium-High,560,0,55,Kodagu,23.668333333333333,2623,4.1968,625,263,263,44,45,47.428492080523846,7.934804758718818,8.115141230507882,0.4254,47.875,126.91666666666667,560.0,126.91666666666667,47.875,0.6228,0.5456,0.5003,UNKNOWN (Panel Blindness / Low Sampling)
DST_0056,Kolar,Karnataka,1536401,31,69,Medium,1895,0,56,Kolar,53.67166666666666,52985,11.740527365388877,4513,804,804,134,136,52.33008830376965,8.72168138396161,8.851855732975961,0.5609,705.1666666666666,1076.125,1895.0,1076.125,705.1666666666666,0.3447,0.5485,0.4634,UNKNOWN (Panel Blindness / Low Sampling)
DST_0057,Koppal,Karnataka,1389920,17,83,Low,1442,0,57,Koppal,16.08375,3438,3.34761441090555,1027,681,681,116,118,48.99562564751928,8.34580407505468,8.489697248762518,0.4703,113.33333333333333,283.75,1442.0,283.75,113.33333333333333,0.6006,0.6044,0.501,UNKNOWN (Panel Blindness / Low Sampling)
DST_0058,Raichur,Karnataka,1928812,25,75,Low,2218,0,58,Raichur,56.742916666666666,71234,12.939872842870118,5505,929,929,135,143,48.16436231213825,6.999126923722996,7.4138900006843595,0.4524,728.7916666666666,1255.625,2218.0,1255.625,728.7916666666666,0.4196,0.5468,0.4411,UNKNOWN (Panel Blindness / Low Sampling)
DST_0059,Ramanagara,Karnataka,1082636,25,75,Medium,1245,0,59,Ramanagara,40.001666666666665,27713,13.336381135707411,2078,453,453,75,81,41.842318193741946,6.927536124791713,7.48173901477505,0.3722,401.0833333333333,725.875,1245.0,725.875,401.0833333333333,0.4474,0.5788,0.4083,UNKNOWN (Panel Blindness / Low Sampling)
DST_0060,Uttara Kannada,Karnataka,1437169,29,71,Medium,1733,0,60,Uttara Kannada,46.98833333333334,47799,13.903141361256544,3438,687,687,103,111,47.80231134960468,7.166867640479304,7.723517554302939,0.5278,508.875,1018.7083333333334,1733.0,1018.7083333333334,508.875,0.5005,0.5467,0.5033,UNKNOWN (Panel Blindness / Low Sampling)
DST_0062,Chamarajanagar,Karnataka,1020791,17,83,Low-Medium,1059,0,62,Chamarajanagar,56.14208333333334,4205,1.863918439716312,2256,89,89,16,15,8.718728907288563,1.5674119383889553,1.4694486922396455,0.0174,593.7083333333334,661.125,1059.0,661.125,593.7083333333334,0.102,0.4625,0.151,UNKNOWN (Panel Blindness / Low Sampling)
DST_0063,Gadag,Karnataka,1064570,36,64,Low-Medium,1388,0,63,Gadag,51.35833333333333,37227,11.74353312302839,3170,483,483,86,89,45.37043125393352,8.078379063847375,8.36018298467926,0.436,417.2916666666667,900.9166666666666,1388.0,900.9166666666666,417.2916666666667,0.5368,0.524,0.4793,UNKNOWN (Panel Blindness / Low Sampling)
DST_0064,Haveri,Karnataka,1597668,21,79,Low-Medium,1747,0,64,Haveri,55.35125,50806,12.42200488997555,4090,818,818,125,152,51.199623451180095,7.823903339116763,9.513866460365984,0.5466,529.625,1034.0833333333333,1747.0,1034.0833333333333,529.625,0.4878,0.5893,0.4988,UNKNOWN (Panel Blindness / Low Sampling)
DST_0067,Madurai,Tamil Nadu,3038252,61,39,Medium-High,5025,0,67,Madurai,41.96375,92409,15.774837828610448,5858,1404,1404,260,216,46.21078172580813,8.55755217144595,7.109351034739713,0.6507,1564.125,2987.0416666666665,5025.0,2987.0416666666665,1564.125,0.4764,0.6026,0.539,UNKNOWN (Panel Blindness / Low Sampling)
DST_0068,Tiruchirappalli,Tamil Nadu,2722290,49,51,Medium-High,4045,0,68,Tiruchirappalli,55.51,139067,26.44864967668315,5258,2147,2147,360,358,78.86742411719545,13.224160541308972,13.150692982746143,0.9307,231.75,3086.8333333333335,4045.0,3086.8333333333335,231.75,0.9249,0.586,0.8253,UNKNOWN (Panel Blindness / Low Sampling)
DST_0070,Tirunelveli,Tamil Nadu,1665253,49,51,Medium,2474,0,70,Tirunelveli,43.29791666666667,74410,15.466638952400748,4811,733,733,126,137,44.01733550397447,7.5664178356081635,8.226978122843796,0.5853,811.375,1454.25,2474.0,1454.25,811.375,0.4421,0.5581,0.5065,UNKNOWN (Panel Blindness / Low Sampling)
DST_0071,Tiruppur,Tamil Nadu,2479052,61,39,High,4100,0,71,Tiruppur,11.182916666666666,920,2.857142857142857,322,1844,1844,304,313,74.38327231538507,12.262752051994068,12.625794053533367,0.5816,1326.25,2967.875,4100.0,2967.875,1326.25,0.5531,0.5859,0.5381,UNKNOWN (Panel Blindness / Low Sampling)
DST_0074,Thanjavur,Tamil Nadu,2405890,35,65,Medium,3103,0,74,Thanjavur,43.94166666666666,105548,18.248271092669434,5784,1176,1176,187,214,48.880040234590936,7.772591431860974,8.89483725357352,0.7541,1018.4166666666666,1909.875,3103.0,1909.875,1018.4166666666666,0.4668,0.5509,0.5925,UNKNOWN (Panel Blindness / Low Sampling)
DST_0075,Dindigul,Tamil Nadu,2159775,37,63,Medium,2846,0,75,Dindigul,55.00583333333333,86084,14.622728044844573,5887,937,937,158,166,43.38414881179752,7.3155768540704464,7.685985808706925,0.5119,868.4166666666666,1549.7083333333333,2846.0,1549.7083333333333,868.4166666666666,0.4396,0.5773,0.4688,UNKNOWN (Panel Blindness / Low Sampling)
DST_0076,Kancheepuram,Tamil Nadu,1166401,63,37,Medium-High,1961,Official census spelling variant,76,Kanchipuram,12.455833333333333,842,2.6394984326018807,319,823,823,156,109,70.55892441793175,13.374474130251947,9.344985129470912,0.5591,608.2916666666666,1430.75,1961.0,1430.75,608.2916666666666,0.5748,0.6247,0.5278,UNKNOWN (Panel Blindness / Low Sampling)
DST_0077,Chengalpattu,Tamil Nadu,2556244,68,32,High,4478,0,77,Chengalpattu,16.336666666666666,1647,4.901785714285714,336,1750,1750,316,293,68.45981838979378,12.361887206385619,11.462129593262615,0.6006,1358.5833333333333,3262.375,4478.0,3262.375,1358.5833333333333,0.5836,0.5908,0.5564,UNKNOWN (Panel Blindness / Low Sampling)
DST_0078,Cuddalore,Tamil Nadu,2605914,34,66,Medium,3325,0,78,Cuddalore,48.05083333333334,91338,16.018589968432128,5702,1136,1136,180,189,43.59315004255705,6.907365323644602,7.252733589826833,0.5237,1044.875,1983.4583333333333,3325.0,1983.4583333333333,1044.875,0.4732,0.5589,0.4895,UNKNOWN (Panel Blindness / Low Sampling)
DST_0079,Dharmapuri,Tamil Nadu,1506843,17,83,Low-Medium,1564,0,79,Dharmapuri,45.56125,5909,2.0697022767075306,2855,123,123,20,19,8.162761482118576,1.327278289775378,1.2609143752866092,0.0204,918.5,967.4166666666666,1564.0,967.4166666666666,918.5,0.0506,0.5835,0.1102,UNKNOWN (Panel Blindness / Low Sampling)
DST_0080,Karur,Tamil Nadu,1064493,41,59,Medium,1462,0,80,Karur,42.330416666666665,37691,13.918389955686854,2708,490,490,71,81,46.03130316498088,6.6698418871706995,7.6092562374764325,0.4669,452.125,900.2083333333334,1462.0,900.2083333333334,452.125,0.4978,0.5634,0.4717,UNKNOWN (Panel Blindness / Low Sampling)
DST_0081,Krishnagiri,Tamil Nadu,1879809,23,77,Medium,2109,0,81,Krishnagiri,50.907916666666665,79111,16.24122356805584,4871,873,873,143,169,46.440888409407556,7.6071558333852005,8.990275075818873,0.6743,661.6666666666666,1254.5833333333333,2109.0,1254.5833333333333,661.6666666666666,0.4726,0.5677,0.5553,UNKNOWN (Panel Blindness / Low Sampling)
DST_0082,Nagapattinam,Tamil Nadu,1616450,23,77,Low-Medium,1813,0,82,Nagapattinam,43.49625,48585,14.314967589864466,3394,759,759,129,135,46.95474651241919,7.980450988276779,8.351634755173373,0.6124,594.25,1036.5416666666667,1813.0,1036.5416666666667,594.25,0.4267,0.5594,0.513,UNKNOWN (Panel Blindness / Low Sampling)
DST_0083,Namakkal,Tamil Nadu,1726601,40,60,Medium,2348,0,83,Namakkal,52.369166666666665,76370,13.89556040756914,5496,797,797,147,124,46.160056666247726,8.513837302306671,7.181740309428756,0.5569,717.7916666666666,1427.375,2348.0,1427.375,717.7916666666666,0.4971,0.6048,0.5036,UNKNOWN (Panel Blindness / Low Sampling)
DST_0085,Perambalur,Tamil Nadu,565223,17,83,Low-Medium,586,0,85,Perambalur,19.179166666666667,735,2.289719626168224,321,287,287,34,54,50.77641921860929,6.015324924852669,9.553751351236592,0.3269,46.458333333333336,151.29166666666666,586.0,151.29166666666666,46.458333333333336,0.6929,0.6531,0.459,UNKNOWN (Panel Blindness / Low Sampling)
DST_0086,Pudukkottai,Tamil Nadu,1618345,20,80,Low-Medium,1747,0,86,Pudukkottai,41.00541666666667,36710,11.665077851922465,3147,750,750,142,123,46.34364118899246,8.774396065115905,7.600357154994763,0.4544,581.5833333333334,1005.7083333333334,1747.0,1005.7083333333334,581.5833333333334,0.4217,0.5978,0.4325,UNKNOWN (Panel Blindness / Low Sampling)
DST_0088,Ranipet,Tamil Nadu,1210277,42,58,Medium,1679,0,88,Ranipet,50.219166666666666,48374,12.838110403397028,3768,581,581,96,96,48.00553922779661,7.932068443835585,7.932068443835585,0.5149,522.0416666666666,1005.75,1679.0,1005.75,522.0416666666666,0.4809,0.5734,0.4853,UNKNOWN (Panel Blindness / Low Sampling)
DST_0089,Sivaganga,Tamil Nadu,1339101,31,69,Low-Medium,1652,0,89,Sivaganga,38.288333333333334,54802,19.635256180580438,2791,673,673,102,104,50.25759819460967,7.617050543610975,7.766404475838641,0.7374,537.375,972.9583333333334,1652.0,972.9583333333334,537.375,0.4477,0.5576,0.577,UNKNOWN (Panel Blindness / Low Sampling)
DST_0090,Tenkasi,Tamil Nadu,1407627,43,57,Medium,1973,0,90,Tenkasi,36.60666666666666,49850,16.243075920495276,3069,647,647,108,107,45.96388105655831,7.672487100631063,7.601445553402997,0.6353,742.625,1178.1666666666667,1973.0,1178.1666666666667,742.625,0.3697,0.5632,0.5026,UNKNOWN (Panel Blindness / Low Sampling)
DST_0091,Theni,Tamil Nadu,1245899,54,46,Medium,1938,0,91,Theni,37.92166666666667,47496,15.331181407359587,3098,588,588,100,109,47.19483682064116,8.026332792626048,8.748702743962392,0.6801,677.375,1177.9583333333333,1938.0,1177.9583333333333,677.375,0.425,0.5358,0.5476,UNKNOWN (Panel Blindness / Low Sampling)
DST_0092,Thoothukudi,Tamil Nadu,1750176,50,50,Medium-High,2625,0,92,Thoothukudi,54.035,81151,14.052121212121213,5775,952,952,163,143,54.394529464465286,9.31334905746622,8.170606841826194,0.7065,822.5833333333334,1545.8333333333333,2625.0,1545.8333333333333,822.5833333333334,0.4679,0.5775,0.5662,UNKNOWN (Panel Blindness / Low Sampling)
DST_0093,Tirupathur,Tamil Nadu,1111812,38,62,Low-Medium,1480,0,93,Tirupathur,59.01958333333334,53409,14.303427959292984,3734,467,467,79,75,42.003504189557226,7.10551783934694,6.7457447841901335,0.4263,490.875,838.5416666666666,1480.0,838.5416666666666,490.875,0.4146,0.5809,0.4208,UNKNOWN (Panel Blindness / Low Sampling)
DST_0094,Tiruvallur,Tamil Nadu,3728104,65,35,High,6375,0,94,Tiruvallur,48.46083333333333,96124,16.610333506134438,5787,1616,1616,284,243,43.3464302497999,7.617813236969785,6.518058509097386,0.566,2237.8333333333335,3843.4583333333335,6375.0,3843.4583333333335,2237.8333333333335,0.4178,0.5542,0.4901,UNKNOWN (Panel Blindness / Low Sampling)
DST_0095,Tiruvannamalai,Tamil Nadu,2464875,20,80,Low-Medium,2662,0,95,Tiruvannamalai,37.45375,56965,12.905527865881286,4414,1211,1211,198,207,49.13028044018459,8.032861706983113,8.397991784573254,0.5647,805.9166666666666,1723.75,2662.0,1723.75,805.9166666666666,0.5325,0.6207,0.5164,UNKNOWN (Panel Blindness / Low Sampling)
